Type,Method,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Blend_L,Blend_A,Blend_B,CompensatedBlend_L,CompensatedBlend_a,CompensatedBlend_b,BGLValue,FGLValue,NuetralValue,Region,Blend_Original_Distance,ComBlend_Original_Distance,Accuracy
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,39.07426328,-9.776085623,23.54959494,29.75053513,-12.70230303,10.35161159,88.82708448,-1.727233249,4.935831097,85.39947233,1.147440016,2.213844433,1,0,1,2,56.65075565,54.78464423,3.29%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,16.18850337,-8.859889494,4.222678133,11.89092531,-4.604603125,-12.31925922,60.03051377,14.4355656,13.7109056,58.98101155,16.35553327,6.663312346,1,0,0,3,48.80572556,47.1852727,3.32%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,61.94166679,-38.94929659,4.469919406,57.32787585,-34.81886341,-6.904940671,76.67429738,-8.872267596,3.854086612,80.81224641,-14.58746373,4.312772265,1,1,1,3,34.10669331,32.96456093,3.35%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,41.0393008,65.53156216,28.81542012,35.02321762,44.67049322,24.25804659,65.41817364,32.53358094,20.20494815,65.08321835,34.82515798,22.17411184,1,0,1,6,31.99140406,30.90753416,3.39%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,32.30058204,72.79408891,-87.27879969,34.03489617,82.87048411,-109.7539838,76.19049634,31.51466861,-41.05086838,78.08282177,45.21330083,-37.78823832,1,0,1,5,90.02541039,86.95626638,3.41%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,60.73324843,28.8198528,67.20209749,51.46775144,21.04686442,49.36948574,94.5612032,9.44045195,15.71832596,96.45669115,15.27288299,20.05371152,1,1,1,1,55.24857755,53.3595713,3.42%
BP,TD,0xa44881,44.50576959,46.05711062,-14.41293117,10.97581014,12.69529397,-32.54436914,12.2540432,7.813996001,-28.76474971,46.72569076,47.27887185,-22.73740097,50.9623081,38.81444814,-25.4482256,1,0,1,4,44.02745027,42.51930212,3.43%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,32.41501304,64.26197878,-68.45366736,30.54454922,66.24124174,-86.54584521,87.87866295,19.24699693,-20.89885699,89.85392407,36.95435614,-17.49323436,1,0,1,5,99.02114271,95.6221035,3.43%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,28.02855553,63.25541914,-67.8702486,26.31760372,62.62311171,-83.12489393,87.87866295,19.24699693,-20.89885699,89.85392407,36.95435614,-17.49323436,1,0,1,5,99.02114271,95.6221035,3.43%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,56.23197488,72.64389941,26.33990029,49.31976407,65.82161849,15.42928411,62.860595,51.04915772,6.393941339,63.38418684,52.82339672,5.285743812,1,1,1,6,21.57774804,20.83324972,3.45%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,51.0584682,73.75093257,34.79060641,44.75190015,59.86653652,31.33116706,53.76370931,52.55701511,22.46581853,52.89777417,52.81257645,18.96646475,0,1,1,6,10.96117108,10.58271719,3.45%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,85.58256319,-47.85157062,72.10587277,84.55068077,-69.65354733,74.40266465,100,-33.18896151,35.37623225,100,-33.00796332,38.53157715,1,1,1,2,55.37376273,53.46076224,3.45%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,47.38084802,66.70270209,-71.70258532,43.6464215,83.26849387,-97.16134224,91.01590947,31.60314574,-15.48981126,90.79967374,39.65657872,-15.86263149,1,0,1,5,106.574705,102.8819782,3.46%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,66.48549892,37.2194917,67.92476748,57.808539,31.30873438,66.84904025,64.56596158,26.50961164,53.38616762,68.25783898,22.58712072,58.2865315,0,1,1,1,12.47360744,12.03922135,3.48%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,34.19040371,13.32363792,27.81799485,23.35485669,3.268477471,9.966082421,87.44774674,2.818119704,3.650114754,84.9777107,2.336646167,0.782620448,1,0,1,1,59.46493867,57.39037593,3.49%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,80.84897978,-57.56205487,52.21732865,80.50192384,-74.76089955,50.91067375,100,-1.236453859,9.061151791,100,0,20.17543338,1,1,1,2,80.21138831,77.41182312,3.49%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,38.88008381,-24.07915244,39.23236262,29.83737204,-26.9017592,19.8560335,76.94644702,-4.749915037,5.796106878,81.42760152,-16.62502918,13.14331701,1,0,1,2,50.07332314,48.24996383,3.64%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,38.88008381,-24.07915244,39.23236262,29.83737204,-26.9017592,19.8560335,76.94644702,-4.749915037,5.796106878,81.42760152,-16.62502918,13.14331701,1,0,1,2,50.07332314,48.24996383,3.64%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,43.34171526,-23.38318679,9.130658046,35.30149545,-22.09146134,-0.395429995,90.34615675,-4.583402487,2.092007979,85.44499512,0.962635892,1.784186268,1,0,1,3,53.59049229,51.60977765,3.70%
BP,TD,0xac4759,44.21220949,44.46617137,11.06202252,57.40065986,3.059361076,-47.08075997,53.11327079,25.78371577,-77.17524329,65.66726818,41.17277216,-55.40644657,66.32121198,41.25354719,-58.0668759,1,1,1,4,26.80113116,25.80842886,3.70%
BP,TD,0xc26623,53.23649988,32.76901856,53.92474708,85.64766551,-57.44654261,52.190133,86.23096808,-76.43288834,49.98339503,95.76954904,-40.53179772,54.78655043,100,-42.31803583,50.51138238,1,1,1,2,35.5673786,34.23730795,3.74%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,16.11592607,-21.17208064,22.85077684,11.68881005,5.791815454,-13.19998203,50.76511184,11.43369089,-24.14691068,56.40842486,-1.913406409,-15.28930958,1,0,1,2,46.14509495,44.379326,3.83%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,41.86121057,82.5971156,-87.02696838,42.97343766,90.41144043,-98.3216592,67.48366789,53.00614106,-56.06264157,66.80630612,55.48807196,-57.23050669,1,0,1,5,65.85800008,63.33755543,3.83%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,42.15085365,72.75851141,-77.17549333,38.75997432,87.65137295,-105.5862512,77.6339531,36.54274057,-38.56214983,78.08282177,45.21330083,-37.78823832,1,0,1,5,88.10991534,84.7213618,3.85%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,40.25731464,77.11664055,-75.49782981,38.56844344,81.31054212,-101.3910198,77.6339531,36.54274057,-38.56214983,78.08282177,45.21330083,-37.78823832,1,0,1,5,88.10991534,84.7213618,3.85%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,28.8853115,32.23171192,26.51032686,20.88515802,19.45371381,14.65845551,53.39712531,17.09936872,-20.28761605,54.5552852,14.75935714,-16.53027122,1,0,1,1,40.36093936,38.80812505,3.85%
BP,TD,0xd4aa00,71.72807924,2.00251253,79.47601408,46.78604223,77.37593594,-81.95474684,44.7730386,95.75438809,-95.21889897,80.44353516,45.05043576,-33.71804283,78.39787318,44.6714344,-37.24504624,1,0,1,5,84.0195895,80.78286404,3.85%
BP,TD,0xd4aa00,71.72807924,2.00251253,79.47601408,46.78604223,77.37593594,-81.95474684,44.7730386,95.75438809,-95.21889897,80.44353516,45.05043576,-33.71804283,78.39787318,44.6714344,-37.24504624,1,0,1,5,84.0195895,80.78286404,3.85%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,27.34259962,50.1412246,40.35922099,24.32190908,24.56810878,9.14704956,61.60337813,9.785613173,1.954994129,62.50857159,17.28276809,4.316593489,1,0,1,1,40.74500917,39.17436264,3.85%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,38.62319111,46.12771456,-84.87900719,38.65566936,77.99732548,-105.7660873,90.58713879,29.89756687,-16.22907106,89.85392407,36.95435614,-17.49323436,1,0,1,4,108.3816309,104.1664826,3.89%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,38.62319111,46.12771456,-84.87900719,38.65566936,77.99732548,-105.7660873,90.58713879,29.89756687,-16.22907106,89.85392407,36.95435614,-17.49323436,1,0,1,4,108.3816309,104.1664826,3.89%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,25.25890955,9.183200154,-0.044129443,17.57597016,9.055890527,-12.34339158,73.2086532,3.935664021,-3.078932798,72.66929036,8.843582546,-15.47430526,1,0,0,6,55.80477426,53.60360261,3.94%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,38.91169358,-14.45092413,-4.566133129,31.49758221,-11.91926721,-11.49592856,65.29239669,8.504090793,3.673046355,68.12162916,8.19771426,-7.578423072,1,0,0,3,42.12601191,40.4604423,3.95%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,57.18068712,27.4827527,58.07430764,47.04001892,21.32732684,48.85861206,81.43034213,7.638212859,12.83199194,83.86819622,17.04885281,18.86258627,1,1,1,1,45.1176264,43.3021646,4.02%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,57.18068712,27.4827527,58.07430764,47.04001892,21.32732684,48.85861206,81.43034213,7.638212859,12.83199194,83.86819622,17.04885281,18.86258627,1,1,1,1,45.1176264,43.3021646,4.02%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,61.28771854,56.28811716,70.61793137,52.78493676,51.68300587,60.16453693,73.80577168,39.16109299,36.6054183,73.92174444,42.47558771,37.58136087,1,1,1,1,30.25561148,29.03489528,4.03%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,61.28771854,56.28811716,70.61793137,52.78493676,51.68300587,60.16453693,73.81150577,31.02574525,22.77843997,73.92746376,34.48763399,23.59911432,1,1,1,1,43.06160723,41.32417548,4.03%
BP,TD,0xa44881,44.50576959,46.05711062,-14.41293117,20.26819016,21.32716418,-36.78467113,14.00129654,34.7862229,-47.49610539,48.03384036,48.29963069,-29.24012697,47.24374707,48.22916041,-32.68738511,1,0,1,5,39.9343654,38.31899791,4.05%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,66.7952289,-46.26794821,4.47469173,63.81121251,-39.11885809,-4.740576267,80.81224641,-14.58746373,4.312772265,84.58526244,-18.79311307,2.535161873,1,1,1,3,31.89876815,30.60401574,4.06%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,47.60231307,-35.60858745,3.82420606,41.93806722,-25.43252288,-4.872388927,92.33082647,-6.839316709,0.442838683,88.09278684,-4.671166799,5.382304225,1,0,1,3,50.05208505,48.00134851,4.10%
BP,TD,0x566789,43.6537329,2.214103317,-21.2084622,25.25357971,-4.73846878,18.23911413,20.06391034,-10.71801951,3.570178102,48.2474333,-0.745600826,-16.86792652,53.53549579,-8.121164201,-8.363985858,1,0,0,1,38.14472363,36.55596861,4.17%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,28.8853115,32.23171192,26.51032686,20.88515802,19.45371381,14.65845551,61.42586146,6.735964184,1.423880814,60.24940039,9.713939411,1.023251185,1,0,1,1,39.13328268,37.49698597,4.18%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,66.53397861,41.4029322,73.43845674,58.4288875,36.89297042,62.99488184,68.95360554,25.50191356,36.37605159,73.46435084,22.89947143,41.00123747,1,1,1,1,31.20436811,29.89695421,4.19%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,28.94381063,32.79753149,17.12632772,19.96362086,22.59588441,5.123150041,48.36067813,12.49869278,-0.288684425,47.46268252,13.57808184,-2.349052401,1,0,1,1,31.2111764,29.89079151,4.23%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,29.44551345,-29.61041902,36.80163931,20.3811463,-19.93337292,6.300852941,62.02965034,9.376580004,17.41602873,63.86608303,3.430517489,19.19707573,1,0,1,2,47.95428353,45.91936683,4.24%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,48.06160432,13.93513419,23.25492159,37.63523821,8.998717098,10.48955271,45.18349055,7.410322505,9.614824267,39.43411634,6.592473027,12.26837191,0,0,1,1,3.535508296,3.385078767,4.25%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,48.06160432,13.93513419,23.25492159,37.63523821,8.998717098,10.48955271,45.18349055,7.410322505,9.614824267,39.43411634,6.592473027,12.26837191,0,0,1,1,3.535508296,3.385078767,4.25%
BP,TD,0x5aa294,62.22900845,-26.47398035,0.064705899,25.23065781,-10.6371878,33.77555184,16.723778,-1.75482334,1.699951085,64.86809339,-28.2925042,1.803519732,63.86925506,-21.1698338,0.698367229,1,0,1,2,46.09027304,44.12159841,4.27%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,37.030831,59.97762767,-2.766112114,30.84284337,43.15427412,-15.2729856,33.19653805,44.30262936,-17.01533324,31.9166889,43.1777426,-18.87837698,0,0,1,6,5.770095083,5.522850727,4.28%
BP,TD,0x566789,43.6537329,2.214103317,-21.2084622,20.21295714,23.04427443,-9.661725231,11.41464541,21.35494971,-21.72818681,46.69776108,8.185921815,-25.04187206,47.17719067,13.36556717,-21.31320896,1,0,1,6,33.02211766,31.59647947,4.32%
BP,TD,0x566789,43.6537329,2.214103317,-21.2084622,20.21295714,23.04427443,-9.661725231,11.41464541,21.35494971,-21.72818681,46.69776108,8.185921815,-25.04187206,47.17719067,13.36556717,-21.31320896,1,0,1,6,33.02211766,31.59647947,4.32%
BP,TD,0xc26623,53.23649988,32.76901856,53.92474708,80.54829316,-73.4000717,56.64531392,81.7266352,-80.34137078,64.90202774,91.7692974,-41.28525221,68.22591231,100,-45.90404057,65.3505112,1,1,1,3,40.3459996,38.60107464,4.32%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,20.21295714,23.04427443,-9.661725231,11.41464541,21.35494971,-21.72818681,51.38955335,17.81711055,-27.380928,49.52843545,14.19584372,-25.95632125,1,0,1,6,35.68303815,34.11587889,4.39%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,36.6714896,70.89027481,-59.60010275,32.54665533,68.1192683,-78.70075314,88.29646799,20.98737547,-20.17850346,89.85392407,36.95435614,-17.49323436,1,0,1,5,93.56447318,89.45241839,4.39%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,38.81521355,27.89885349,8.664750861,27.75031974,18.89222015,-4.57484282,88.05676026,6.558412514,1.026666512,85.66444814,6.672502585,-6.314722928,1,0,1,6,58.64643422,56.05903542,4.41%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,38.81521355,27.89885349,8.664750861,27.75031974,18.89222015,-4.57484282,88.05676026,6.558412514,1.026666512,85.66444814,6.672502585,-6.314722928,1,0,1,6,58.64643422,56.05903542,4.41%
BP,TD,0xa44881,44.50576959,46.05711062,-14.41293117,38.44664417,7.492414275,-42.56997742,32.90822126,29.03132045,-61.36901089,56.12893188,46.40829587,-52.07942434,61.33462219,39.88783356,-55.17041124,1,0,1,4,30.84618569,29.47696248,4.44%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,25.07817319,-4.800870801,-9.450940817,18.58384535,0.519827927,-17.17216734,86.26995048,2.261059811,-2.034795448,85.8478586,9.518135031,-17.66197498,1,0,0,4,68.7832013,65.72691725,4.44%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,85.4102947,-53.68951973,4.034627888,86.09387897,-50.22252158,-10.47848749,86.97642424,-48.2158285,-10.48555155,87.84731245,-50.22691663,-9.333197726,0,1,1,3,2.192202811,2.094334482,4.46%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,33.94123467,-40.1614685,33.97650107,26.73476538,-23.42224192,11.04145932,63.90594158,-6.968481171,4.648132447,68.11713571,-15.66640204,11.98486914,1,0,1,3,41.15937232,39.31322774,4.49%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,18.06757213,36.19730106,27.66889087,14.00129654,26.29594222,-6.270173141,59.61875545,19.06999694,14.83382307,58.76755233,19.05349387,4.260326317,1,0,1,1,45.49559847,43.44998653,4.50%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,85.698077,-62.60406285,62.00875887,86.49662033,-82.43453517,65.16145724,100,0,10.51997156,100,0,20.17164649,1,1,1,2,94.49505229,90.22300236,4.52%
BP,TD,0x5aa294,62.22900845,-26.47398035,0.064705899,16.11592607,-21.17208064,22.85077684,11.68881005,5.791815454,-13.19998203,63.60739571,-26.8836275,-0.994412191,63.26106907,-20.00380479,-9.567261629,1,0,1,2,53.2961759,50.88575298,4.52%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,56.90016749,41.78830058,65.38877158,47.38507598,36.64837911,40.62585795,92.21765354,13.50912025,13.12678338,94.39922102,24.14128869,16.73764002,1,1,1,1,62.11169899,59.30066083,4.53%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,42.48949521,66.86815978,-76.66751901,38.60336725,86.13571241,-105.8562634,77.82347405,35.55604109,-38.23538957,78.08282177,45.21330083,-37.78823832,1,0,1,5,87.65011164,83.6825716,4.53%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,61.94166679,-38.94929659,4.469919406,57.32787585,-34.81886341,-6.904940671,62.57136353,-28.08846132,-6.439739993,63.10293658,-29.63160629,-4.420090718,0,1,1,3,8.544523799,8.150671274,4.61%
BP,TD,0xcc891a,62.79081426,17.1984926,64.87891672,90.49999106,-43.13179771,9.195530382,92.19173103,-49.55077716,-6.739563177,100,-9.746118672,3.584909716,100,-10.98963417,0,1,1,1,3,41.85659616,39.91682007,4.63%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,85.12998732,-73.21198892,42.36542346,87.00176858,-78.73365003,47.20802787,91.00657,-66.9658364,40.34832295,90.4745613,-67.31322488,40.19539751,0,1,1,3,10.50970755,10.02137758,4.65%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,66.48549892,37.2194917,67.92476748,57.808539,31.30873438,66.84904025,77.27851216,18.62385158,28.19674203,80.62530141,20.38738144,32.1947268,1,1,1,1,41.3065978,39.37740272,4.67%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,27.34259962,50.1412246,40.35922099,24.32190908,24.56810878,9.14704956,53.61789667,20.55786084,-19.70657822,56.59648668,22.87628743,-13.35644038,1,0,1,1,41.31426889,39.38169217,4.68%
BP,TD,0x5aa294,62.22900845,-26.47398035,0.064705899,90.39317575,-48.34306599,87.21009012,90.72740024,-66.81983245,88.01609956,100,-52.01219336,51.91520663,100,-57.42943577,52.30153115,1,1,1,2,43.16620392,41.12195437,4.74%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,70.45255586,-6.295919038,-14.13280729,63.85293912,1.158533555,-14.60921332,1,1,1,4,27.77502045,26.45525726,4.75%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,70.45255586,-6.295919038,-14.13280729,63.85293912,1.158533555,-14.60921332,1,1,1,4,27.77502045,26.45525726,4.75%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,37.62127339,47.15198338,49.96378941,29.08208806,37.19709184,21.88542395,34.93980798,31.96179289,18.04959183,35.65165357,31.46566889,19.15138205,0,0,1,1,7.95684301,7.578386426,4.76%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,16.38186199,-0.653755638,-8.799803371,8.567776789,5.641339134,-17.16336327,59.85358843,3.300730737,-3.794603877,59.05394784,7.108824602,-13.46262438,1,0,0,4,44.75888365,42.60537779,4.81%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,16.38186199,-0.653755638,-8.799803371,8.567776789,5.641339134,-17.16336327,59.85358843,3.300730737,-3.794603877,59.05394784,7.108824602,-13.46262438,1,0,0,4,44.75888365,42.60537779,4.81%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,37.75987276,47.66262042,21.39646312,27.31100226,36.87201427,12.57010582,76.13230234,14.21874987,0.664108815,76.65948643,21.47915088,-1.28212924,1,0,1,6,49.47575222,47.09232045,4.82%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,43.13217249,-39.32388362,46.67242799,36.30005501,-35.12856836,25.18785224,90.57797847,-8.054890299,9.304214555,96.98085779,-21.69147438,18.86735782,1,0,1,2,63.19426597,60.12010774,4.86%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,44.6760754,-48.30351361,39.67751371,38.91569073,-36.13244936,25.8162748,90.78370591,-8.984695168,8.889730202,96.98085779,-21.69147438,18.86735782,1,0,1,3,62.70281935,59.63912368,4.89%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,10.88716277,20.74211104,-14.94616169,10.40900213,12.1425211,-23.15196128,85.29562867,3.764566746,-0.460719306,86.29233121,12.99640061,-23.63391172,1,0,1,5,79.8641408,75.93612808,4.92%
BP,TD,0x8e888a,57.79049419,2.698040985,-0.256329082,14.92606993,29.32767262,-11.35450403,12.22141726,11.51051056,-16.87339725,59.40787995,4.47658397,-3.733039521,59.05394784,7.108824602,-13.46262438,1,0,1,6,47.70622658,45.35649715,4.93%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,20.64408006,13.22404749,-22.99751419,14.54069708,13.50632618,-30.84886316,51.71450589,16.32416929,-31.34619262,50.00360086,16.10521103,-30.29142267,1,0,1,5,33.96478716,32.28896873,4.93%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,70.44636749,4.201341775,-5.552811879,73.41376208,2.796380691,-13.38612806,1,1,1,4,36.55632974,34.74876668,4.94%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,71.62622383,-37.54121966,-14.34146402,69.40181375,-23.91054678,-33.74519489,74.2873868,-17.00038334,-28.95517152,73.88025775,-16.56373801,-30.36931079,0,1,1,4,9.724376932,9.24276221,4.95%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,56.07516332,83.50864857,-30.4252248,50.66379888,81.23353995,-51.48249355,66.82190072,65.15333335,-49.56241627,67.74455349,68.43141302,-55.6128388,1,1,1,6,22.87671296,21.74181189,4.96%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,27.21913126,70.65206662,-95.88308585,33.25379754,84.85354613,-112.6500684,40.14456599,72.99255174,-102.6426708,41.03809077,78.07581263,-101.6584642,0,0,1,5,14.61627215,13.88961661,4.97%
BP,TD,0x5aa294,62.22900845,-26.47398035,0.064705899,81.89157465,3.889770066,82.89151406,76.90560894,-9.12354957,80.34820793,91.86677021,-20.17858327,42.26427386,96.14635864,-22.98088743,48.12913111,1,1,1,1,40.80564037,38.77448755,4.98%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,53.25995422,-44.49508464,15.2200443,47.92438544,-37.22757811,10.43537148,94.30308604,-11.1335614,4.512286526,92.51450591,-13.29197922,12.17352686,1,1,1,3,49.20191587,46.74953574,4.98%
BP,TD,0x8c9f29,62.52076299,-22.90277981,57.6760033,46.78604223,77.37593594,-81.95474684,44.7730386,95.75438809,-95.21889897,73.04344692,36.59750354,-46.47681566,72.03125049,40.14024307,-48.22198192,1,0,1,5,77.3406281,73.46515665,5.01%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,56.1637151,72.48097588,49.92582363,48.51105409,64.64922519,43.78359133,81.62453232,31.74197197,11.16299762,81.92387352,33.55591484,15.03255008,1,1,1,1,49.5809066,47.09476049,5.01%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,51.15188805,78.28275546,39.43612914,45.68209748,62.10920014,37.43088901,70.62007829,45.26471858,25.42507736,70.01252479,46.46524868,27.83017743,1,1,1,6,28.006025,26.59707115,5.03%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,48.0042194,-14.41076562,-28.64626549,41.68900207,4.526446617,-47.45401027,55.24986104,7.354869339,-38.91660177,55.57125498,6.036037138,-39.54716607,0,0,1,4,13.89923582,13.1997605,5.03%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,11.50779296,-22.2875766,16.66196907,6.458595,12.7597068,-20.76529812,50.79427965,10.9402515,-24.14080924,56.40842486,-1.913406409,-15.28930958,1,0,1,2,47.27424345,44.86826745,5.09%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,34.19040371,13.32363792,27.81799485,23.35485669,3.268477471,9.966082421,75.00607745,3.389829467,1.862578529,71.84435497,2.201189969,-1.303504448,1,0,1,1,47.33998207,44.92927615,5.09%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,22.8268157,45.36001503,20.03309277,20.69294422,15.10809086,6.229619738,48.66073225,10.91819029,2.438940908,47.59803905,12.46186711,2.09976162,1,0,1,6,29.68037333,28.16674767,5.10%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,47.29518278,73.22352614,61.43211279,43.04814441,53.25035682,45.45891533,90.58484885,20.06128672,10.20990768,92.92388221,27.82357988,14.0680863,1,0,1,1,66.87759707,63.45654046,5.12%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,43.34737834,-28.59880434,9.045595543,35.61587477,-21.74577148,-1.032232221,78.78006673,-6.714619743,0.08815389,75.83713916,-6.278660474,4.083957647,1,0,1,3,42.87307811,40.66689157,5.15%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,20.26819016,21.32716418,-36.78467113,14.00129654,34.7862229,-47.49610539,51.88993285,19.37480583,-35.6084914,51.10768168,23.24119269,-41.06511216,1,0,1,5,34.44308162,32.66223224,5.17%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.06832742,13.62213872,37.48048933,52.21946441,6.078935507,28.94446023,54.0782494,5.95858747,22.13007786,48.98678597,5.201033954,25.23536059,0,1,1,1,3.448438815,3.267257074,5.25%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,1.40539487,9.876966008,-23.18453895,10.10715853,0.053429388,-10.79067387,45.61364543,2.953636674,-4.528058282,45.97472435,6.732100013,-15.53010074,1,0,1,5,38.04531471,36.03625769,5.28%
BP,TD,0x8c9f29,62.52076299,-22.90277981,57.6760033,85.44656568,-78.31275346,72.36579217,88.2781294,-87.06701818,76.24337288,100,-71.99351788,82.25756367,100,-71.44378491,74.90833179,1,1,1,2,21.2591942,20.13528825,5.29%
BP,TD,0x766d9b,48.78080436,13.78706746,-24.1840471,16.18850337,-8.859889494,4.222678133,11.89092531,-4.604603125,-12.31925922,51.65772221,11.57278977,-22.67735281,56.40842486,-1.913406409,-15.28930958,1,0,0,3,44.13037344,41.78496701,5.31%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,37.72198331,53.59452701,2.630263145,28.62955591,41.77599783,-10.12612021,88.44453517,12.69090868,-0.280167766,91.25615608,28.25579511,-11.81849425,1,0,1,6,62.96214915,59.5970507,5.34%
BP,TD,0xb2acae,71.36300019,2.423145371,-0.144987064,36.33369924,61.07683302,28.73129995,27.84525254,41.95430327,15.97014785,75.79084819,12.79410188,3.88072987,77.72288648,22.8499465,8.282853825,1,0,1,6,51.7219039,48.95169637,5.36%
BP,TD,0x6c6667,43.97367616,2.583174166,0.287111223,48.80414075,9.128065033,53.88837698,38.50721897,1.142898376,33.03865404,58.52737575,2.121273781,18.97870263,65.51442715,6.479340744,31.61043812,1,0,1,1,26.9268324,25.48300867,5.36%
