Type,Method,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Blend_L,Blend_A,Blend_B,CompensatedBlend_L,CompensatedBlend_a,CompensatedBlend_b,BGLValue,FGLValue,NuetralValue,Region,Blend_Original_Distance,ComBlend_Original_Distance,Accuracy
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.43441139,33.24523534,-0.421795445,63.70488468,33.27489492,-21.18169937,65.13945598,33.30050847,-20.81145106,65.13945598,33.30050847,-20.81145106,0,1,1,6,1.481801158,1.481801158,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,16.0986956,-8.784401233,-0.427491994,13.16914486,-4.787589627,-7.412185372,21.46246431,-1.216703826,-8.544267088,21.46246431,-1.216703826,-8.544267088,0,0,0,3,14.65507418,14.65507418,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,80.91368821,-29.06850282,-14.2462114,80.22175991,-23.00263603,-34.10041395,81.21366336,-21.52258565,-32.39023559,81.21366336,-21.52258565,-32.39023559,0,1,1,4,2.469641999,2.469641999,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,52.7228067,37.70576144,-14.29759111,42.68025703,38.78605095,-34.92591222,50.52692787,37.5767197,-35.46165232,50.52692787,37.5767197,-35.46165232,0,1,1,6,2.602075811,2.602075811,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.19935519,8.692964349,-42.46604939,58.41009826,24.09547364,-71.40625145,59.64250648,22.64613104,-65.560783,59.64250648,22.64613104,-65.560783,0,1,1,4,2.237769599,2.237769599,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,66.80349401,-13.8887269,-5.115851542,61.5764902,-15.23640717,-21.7281906,63.08861347,-13.18627942,-21.3078221,63.08861347,-13.18627942,-21.3078221,0,1,0,4,2.581908257,2.581908257,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,90.53598349,-14.22167265,4.877997576,90.24100709,-23.67601078,-15.71758919,91.05678211,-22.49046736,-15.4193412,91.05678211,-22.49046736,-15.4193412,0,1,0,3,1.469678178,1.469678178,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,80.56513037,-68.71222272,37.01482164,81.21733358,-72.34135608,38.66974216,82.21090795,-67.35638692,31.09698487,82.21090795,-67.35638692,31.09698487,0,1,1,3,3.398107604,3.398107604,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.09848349,4.730353887,0.116687339,77.49263007,-1.390216733,-21.37424842,78.54232603,-0.432437305,-21.1588584,78.54232603,-0.432437305,-21.1588584,0,1,0,6,1.43721811,1.43721811,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,76.30446127,-19.06680412,33.02135083,72.65752401,-36.83719621,29.20786655,73.82261346,-34.50005504,27.80526303,73.82261346,-34.50005504,27.80526303,0,1,1,2,2.964280506,2.964280506,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,16.0986956,-8.784401233,-0.427491994,13.16914486,-4.787589627,-7.412185372,21.46246431,-1.216703826,-8.544267088,21.46246431,-1.216703826,-8.544267088,0,0,0,3,14.65507418,14.65507418,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,47.68672094,52.31518164,-42.84116253,39.6225449,59.61970107,-68.18284142,48.06202611,52.74281711,-67.43364782,48.06202611,52.74281711,-67.43364782,0,0,1,5,3.678054789,3.678054789,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.43100279,37.84835182,-28.46603626,66.81684364,43.76799192,-57.21233855,68.14817161,43.53486927,-54.9169455,68.14817161,43.53486927,-54.9169455,0,1,1,5,2.66375855,2.66375855,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.37520302,51.99133769,-19.02629817,65.65122936,57.91934435,-44.84719646,66.91029933,52.41256006,-44.87079951,66.91029933,52.41256006,-44.87079951,0,1,1,6,1.683995758,1.683995758,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.63626468,0.321638904,4.478908791,66.28622104,-7.146243483,-11.16354028,67.63436149,-5.689307914,-11.09480015,67.63436149,-5.689307914,-11.09480015,0,1,0,1,1.986169461,1.986169461,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.59414728,18.57066964,0.040056531,64.3023583,14.43153782,-19.3147131,65.71621244,15.10396119,-19.0021122,65.71621244,15.10396119,-19.0021122,0,1,0,6,1.596513711,1.596513711,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.01958651,23.76937235,-9.745665466,77.24793852,21.12725615,-34.4165847,78.3030586,21.52911068,-33.99451794,78.3030586,21.52911068,-33.99451794,0,1,1,6,1.20536542,1.20536542,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.43100279,37.84835182,-28.46603626,66.81684364,43.76799192,-57.21233855,68.14817161,43.53486927,-54.9169455,68.14817161,43.53486927,-54.9169455,0,1,1,5,2.66375855,2.66375855,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,66.76901601,33.14132789,-9.672258017,59.18661562,33.83236171,-32.17795865,60.79339446,33.77096554,-31.42981806,60.79339446,33.77096554,-31.42981806,0,1,1,6,1.7734774,1.7734774,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,67.18411427,-26.21271375,-27.23671387,64.53165693,-6.300554278,-50.81862114,64.64648484,-8.180839481,-45.77918418,64.64648484,-8.180839481,-45.77918418,0,1,1,4,2.421050978,2.421050978,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.84458374,-36.54979233,80.36537616,79.09595664,-54.3436196,80.94795659,78.78907542,-49.12939303,72.98654136,78.78907542,-49.12939303,72.98654136,0,1,1,2,5.980513247,5.980513247,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,85.78970709,-0.195443252,-9.365630335,84.56611686,-3.180266061,-26.61014335,85.47532097,-2.311809662,-25.04255006,85.47532097,-2.311809662,-25.04255006,0,1,0,4,2.009531627,2.009531627,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,47.21810925,57.80968598,16.95527538,37.11474085,50.83024249,4.245845565,40.34194122,47.72429508,-0.793051508,40.34194122,47.72429508,-0.793051508,0,0,1,6,3.892843795,3.892843795,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,52.52925739,47.43788678,-42.7127036,45.71626661,54.34867602,-69.76746798,53.09511172,50.43442793,-70.42704938,53.09511172,50.43442793,-70.42704938,0,1,1,5,2.989848803,2.989848803,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,90.41801585,-33.25802439,42.67734049,90.58790209,-56.04920053,40.26913482,91.39843575,-54.10802887,39.10916972,91.39843575,-54.10802887,39.10916972,0,1,1,2,2.402213828,2.402213828,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,76.27001126,32.83789529,0.073169849,69.46953077,32.42952302,-21.79905632,70.72128085,32.5368378,-21.49396496,70.72128085,32.5368378,-21.49396496,0,1,1,6,1.292855544,1.292855544,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.29558667,42.23301158,-56.72439241,52.92759897,60.62255172,-81.15931212,55.01392121,51.91885507,-77.56220481,55.01392121,51.91885507,-77.56220481,0,1,1,5,3.899995059,3.899995059,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,66.74747013,47.18115384,-19.01429371,60.50705859,50.0602892,-42.40393653,62.0733025,44.0051926,-43.02824966,62.0733025,44.0051926,-43.02824966,0,1,1,6,1.870054625,1.870054625,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.45021187,33.100425,13.96535627,62.71391236,31.12378964,-4.25406137,64.18384455,31.20869733,-4.404331171,64.18384455,31.20869733,-4.404331171,0,1,1,1,1.480030737,1.480030737,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,48.807656,-13.19231561,-22.79497411,48.807656,-13.19231561,-22.79497411,0,1,1,4,4.233138779,4.233138779,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.07515857,13.5283451,47.36029509,75.07652316,3.400219013,41.97130816,76.14796407,5.245179417,34.64568301,76.14796407,5.245179417,34.64568301,0,1,1,1,2.173110951,2.173110951,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,56.47240156,89.00733684,-29.67887932,52.82889583,81.47708174,-47.6079562,54.9984419,75.73759976,-45.30663645,54.9984419,75.73759976,-45.30663645,0,1,1,6,2.991443321,2.991443321,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.01958651,23.76937235,-9.745665466,77.24793852,21.12725615,-34.4165847,78.3030586,21.52911068,-33.99451794,78.3030586,21.52911068,-33.99451794,0,1,1,6,1.20536542,1.20536542,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,85.78970709,-0.195443252,-9.365630335,84.56611686,-3.180266061,-26.61014335,85.47532097,-2.311809662,-25.04255006,85.47532097,-2.311809662,-25.04255006,0,1,0,4,2.009531627,2.009531627,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,52.76673023,18.9318322,13.61312988,41.20022234,16.56565692,-2.612723415,48.87571832,14.70804844,-1.672354186,48.87571832,14.70804844,-1.672354186,0,1,1,1,2.480104391,2.480104391,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.56117226,42.28512983,-33.29373661,67.66162699,49.71003905,-55.75581554,68.85857768,45.34200599,-53.69210744,68.85857768,45.34200599,-53.69210744,0,1,1,5,2.621918239,2.621918239,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,38.57729072,-16.32723197,-19.09446154,31.53215106,-3.330807066,-31.49159298,38.40780099,0.341480094,-31.85123034,38.40780099,0.341480094,-31.85123034,0,0,1,4,5.113739998,5.113739998,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.07515857,13.5283451,47.36029509,75.07652316,3.400219013,41.97130816,76.14796407,5.245179417,34.64568301,76.14796407,5.245179417,34.64568301,0,1,1,1,2.173110951,2.173110951,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.29558667,42.23301158,-56.72439241,52.92759897,60.62255172,-81.15931212,55.01392121,51.91885507,-77.56220481,55.01392121,51.91885507,-77.56220481,0,1,1,5,3.899995059,3.899995059,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.31368015,-9.36080677,-4.835020767,56.28250552,-11.62898227,-20.15707788,58.01647827,-9.4533847,-19.68107206,58.01647827,-9.4533847,-19.68107206,0,1,0,4,2.822493194,2.822493194,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.2533795,-9.570487735,9.262571207,55.87188596,-17.09885104,-1.920582262,57.62502618,-14.54628158,-2.196224318,57.62502618,-14.54628158,-2.196224318,0,1,0,2,3.108872787,3.108872787,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.48054432,28.4383461,-9.917338602,65.50267986,29.40664794,-33.06637392,66.87622504,29.57233346,-32.45937751,66.87622504,29.57233346,-32.45937751,0,1,1,6,1.510802005,1.510802005,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.38608626,23.37373213,-47.41317754,52.72990879,40.30765319,-78.92928978,54.24208301,35.27111315,-70.45602102,54.24208301,35.27111315,-70.45602102,0,1,1,5,2.70023759,2.70023759,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,38.57729072,-16.32723197,-19.09446154,31.53215106,-3.330807066,-31.49159298,38.40780099,0.341480094,-31.85123034,38.40780099,0.341480094,-31.85123034,0,0,1,4,5.113739998,5.113739998,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,71.48773021,32.98639086,32.71305959,61.80922107,30.00274719,21.37065719,63.31256774,30.11662233,19.89640411,63.31256774,30.11662233,19.89640411,0,1,1,1,2.108658555,2.108658555,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.84458374,-36.54979233,80.36537616,79.09595664,-54.3436196,80.94795659,78.78907542,-49.12939303,72.98654136,78.78907542,-49.12939303,72.98654136,0,1,1,2,5.980513247,5.980513247,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.23506469,13.99933223,-18.62230003,55.87188596,14.33190212,-42.14411015,57.62502618,15.09171943,-41.04318335,57.62502618,15.09171943,-41.04318335,0,1,1,5,2.205189968,2.205189968,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,47.21810925,57.80968598,16.95527538,37.11474085,50.83024249,4.245845565,40.34194122,47.72429508,-0.793051508,40.34194122,47.72429508,-0.793051508,0,0,1,6,3.892843795,3.892843795,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.1048468,51.87801023,13.37215396,46.62487975,50.32541544,-2.066718845,48.25793567,44.68841531,-4.28407872,48.25793567,44.68841531,-4.28407872,0,1,1,6,2.600342897,2.600342897,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.15488677,-23.82246402,32.94112863,78.37126639,-42.5218177,27.87148387,79.40182264,-40.32994151,26.76189024,79.40182264,-40.32994151,26.76189024,0,1,1,2,2.66412564,2.66412564,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.11034052,23.49090657,-4.565220545,76.74559311,21.49677072,-28.06331979,77.81197983,21.89161382,-27.72992969,77.81197983,21.89161382,-27.72992969,0,1,1,6,1.185002387,1.185002387,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,53.00405819,4.446300296,-13.85664998,45.77767587,2.324274397,-30.34815624,52.8929023,6.518736471,-33.09519802,52.8929023,6.518736471,-33.09519802,0,1,0,4,2.683968275,2.683968275,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,38.44664417,7.492414275,-42.56997742,32.90822126,29.03132045,-61.36901089,40.62732495,24.67251481,-60.83796306,40.62732495,24.67251481,-60.83796306,0,0,1,4,4.35768494,4.35768494,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,43.43270665,-28.68616466,-4.616921897,36.87389638,-18.41619363,-12.91866225,44.15874413,-14.53826661,-17.0735033,44.15874413,-14.53826661,-17.0735033,0,0,1,3,5.238820044,5.238820044,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,85.70118135,-33.09123183,9.243298802,85.58972203,-40.32788162,-5.249932354,86.48093467,-38.57740151,-5.345753647,86.48093467,-38.57740151,-5.345753647,0,1,1,3,1.966627139,1.966627139,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,76.30446127,-19.06680412,33.02135083,72.65752401,-36.83719621,29.20786655,73.82261346,-34.50005504,27.80526303,73.82261346,-34.50005504,27.80526303,0,1,1,2,2.964280506,2.964280506,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.5219359,18.55927188,-5.002583752,48.93952586,13.52217149,-22.54204665,55.70361831,17.51912119,-24.16940135,55.70361831,17.51912119,-24.16940135,0,1,0,6,2.081830384,2.081830384,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,81.07515857,13.5283451,47.36029509,75.07652316,3.400219013,41.97130816,76.14796407,5.245179417,34.64568301,76.14796407,5.245179417,34.64568301,0,1,1,1,2.173110951,2.173110951,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.11989639,28.20187195,-32.94980735,55.8315736,35.90891972,-61.5285236,57.58661228,35.69407957,-60.04969191,57.58661228,35.69407957,-60.04969191,0,1,1,5,2.305051026,2.305051026,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,62.19379117,28.32811045,-23.81632453,55.18032722,31.2674501,-49.20177015,56.96645728,31.23532868,-47.91710473,56.96645728,31.23532868,-47.91710473,0,1,1,5,2.200376699,2.200376699,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,61.53267513,72.24154049,-34.25934612,56.06275496,78.383585,-60.7478478,57.64901453,71.96430101,-58.61844731,57.64901453,71.96430101,-58.61844731,0,1,1,6,2.752127618,2.752127618,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,90.44538749,-62.55677581,66.94082669,92.54174664,-85.15509042,71.98209727,93.54741427,-81.63155622,62.57662859,93.54741427,-81.63155622,62.57662859,0,1,1,2,3.446797268,3.446797268,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,38.44664417,7.492414275,-42.56997742,32.90822126,29.03132045,-61.36901089,40.62732495,24.67251481,-60.83796306,40.62732495,24.67251481,-60.83796306,0,0,1,4,4.35768494,4.35768494,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,57.5219359,18.55927188,-5.002583752,48.93952586,13.52217149,-22.54204665,55.70361831,17.51912119,-24.16940135,55.70361831,17.51912119,-24.16940135,0,1,0,6,2.081830384,2.081830384,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,90.36539502,-37.85844051,9.088432637,91.92660876,-45.41372231,-6.515694961,92.71737845,-43.79635535,-6.586858953,92.71737845,-43.79635535,-6.586858953,0,1,1,3,1.80173719,1.80173719,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,66.73788337,51.93901256,-18.94095564,60.55147747,55.45363228,-42.92580363,62.0604966,49.47811679,-41.47238907,62.0604966,49.47811679,-41.47238907,0,1,1,6,1.90259692,1.90259692,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,95.28073837,-23.90591976,47.45990892,96.27193589,-45.91457819,49.04772123,96.7030014,-44.20403542,39.75312061,96.7030014,-44.20403542,39.75312061,0,1,1,2,1.933536804,1.933536804,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,56.94183122,-35.22699042,-5.632874616,51.92754081,-23.57749333,-18.52460707,53.88169779,-20.16184956,-18.00874121,53.88169779,-20.16184956,-18.00874121,0,1,1,3,3.9688121,3.9688121,0.00%
BP,TD,0x32252c,14.30647988,8.425655622,-2.12945129,90.44065826,-5.002038298,61.59630999,87.49229546,-19.92908275,64.60261388,88.70857946,-19.65626877,53.68346173,88.70857946,-19.65626877,53.68346173,0,1,1,1,2.438851089,2.438851089,0.00%
BP,TD,0x454d91,34.91640441,17.86807911,-40.21805392,41.61871346,74.76585694,-49.67510592,36.35705784,67.70602174,-67.19557782,49.07086232,57.5416733,-69.53987105,49.07086232,57.5416733,-69.53987105,0,0,1,5,16.44537973,16.44537973,0.00%
BP,TD,0x454d91,34.91640441,17.86807911,-40.21805392,55.54033446,92.3850479,-63.12055001,53.72865094,92.96919244,-79.77818803,60.72127419,86.10895983,-67.72194106,60.72127419,86.10895983,-67.72194106,0,1,1,5,18.72744211,18.72744211,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,90.52655898,14.12713682,-14.11098996,90.01002255,14.29996209,-17.22409905,92.63685921,14.27973473,-12.69507033,92.63685921,14.27973473,-12.69507033,0,1,0,5,5.235721642,5.235721642,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,53.46068847,-11.44759242,-20.53633264,53.46068847,-11.44759242,-20.53633264,0,1,1,4,9.22857034,9.22857034,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,80.56884233,-44.76158984,-10.49501881,80.32000273,-34.29483397,-31.08645294,83.47685917,-30.94814142,-28.48817385,83.47685917,-30.94814142,-28.48817385,0,1,1,3,5.283668028,5.283668028,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,90.4511686,0.353642137,13.86472019,88.72834894,-11.54463698,-1.733722305,91.41747815,-10.23244931,-1.860311315,91.41747815,-10.23244931,-1.860311315,0,1,0,1,2.994875147,2.994875147,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,95.35070839,-9.803413454,42.80004413,95.06190239,-28.19428164,41.18593461,97.46272134,-26.2180996,38.45259259,97.46272134,-26.2180996,38.45259259,0,1,1,1,4.140094893,4.140094893,0.00%
BP,TD,0x4b4448,28.94227574,3.851045134,-1.210267161,90.54457318,9.641299651,-0.04194459,88.6666435,3.926077091,-19.54026983,91.35882608,4.410405902,-14.89857572,91.35882608,4.410405902,-14.89857572,0,1,0,6,5.38774031,5.38774031,0.00%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,85.57175356,-75.22868891,47.07588411,87.92525181,-81.25752863,53.2897312,91.90203581,-74.45000841,47.02341254,91.90203581,-74.45000841,47.02341254,0,1,1,3,6.3727525,6.3727525,0.00%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,85.2601635,-68.44691576,32.58269756,86.86181035,-73.81069517,33.01709976,91.21845277,-69.63078407,34.70278716,91.21845277,-69.63078407,34.70278716,0,1,1,3,6.268455312,6.268455312,0.00%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,79.312942,-51.15721673,1.585710449,78.9893984,-46.61261286,-11.10826123,85.29393841,-42.76121433,-10.98243117,85.29393841,-42.76121433,-10.98243117,0,1,1,3,7.014427746,7.014427746,0.00%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,60.83394682,2.66919799,65.17760492,51.96135243,-8.12991599,49.86726666,62.30875074,-12.37096659,46.91101964,62.30875074,-12.37096659,46.91101964,0,1,1,1,10.78165562,10.78165562,0.00%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,80.54829316,-73.4000717,56.64531392,81.7266352,-80.34137078,64.90202774,86.08888697,-72.90073032,56.10093837,86.08888697,-72.90073032,56.10093837,0,1,1,3,7.618407919,7.618407919,0.00%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,66.44956752,-20.80481699,-33.99446682,63.42132275,2.75326661,-62.38779723,67.08025213,8.944477136,-56.75818598,67.08025213,8.944477136,-56.75818598,0,1,1,4,9.132982796,9.132982796,0.00%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,66.44956752,-20.80481699,-33.99446682,63.42132275,2.75326661,-62.38779723,67.08025213,8.944477136,-56.75818598,67.08025213,8.944477136,-56.75818598,0,1,1,4,9.132982796,9.132982796,0.00%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,43.06118399,7.14409525,-47.52560067,36.10914236,34.0003168,-73.46353017,48.55894337,33.05801962,-71.43528222,48.55894337,33.05801962,-71.43528222,0,0,1,4,8.018884368,8.018884368,0.00%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,52.45326941,7.21250145,-57.12462506,48.54229432,40.53603465,-88.70487367,53.73756738,35.47332082,-79.68863164,53.73756738,35.47332082,-79.68863164,0,1,1,4,6.757691197,6.757691197,0.00%
BP,TD,0x50345f,25.69346046,23.21158418,-22.45894269,28.3603447,72.44316331,-98.77832719,34.34471767,89.04298547,-113.1987626,43.3721699,85.04875095,-97.63418983,43.3721699,85.04875095,-97.63418983,0,0,1,5,17.53515054,17.53515054,0.00%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,66.44956752,-20.80481699,-33.99446682,63.42132275,2.75326661,-62.38779723,68.99883943,6.553181958,-53.45027685,68.99883943,6.553181958,-53.45027685,0,1,1,4,11.1994339,11.1994339,0.00%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,28.3603447,72.44316331,-98.77832719,34.34471767,89.04298547,-113.1987626,46.99124832,76.23536632,-91.39439945,46.99124832,76.23536632,-91.39439945,0,0,1,5,28.33183778,28.33183778,0.00%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,66.44956752,-20.80481699,-33.99446682,63.42132275,2.75326661,-62.38779723,68.99883943,6.553181958,-53.45027685,68.99883943,6.553181958,-53.45027685,0,1,1,4,11.1994339,11.1994339,0.00%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,67.18411427,-26.21271375,-27.23671387,64.53165693,-6.300554278,-50.81862114,68.80033324,-4.152482146,-40.58163255,68.80033324,-4.152482146,-40.58163255,0,1,1,4,10.08621175,10.08621175,0.00%
BP,TD,0xac4759,44.21220949,44.46617137,11.06202252,52.45326941,7.21250145,-57.12462506,48.54229432,40.53603465,-88.70487367,62.5671493,47.75483113,-64.11601867,62.5671493,47.75483113,-64.11601867,1,1,1,4,27.60411919,27.60411919,0.00%
BP,TD,0xac4759,44.21220949,44.46617137,11.06202252,52.45326941,7.21250145,-57.12462506,48.54229432,40.53603465,-88.70487367,62.5671493,47.75483113,-64.11601867,62.5671493,47.75483113,-64.11601867,1,1,1,4,27.60411919,27.60411919,0.00%
BP,TD,0xad7f71,57.78199945,16.21252666,14.78666371,80.56884233,-44.76158984,-10.49501881,80.32000273,-34.29483397,-31.08645294,93.00665411,-17.45333163,-12.05749291,93.00665411,-17.45333163,-12.05749291,1,1,1,3,28.40226477,28.40226477,0.00%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,80.56884233,-44.76158984,-10.49501881,80.32000273,-34.29483397,-31.08645294,100,0,0,100,0,0,1,1,1,3,50.29717175,50.29717175,0.00%
BP,TD,0xd8d1ce,84.66548038,2.027715988,2.190262574,85.419437,-48.31004523,-0.805225455,86.04643525,-44.92116119,-17.97203927,100,0,0,100,0,0,1,1,1,3,50.35480997,50.35480997,0.00%
BP,TD,0xcc891a,62.79081426,17.1984926,64.87891672,85.49460742,-72.88404146,78.5922051,87.36340417,-86.17067242,85.41795013,100,-48.83211664,95.0351819,100,-47.71490786,88.11066931,1,1,1,2,40.5751457,40.56821562,0.02%
BP,TD,0x3b7e38,47.45622256,-38.23279275,33.25689312,55.54033446,92.3850479,-63.12055001,53.72865094,92.96919244,-79.77818803,67.16057998,57.69335025,-56.61968969,68.05744974,59.23779919,-55.07336251,1,1,1,5,47.30633678,47.27138482,0.07%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,58.87394746,-27.08196298,-18.45827145,54.25438372,-11.98086725,-36.73223035,63.97650236,-4.839085271,-31.8649276,64.2723141,-5.224638956,-31.79148746,0,1,1,4,11.5451837,11.53181928,0.12%
BP,TD,0x9c2a32,35.4962522,49.21203717,25.34967429,66.70489482,-15.36642558,-33.53448991,63.79895837,3.90109222,-61.03142963,70.3883085,23.50238167,-51.05464052,74.8147664,13.62136512,-43.42281654,0,1,1,4,22.96010462,22.93240037,0.12%
BP,TD,0x65463c,32.3644529,12.37174226,11.96866537,46.51815111,72.94688096,34.77460449,42.33064482,48.89771482,30.83715586,51.03957613,47.93726111,23.22565978,49.71705097,46.41555405,23.34734599,0,0,1,6,11.88013464,11.83292935,0.40%
BP,TD,0x5aa294,62.22900845,-26.47398035,0.064705899,38.60238047,-44.82831217,41.16982529,31.58965432,-37.75393163,19.63119638,69.37049298,-34.78547427,8.654236828,69.35978314,-35.11489736,8.936312789,1,0,1,3,39.84140549,39.67971458,0.41%
BP,TD,0xcc891a,62.79081426,17.1984926,64.87891672,41.72173422,77.72265677,-91.97470122,43.25632392,93.22413709,-97.83392427,71.30084492,62.05052133,-49.48130185,70.85138085,61.09394602,-50.25623991,1,0,1,5,71.33902859,71.03563721,0.43%
BP,TD,0x505a3b,36.44233007,-10.57881012,18.05176604,52.52324593,-49.52073982,32.35722099,47.44329868,-44.2175924,30.68145765,61.86075037,-41.66165487,29.12617132,61.21602771,-40.61806155,26.10981725,0,1,1,3,11.44413693,11.39034333,0.47%
