BGLValue,FGLValue,NuetralValue,Region,Distance,BGFG,bgN
0,1,1,5,5.066006489,1,1
0,0,1,4,8.48991414,0,1
0,1,0,2,4.151538198,1,0
0,1,1,3,10.94190969,1,1
0,1,1,1,72.57485605,1,1
0,0,1,4,45.71737423,0,1
0,1,1,1,68.02678803,1,1
0,0,1,5,26.33663508,0,1
0,0,1,1,74.67110084,0,1
0,1,1,1,25.93634619,1,1
0,1,1,6,6.730754047,1,1
0,0,1,4,38.16306877,0,1
0,0,1,3,73.76445541,0,1
0,0,1,2,76.72372543,0,1
0,0,1,4,16.54877988,0,1
0,1,1,3,4.759860717,1,1
0,1,1,1,43.53192787,1,1
0,1,1,2,68.69402763,1,1
0,1,1,1,89.05207914,1,1
0,1,1,2,16.70779235,1,1
0,1,1,1,82.49309255,1,1
0,0,1,4,5.290439025,0,1
0,1,1,5,16.39347876,1,1
0,1,0,5,2.575754652,1,0
0,1,1,2,52.95491723,1,1
0,0,1,5,34.6085095,0,1
0,1,1,6,7.244667683,1,1
0,1,1,1,53.68266028,1,1
0,1,1,2,2.449048549,1,1
0,1,1,3,25.96908703,1,1
0,1,0,6,3.238715963,1,0
0,0,0,5,32.25020752,0,0
0,0,1,5,4.658322072,0,1
0,0,1,5,4.658322072,0,1
0,1,1,2,8.925364781,1,1
0,0,1,5,25.62293327,0,1
0,1,1,1,4.318381362,1,1
0,0,1,4,23.56340215,0,1
0,0,1,6,9.525728341,0,1
0,1,1,1,6.580441803,1,1
0,1,1,5,4.933232271,1,1
0,0,1,5,19.58447459,0,1
0,0,1,6,33.94208072,0,1
0,1,1,6,4.326990549,1,1
0,1,1,1,3.508159833,1,1
0,1,1,3,4.194642894,1,1
0,0,1,4,3.064945055,0,1
0,0,1,6,28.72880045,0,1
0,1,1,4,4.038873886,1,1
0,0,1,6,11.49606862,0,1
0,1,1,2,11.53427403,1,1
0,1,1,2,6.818831751,1,1
0,1,1,2,9.965371303,1,1
0,1,1,1,6.49973613,1,1
0,0,1,2,32.2434157,0,1
0,0,0,6,1.953896696,0,0
0,1,1,2,12.14042385,1,1
0,0,1,5,31.92561226,0,1
0,0,1,5,17.3206794,0,1
0,1,1,5,3.12999841,1,1
0,0,1,4,13.6528004,0,1
0,1,1,6,4.799654973,1,1
0,0,1,6,12.69597093,0,1
0,1,1,3,8.114120875,1,1
0,1,1,5,1.407361906,1,1
0,1,1,1,2.745053419,1,1
0,1,1,1,6.426660322,1,1
0,1,0,1,1.038099979,1,0
0,1,0,5,3.480275713,1,0
0,0,1,1,21.35332914,0,1
0,0,1,1,29.06230343,0,1
0,0,1,6,14.74875708,0,1
0,1,0,5,4.532484211,1,0
0,1,1,1,6.426660322,1,1
0,1,0,3,3.211636036,1,0
0,0,1,6,26.16565848,0,1
0,1,1,6,2.964069541,1,1
0,0,1,2,28.84443402,0,1
0,1,1,6,4.427457114,1,1
0,0,1,4,18.56499444,0,1
0,1,1,1,1.01083997,1,1
0,0,1,1,22.65549975,0,1
0,1,1,2,5.295468275,1,1
0,0,1,6,10.85991237,0,1
0,1,1,1,4.301487531,1,1
0,0,1,6,38.02475266,0,1
0,0,1,6,12.38131763,0,1
0,1,1,3,6.975568496,1,1
0,0,1,4,7.248544236,0,1
0,1,1,5,1.335935419,1,1
0,1,1,5,8.445324618,1,1
0,1,1,2,3.448627487,1,1
0,0,1,6,16.54630389,0,1
0,1,1,4,9.142530071,1,1
0,1,0,1,3.028374898,1,0
0,1,1,1,3.585212569,1,1
0,1,1,2,16.22125507,1,1
0,0,0,3,23.56366562,0,0
0,1,0,4,5.96510567,1,0
0,1,1,2,7.753005945,1,1
0,1,1,6,8.127020076,1,1
0,0,1,6,24.98117109,0,1
0,0,1,6,0.693690536,0,1
0,1,1,3,8.576780657,1,1
0,1,1,2,8.128846695,1,1
0,0,1,1,33.44940157,0,1
0,1,0,4,5.96510567,1,0
0,0,1,4,71.70618912,0,1
0,0,0,2,18.18997543,0,0
0,0,1,6,8.789902053,0,1
0,0,1,5,15.27313812,0,1
0,1,1,3,10.56271955,1,1
0,0,1,1,17.38155987,0,1
0,1,1,4,2.477814693,1,1
0,1,1,6,5.250140227,1,1
0,1,1,5,2.885712066,1,1
0,1,1,2,6.870414315,1,1
0,1,1,1,4.082048393,1,1
0,0,1,3,13.05554168,0,1
0,1,1,3,8.992641246,1,1
0,1,1,3,7.641469298,1,1
0,0,1,2,12.24218071,0,1
0,1,1,3,5.600163698,1,1
0,1,1,6,10.98357101,1,1
0,1,1,3,6.073933891,1,1
0,0,1,6,12.28860452,0,1
0,0,1,2,16.52317175,0,1
0,1,1,1,12.70081284,1,1
0,1,1,5,13.40176275,1,1
0,1,1,1,4.318381362,1,1
0,1,1,1,4.288813277,1,1
0,1,1,1,3.508159833,1,1
0,0,1,2,18.70603255,0,1
0,0,1,5,8.104851283,0,1
0,1,1,2,11.53427403,1,1
0,1,1,4,4.424163083,1,1
0,1,0,1,5.826787301,1,0
0,0,0,6,10.01879419,0,0
0,0,1,5,24.14246941,0,1
0,1,1,2,1.038418774,1,1
0,1,1,1,3.66915432,1,1
0,0,1,5,17.02357049,0,1
0,1,1,3,8.327886874,1,1
0,1,1,5,2.646696605,1,1
0,0,1,5,18.61165649,0,1
0,1,1,5,2.646696605,1,1
0,0,1,5,22.48030081,0,1
0,0,1,5,50.85935114,0,1
0,0,0,5,32.25020752,0,0
0,1,1,2,11.72701192,1,1
0,0,1,2,12.52948752,0,1
0,0,1,6,14.63987257,0,1
0,1,1,2,6.068005092,1,1
0,1,1,2,5.168830888,1,1
0,1,1,4,4.132717072,1,1
0,1,1,2,1.654590976,1,1
0,0,1,3,22.68528616,0,1
0,1,1,1,2.745053419,1,1
0,1,0,6,3.238715963,1,0
0,1,1,1,4.44856649,1,1
0,1,1,4,4.038873886,1,1
0,0,1,4,71.70618912,0,1
0,0,1,5,47.74521032,0,1
0,0,1,5,55.93503654,0,1
0,1,1,6,3.586657059,1,1
0,1,1,2,3.220272947,1,1
0,0,1,4,23.56340215,0,1
0,0,1,6,14.63987257,0,1
0,0,1,3,27.29910971,0,1
0,1,1,2,1.654590976,1,1
0,1,1,2,18.33532223,1,1
0,1,1,3,11.35072485,1,1
0,1,0,1,2.006810963,1,0
0,0,1,5,13.10753725,0,1
0,0,1,4,4.825725323,0,1
0,0,1,6,12.41251799,0,1
0,0,1,4,23.56340215,0,1
0,1,1,6,1.393313246,1,1
0,1,1,3,5.600163698,1,1
0,1,1,6,2.432983738,1,1
0,1,0,4,4.85960867,1,0
0,1,1,1,5.374435332,1,1
0,1,0,4,5.234784498,1,0
0,0,1,6,23.88152653,0,1
0,0,1,1,9.569293864,0,1
0,1,1,3,10.64821738,1,1
0,1,1,6,7.860593068,1,1
0,0,0,1,19.19032358,0,0
0,0,1,5,12.53172358,0,1
0,1,1,1,5.016606025,1,1
0,1,1,3,6.221368614,1,1
0,1,0,4,3.770538584,1,0
0,1,0,5,3.322277366,1,0
0,0,1,6,5.963044449,0,1
0,0,1,5,8.372998046,0,1
0,1,0,6,2.967248983,1,0
0,1,1,4,6.348218194,1,1
0,1,1,3,12.74219001,1,1
0,1,1,1,16.00299989,1,1
0,0,1,6,15.7134932,0,1
0,0,1,5,14.21738926,0,1
0,0,1,1,4.175764382,0,1
0,0,1,4,7.32570416,0,1
0,1,1,2,3.275132999,1,1
0,1,1,6,8.127020076,1,1
0,0,1,4,6.430895545,0,1
0,0,0,2,18.18997543,0,0
0,0,1,2,9.398481466,0,1
0,1,1,2,3.966854686,1,1
0,1,0,5,2.171199558,1,0
0,0,1,5,20.04412165,0,1
0,0,1,4,26.44932245,0,1
0,0,1,3,20.19161782,0,1
0,1,1,1,27.91124478,1,1
0,1,1,2,6.490888336,1,1
0,0,1,5,31.92561226,0,1
0,1,1,3,5.965280745,1,1
0,0,1,6,11.49606862,0,1
0,1,1,4,2.467980066,1,1
0,1,1,1,1.00033298,1,1
0,1,1,1,24.39441846,1,1
0,0,1,6,3.533577791,0,1
0,0,0,1,22.8534008,0,0
0,0,0,3,9.265255592,0,0
0,1,1,3,7.109749051,1,1
0,1,1,2,11.53021897,1,1
0,1,1,2,7.546434812,1,1
0,1,1,3,12.1476282,1,1
0,1,1,4,3.977214583,1,1
0,0,1,5,25.62293327,0,1
0,0,1,6,57.09922739,0,1
0,1,1,1,3.809662496,1,1
0,0,1,3,14.93987288,0,1
0,0,1,6,17.03047726,0,1
0,0,1,5,44.25762629,0,1
0,1,1,1,8.656712773,1,1
0,1,0,1,3.397542825,1,0
0,1,1,1,2.997916041,1,1
0,0,1,6,52.5597901,0,1
0,1,1,2,8.903173594,1,1
0,1,0,5,4.904428501,1,0
0,0,1,6,52.78392109,0,1
0,1,1,5,3.479671057,1,1
0,1,1,3,8.777547484,1,1
0,1,1,2,14.03126085,1,1
0,1,1,2,8.897239527,1,1
0,0,0,5,31.23591877,0,0
0,1,0,6,3.805200129,1,0
0,0,1,3,14.37438648,0,1
0,1,1,3,8.756604973,1,1
0,0,1,6,53.31550243,0,1
0,0,0,6,36.62601174,0,0
0,1,0,4,4.956824708,1,0
0,0,0,5,45.30596968,0,0
0,1,1,6,5.039448047,1,1
0,1,1,1,17.66267489,1,1
0,1,1,4,4.336997671,1,1
0,1,1,1,12.37380802,1,1
0,0,1,5,27.62657997,0,1
0,1,0,5,4.744794732,1,0
0,1,1,2,8.773035183,1,1
0,1,1,3,11.70964579,1,1
0,1,1,6,4.182983787,1,1
0,1,1,6,6.480522953,1,1
0,1,1,3,9.87451413,1,1
0,0,1,1,20.18043285,0,1
0,0,0,4,31.99139381,0,0
0,0,1,5,52.92802741,0,1
0,0,1,1,23.23208826,0,1
0,0,1,5,28.94941773,0,1
0,1,0,4,6.100113254,1,0
0,0,1,6,59.05602545,0,1
0,0,1,1,32.19372661,0,1
0,1,1,4,12.69701646,1,1
0,1,1,2,2.003366629,1,1
0,1,1,4,10.42592365,1,1
0,1,1,1,4.510921026,1,1
0,0,1,2,31.78317788,0,1
0,0,1,4,9.847871626,0,1
0,1,1,3,11.11267549,1,1
0,1,1,2,3.382960771,1,1
0,0,1,1,16.61085427,0,1
0,1,1,1,1.318011082,1,1
0,0,1,5,51.17433414,0,1
0,1,0,5,3.64113354,1,0
0,1,1,1,2.609057517,1,1
0,0,1,5,23.13740356,0,1
0,0,1,6,15.77921741,0,1
0,1,1,3,9.71715604,1,1
0,0,1,5,71.68105807,0,1
0,0,1,5,23.13740356,0,1
0,1,1,1,6.231339099,1,1
0,1,1,2,1.603814645,1,1
0,1,1,1,10.01188179,1,1
0,1,1,1,6.775202782,1,1
0,1,1,1,3.271203854,1,1
0,0,1,5,27.61979864,0,1
0,1,1,6,15.20131744,1,1
0,1,0,1,6.178598019,1,0
0,1,1,2,2.859166774,1,1
0,0,1,3,14.8555851,0,1
0,1,1,3,10.61663612,1,1
0,1,1,1,29.7538893,1,1
0,1,1,3,6.421997122,1,1
0,1,1,1,3.274718997,1,1
0,0,1,4,18.63649209,0,1
0,1,1,3,10.98076803,1,1
0,1,1,2,5.816379403,1,1
0,1,1,4,5.035175657,1,1
0,0,1,6,59.05602545,0,1
0,1,1,1,3.364009633,1,1
0,0,1,5,55.33587572,0,1
0,1,1,1,1.358106724,1,1
0,0,0,4,8.137601186,0,0
0,1,1,4,6.501349993,1,1
0,1,1,4,12.86446573,1,1
0,1,1,2,8.488619855,1,1
0,0,1,6,19.77971031,0,1
0,1,1,3,14.47233761,1,1
0,0,1,5,59.96256568,0,1
0,1,1,3,11.26047065,1,1
0,0,1,5,55.33587572,0,1
0,1,1,3,14.47233761,1,1
0,1,1,2,8.571393814,1,1
0,0,1,4,49.75005396,0,1
0,1,1,2,6.603493104,1,1
0,1,1,2,3.633927373,1,1
0,0,1,2,10.19984274,0,1
0,1,1,2,6.023650889,1,1
0,1,1,1,6.029110069,1,1
0,0,1,6,15.77921741,0,1
0,0,1,4,27.50187915,0,1
0,1,1,2,10.91606107,1,1
0,1,1,2,5.816379403,1,1
0,0,1,6,26.7719179,0,1
0,1,1,1,1.318011082,1,1
0,1,1,1,2.016862556,1,1
0,1,1,3,8.434514869,1,1
0,0,1,6,51.94568253,0,1
0,0,1,2,17.60995615,0,1
0,1,1,2,6.245841253,1,1
0,1,1,4,12.69701646,1,1
0,0,1,5,11.9422408,0,1
0,1,1,1,10.33642281,1,1
0,1,1,3,6.770974064,1,1
0,0,0,5,30.34764797,0,0
0,1,1,6,3.653211993,1,1
0,0,1,5,59.96256568,0,1
0,0,1,6,65.88114912,0,1
0,0,1,5,28.94941773,0,1
0,0,1,6,18.34246394,0,1
0,1,0,1,3.397542825,1,0
0,1,1,1,8.656712773,1,1
0,1,1,5,5.638754879,1,1
0,1,1,3,6.421997122,1,1
0,0,1,4,55.5128927,0,1
0,1,1,1,7.894262382,1,1
0,1,1,2,8.926498063,1,1
0,0,1,5,16.43263582,0,1
0,1,1,6,9.750800018,1,1
0,1,1,2,2.881950383,1,1
0,1,1,5,22.68270783,1,1
0,1,1,6,9.018290547,1,1
0,0,1,1,20.18043285,0,1
0,0,1,6,60.56524391,0,1
0,1,1,1,12.73245793,1,1
0,1,1,6,4.576560886,1,1
0,0,1,1,20.18043285,0,1
0,0,1,5,31.99876416,0,1
0,1,0,1,5.347392409,1,0
0,0,1,2,10.19984274,0,1
0,1,1,5,2.889017857,1,1
0,0,0,5,58.14014713,0,0
0,1,1,5,16.29690945,1,1
0,1,1,4,6.636851356,1,1
0,1,1,1,19.76677574,1,1
0,1,1,1,4.365355046,1,1
0,1,1,2,1.379406708,1,1
0,0,0,6,44.23290619,0,0
0,0,1,6,19.77971031,0,1
0,1,1,6,15.39868927,1,1
0,0,1,1,26.11619838,0,1
0,1,1,6,1.44961081,1,1
0,1,1,5,4.657114589,1,1
0,0,0,1,31.1180918,0,0
0,0,1,4,29.3786998,0,1
0,0,1,2,21.71863842,0,1
0,1,1,2,6.023650889,1,1
0,1,0,2,6.460761336,1,0
0,0,1,6,17.97636816,0,1
0,0,1,4,16.87580775,0,1
0,0,1,1,2.835997675,0,1
0,1,1,1,3.192842227,1,1
0,0,1,6,51.85629187,0,1
0,1,1,6,14.70934879,1,1
0,1,1,4,10.91330289,1,1
0,0,1,6,36.69422231,0,1
0,1,1,2,3.632744489,1,1
0,0,0,3,16.96212769,0,0
0,0,1,5,61.83768035,0,1
0,0,0,4,8.137601186,0,0
0,0,0,6,37.43112903,0,0
0,0,1,6,25.8933328,0,1
0,1,0,2,5.771317341,1,0
0,0,0,1,31.1180918,0,0
0,1,1,2,3.8605982,1,1
0,1,1,2,1.84760533,1,1
0,1,1,2,7.738520048,1,1
0,1,1,4,4.902165846,1,1
0,1,0,4,4.452999156,1,0
0,0,0,1,23.55574276,0,0
0,0,0,4,8.137601186,0,0
0,0,1,4,16.15578741,0,1
0,1,1,5,4.645220209,1,1
0,1,1,3,9.478983367,1,1
0,1,1,5,11.78944681,1,1
0,1,1,6,18.38101721,1,1
0,1,1,4,12.86446573,1,1
0,0,1,1,38.70807556,0,1
0,1,1,3,10.38217432,1,1
0,1,1,5,4.645220209,1,1
0,1,1,4,4.364662536,1,1
0,1,1,2,3.8605982,1,1
0,1,1,5,4.996655428,1,1
0,1,0,5,4.19318754,1,0
0,1,1,6,17.21799267,1,1
0,0,1,4,54.29859473,0,1
0,0,1,5,15.0078284,0,1
0,1,1,3,9.546436148,1,1
0,0,0,1,31.1180918,0,0
0,1,1,1,30.32228489,1,1
0,1,1,1,22.09524684,1,1
0,0,1,2,48.20196505,0,1
0,1,1,1,17.43285642,1,1
0,1,1,2,16.67604803,1,1
0,1,0,4,2.803459941,1,0
0,0,1,4,22.20615594,0,1
0,1,0,4,4.540228845,1,0
0,0,1,6,16.91578515,0,1
0,0,1,6,12.48430085,0,1
0,0,1,5,7.597956622,0,1
0,1,0,4,9.407442301,1,0
0,1,1,6,3.261637755,1,1
0,0,1,4,7.410928733,0,1
0,0,1,6,10.79118608,0,1
0,1,1,2,4.683717025,1,1
0,1,1,2,8.674698972,1,1
0,0,1,2,48.79226713,0,1
0,1,0,4,1.104663407,1,0
0,0,1,4,9.76739871,0,1
0,0,0,5,18.59224362,0,0
0,0,1,4,11.48715246,0,1
0,1,0,4,2.207026172,1,0
0,1,1,6,3.352520778,1,1
0,0,1,6,11.68224589,0,1
0,1,0,4,3.279428863,1,0
0,0,1,6,21.54742514,0,1
0,1,1,6,23.43598213,1,1
0,1,1,6,2.153487205,1,1
0,0,1,5,10.76052419,0,1
0,0,1,6,46.35283051,0,1
0,1,1,1,2.087191069,1,1
0,0,1,6,11.92398638,0,1
0,1,1,2,11.47627588,1,1
0,1,1,6,7.146797657,1,1
0,1,1,2,21.97196188,1,1
0,0,0,4,30.75878905,0,0
0,1,1,3,10.07426127,1,1
0,0,1,5,2.228366036,0,1
0,0,1,6,7.726327812,0,1
0,1,1,1,8.765197231,1,1
0,0,1,5,10.66091106,0,1
0,1,0,5,1.117576216,1,0
0,0,1,6,13.4769297,0,1
0,1,1,6,1.62465811,1,1
0,1,1,3,7.614173846,1,1
0,0,1,5,6.712467829,0,1
0,1,0,4,2.803459941,1,0
0,1,1,4,7.933608748,1,1
0,1,1,4,7.933608748,1,1
0,1,1,2,8.752351441,1,1
0,1,1,2,2.066178635,1,1
0,0,1,5,27.04858883,0,1
0,1,1,4,1.777330167,1,1
0,1,1,3,8.974957683,1,1
0,1,1,2,3.783114581,1,1
0,0,1,6,15.48875746,0,1
0,0,1,6,12.48430085,0,1
0,1,1,2,20.10123577,1,1
0,0,1,6,12.48430085,0,1
0,1,1,3,10.07426127,1,1
0,0,1,4,31.47015114,0,1
0,1,1,2,7.696181505,1,1
0,0,1,2,50.69511446,0,1
0,1,1,1,6.658789703,1,1
0,1,1,2,3.551510071,1,1
0,1,1,5,2.405274828,1,1
0,1,1,1,3.971451444,1,1
0,1,1,4,2.326123896,1,1
0,0,0,5,20.62856512,0,0
0,0,1,6,7.726327812,0,1
0,1,1,4,3.56280959,1,1
0,1,1,6,8.050566575,1,1
0,1,1,6,3.62189939,1,1
0,0,1,5,13.17620985,0,1
0,1,0,6,4.772988261,1,0
0,0,1,1,49.52898979,0,1
0,0,1,1,34.60544408,0,1
0,1,1,1,27.62382853,1,1
0,0,0,6,16.96262472,0,0
0,1,0,4,4.540228845,1,0
0,1,1,6,4.154331645,1,1
0,1,1,6,5.229975779,1,1
0,1,1,6,23.68404098,1,1
0,1,1,1,20.22604433,1,1
0,1,1,6,3.62189939,1,1
0,1,1,2,4.928732485,1,1
0,1,0,6,3.695600411,1,0
0,0,1,4,9.720772369,0,1
0,1,1,3,14.74685298,1,1
0,1,1,6,4.154331645,1,1
0,0,1,5,9.028731599,0,1
0,1,0,3,4.039650158,1,0
0,1,1,6,1.749101863,1,1
0,1,1,2,19.77459729,1,1
0,0,1,6,8.822541522,0,1
0,1,1,3,9.993970706,1,1
0,0,1,1,49.73866827,0,1
0,1,1,4,4.821783089,1,1
0,0,1,5,24.98637801,0,1
0,0,1,6,9.171544898,0,1
0,1,0,1,2.51254173,1,0
0,0,1,6,41.57020825,0,1
0,1,1,6,6.169326606,1,1
0,1,1,2,33.43540992,1,1
0,0,1,5,18.65346685,0,1
0,0,1,4,8.215723679,0,1
0,0,1,2,11.99679266,0,1
0,1,1,1,0.534573903,1,1
0,1,0,4,4.540228845,1,0
0,0,1,6,41.57020825,0,1
0,1,0,5,1.467604217,1,0
0,0,1,6,3.327307843,0,1
0,1,0,1,4.437491495,1,0
0,0,0,2,40.61014262,0,0
0,0,0,4,27.39449136,0,0
0,1,1,3,11.79381278,1,1
0,0,1,5,7.597956622,0,1
0,1,1,2,13.28452032,1,1
0,1,0,1,2.991850873,1,0
0,1,0,5,2.337297724,1,0
0,0,1,4,19.43085794,0,1
0,1,1,2,8.416375968,1,1
0,1,1,4,3.56280959,1,1
0,0,0,1,42.44608297,0,0
0,1,1,1,8.925852805,1,1
0,1,1,2,43.58934617,1,1
0,0,1,4,18.04116435,0,1
0,1,1,2,8.398649256,1,1
0,1,0,4,2.207026172,1,0
0,0,1,6,47.70069186,0,1
0,0,1,6,24.87450079,0,1
0,1,0,1,7.154117468,1,0
0,1,1,2,6.291222263,1,1
0,1,1,2,9.382035712,1,1
0,1,1,2,5.674251432,1,1
0,0,1,1,51.27864859,0,1
0,0,1,5,15.97067192,0,1
0,1,1,4,5.103698091,1,1
0,1,1,1,25.21119186,1,1
0,1,1,1,6.994179029,1,1
0,1,1,4,3.458478135,1,1
0,1,1,5,2.140619202,1,1
0,1,1,1,4.116797369,1,1
0,0,1,1,61.29973254,0,1
0,0,1,6,20.38277219,0,1
0,1,1,4,6.706804924,1,1
0,1,1,5,3.518775054,1,1
0,0,1,1,12.9192932,0,1
0,1,1,3,7.614173846,1,1
0,1,1,2,24.08922912,1,1
0,0,1,6,15.8351085,0,1
0,1,1,3,7.379752002,1,1
0,1,1,2,11.47627588,1,1
0,0,1,5,6.561799156,0,1
0,0,1,1,15.21097857,0,1
0,0,1,4,12.77828327,0,1
0,1,0,6,1.726575366,1,0
0,0,1,1,37.47981141,0,1
0,1,1,2,1.90329277,1,1
0,1,0,2,3.154628409,1,0
0,1,1,6,23.43598213,1,1
0,1,1,5,0.900194773,1,1
0,0,0,3,9.504613032,0,0
0,1,1,2,18.13205648,1,1
0,1,1,1,6.794272955,1,1
0,1,1,6,0.846310474,1,1
0,0,1,6,9.171544898,0,1
0,1,1,2,30.28845789,1,1
0,0,1,1,47.92418691,0,1
0,0,1,6,22.35474598,0,1
0,1,1,1,5.155175609,1,1
0,0,0,5,18.59224362,0,0
0,1,1,2,11.23840587,1,1
0,1,1,6,5.346944783,1,1
0,1,1,5,2.989727006,1,1
0,1,1,2,28.37258878,1,1
0,1,1,1,4.881623149,1,1
0,0,1,1,45.52399339,0,1
0,1,1,3,8.974957683,1,1
0,1,1,1,8.538346811,1,1
0,1,1,5,4.473105522,1,1
0,1,1,2,8.612250547,1,1
0,0,1,5,18.60598923,0,1
0,0,1,6,54.13556331,0,1
0,1,1,4,6.077813998,1,1
0,1,1,3,10.07426127,1,1
0,0,1,6,16.30931284,0,1
0,1,0,5,3.585096338,1,0
0,1,1,1,50.88264218,1,1
0,1,1,3,2.557504753,1,1
0,1,1,1,19.63503208,1,1
0,1,1,2,2.751431346,1,1
0,1,1,1,51.01300791,1,1
0,1,1,3,6.885675433,1,1
0,1,1,1,12.23601441,1,1
0,1,1,2,9.382035712,1,1
0,1,1,2,9.089532448,1,1
0,1,1,3,10.56541196,1,1
0,1,0,1,1.769189852,1,0
1,0,1,5,50.71784898,2,3
1,0,0,1,45.34724579,2,2
1,1,1,4,2.274707083,3,3
1,1,1,3,36.64764964,3,3
1,1,1,6,22.20828302,3,3
1,0,1,6,75.91671221,2,3
1,0,0,1,37.87348806,2,2
1,1,1,1,80.30689725,3,3
1,1,1,2,56.57219916,3,3
1,1,1,1,45.12101735,3,3
1,1,0,4,5.5009689,3,2
1,0,0,2,39.26049863,2,2
1,0,1,5,51.45737359,2,3
1,0,0,1,45.34724579,2,2
1,0,1,6,51.25647077,2,3
1,1,1,1,42.15084511,3,3
1,1,0,6,5.87919981,3,2
1,1,0,3,2.125906825,3,2
1,0,1,5,73.71810769,2,3
1,0,1,1,55.2076426,2,3
1,0,1,6,84.25097923,2,3
1,0,1,5,57.00980932,2,3
1,1,1,3,9.23070168,3,3
1,1,1,4,0.839775452,3,3
1,0,1,3,80.33953531,2,3
1,1,0,4,2.878746147,3,2
1,0,1,3,51.52581838,2,3
1,1,1,3,11.84146932,3,3
1,1,1,6,4.388794358,3,3
1,0,1,3,78.37178783,2,3
1,1,1,5,5.409715147,3,3
1,1,1,1,82.19490383,3,3
1,1,1,1,12.89552715,3,3
1,1,1,2,42.33337827,3,3
1,1,1,2,72.054,3,3
1,0,1,6,57.8760344,2,3
1,1,1,2,9.396069501,3,3
1,1,1,4,5.2117222,3,3
1,1,1,4,9.819686056,3,3
1,0,0,3,43.6892009,2,2
1,1,1,6,26.62020446,3,3
1,0,1,5,58.22507526,2,3
1,0,1,2,54.50419787,2,3
1,1,1,1,84.43151191,3,3
1,0,1,1,58.46242818,2,3
1,0,0,6,32.84392802,2,2
1,1,1,3,3.865234516,3,3
1,1,1,2,76.05888443,3,3
1,0,1,6,42.43658585,2,3
1,1,1,1,22.77802201,3,3
1,1,1,3,20.46905781,3,3
1,1,1,6,5.328577697,3,3
1,0,1,4,25.6324931,2,3
1,1,1,2,13.19342511,3,3
1,0,1,3,44.69217287,2,3
1,1,1,5,2.894263179,3,3
1,0,1,3,68.48231466,2,3
1,1,1,1,49.47434035,3,3
1,0,1,3,55.46319369,2,3
1,0,1,1,44.04069826,2,3
1,1,1,5,3.964048554,3,3
1,1,1,6,26.62020446,3,3
1,1,1,1,38.86506233,3,3
1,0,1,5,50.57462726,2,3
1,1,1,6,18.08789325,3,3
1,1,1,2,41.5141767,3,3
1,0,0,1,41.84621271,2,2
1,1,1,1,67.75899841,3,3
1,0,1,6,49.09874469,2,3
1,0,1,3,34.21724662,2,3
1,1,0,3,18.92525046,3,2
1,1,1,2,55.28984809,3,3
1,0,1,6,37.33861083,2,3
1,1,1,2,87.49867212,3,3
1,1,1,5,6.136623187,3,3
1,1,1,1,57.93307422,3,3
1,0,0,4,43.35345174,2,2
1,0,1,5,40.81405147,2,3
1,0,1,4,46.47604377,2,3
1,1,0,6,6.124848738,3,2
1,1,1,6,63.7391173,3,3
1,1,1,1,21.17380864,3,3
1,0,0,4,43.35345174,2,2
1,1,1,4,3.845983627,3,3
1,1,1,6,48.62580605,3,3
1,1,1,3,42.99381768,3,3
1,0,1,1,69.76851352,2,3
1,0,1,4,45.39560166,2,3
1,0,0,1,41.84621271,2,2
1,1,1,1,45.12101735,3,3
1,1,1,3,5.274475676,3,3
1,1,1,1,57.81471063,3,3
1,1,0,3,18.92525046,3,2
1,1,1,5,6.136623187,3,3
1,0,0,1,44.23951252,2,2
1,1,0,1,3.852248949,3,2
1,0,0,6,27.71757979,2,2
1,0,1,5,50.96416055,2,3
1,1,1,1,27.15875556,3,3
1,0,1,6,33.52736631,2,3
1,1,1,6,6.415840444,3,3
1,1,1,1,82.19490383,3,3
1,1,1,1,59.50835157,3,3
1,0,1,3,43.46919995,2,3
1,1,1,2,57.0363862,3,3
1,1,1,6,8.183470821,3,3
1,1,1,3,10.97782399,3,3
1,1,1,1,33.66216131,3,3
1,0,1,4,96.50905995,2,3
1,0,1,5,79.48564495,2,3
1,1,1,6,14.39806595,3,3
1,1,1,1,25.36548651,3,3
1,1,1,6,27.160597,3,3
1,0,0,2,39.26049863,2,2
1,1,1,2,7.030114929,3,3
1,1,1,6,39.78467715,3,3
1,1,1,1,33.66216131,3,3
1,1,1,2,21.04901053,3,3
1,0,1,2,54.50419787,2,3
1,1,1,1,71.68715116,3,3
1,0,0,3,44.73074793,2,2
1,1,1,4,8.921211359,3,3
1,1,1,2,37.18211474,3,3
1,1,1,1,3.423375816,3,3
1,1,1,1,83.03448205,3,3
1,1,0,1,15.03351571,3,2
1,1,1,3,46.14057147,3,3
1,1,1,4,3.131395417,3,3
1,1,1,5,12.18523472,3,3
1,1,1,5,6.136623187,3,3
1,1,1,4,7.290040075,3,3
1,1,1,1,29.45851728,3,3
1,0,1,5,48.94407766,2,3
1,1,1,3,22.7670594,3,3
1,1,1,1,22.65559346,3,3
1,0,0,4,33.02356861,2,2
0,1,1,1,5.04637411,1,1
1,1,1,1,4.526773854,3,3
1,1,1,2,62.02067267,3,3
1,1,1,6,7.114507401,3,3
1,1,0,1,7.131063955,3,2
1,1,1,6,5.117550849,3,3
1,1,1,4,8.730496611,3,3
1,1,1,1,46.4835936,3,3
1,1,1,6,22.20828302,3,3
1,0,1,5,73.71810769,2,3
