Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b,BGLValue,FGLValue,NuetralValue,Region,Distance
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,56.82979993,57.01569021,36.3440368,46.73744322,52.74183128,26.18300963,4.665854332,226.1157963,4.400259627,1,4.665854332,226.1157963,4.400259627,76.96885922,-12.23661395,66.74862598,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,27.25863529,60.54913081,-69.18682102,26.43350325,62.16005053,-82.94014504,50.74107312,-120.7090506,-15.82442031,1,50.74107312,-120.7090506,-15.82442031,62.89404594,-35.07126136,2.51304535,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,66.71365954,8.925608963,62.88611996,58.96969888,-3.506004781,58.239492,41.25095132,60.74819534,38.12833661,0,41.25095132,60.74819534,38.12833661,55.61411538,4.252768945,30.46496415,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,55.84687946,83.48170776,-25.8356359,50.22776721,78.0081937,-44.44731223,4.263939127,257.6173842,-103.0328064,1,4.263939127,257.6173842,-103.0328064,73.37650666,30.0041352,-39.1369797,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,56.8421487,51.48380759,65.00733782,47.22278247,46.54691275,56.41085957,4.779589738,217.9644612,-43.89538815,1,4.779589738,217.9644612,-43.89538815,59.30607634,30.90556155,-51.21143294,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,76.25499262,-9.280306492,42.28050056,71.06353877,-26.05840224,39.18604929,58.10436625,19.27904325,32.53865171,0,58.10436625,19.27904325,32.53865171,63.60648348,-0.92193256,1.352415182,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,66.53397861,41.4029322,73.43845674,58.4288875,36.89297042,62.99488184,40.87424052,104.9678973,24.22496355,1,40.87424052,104.9678973,24.22496355,60.86097624,35.72458119,-46.36790198,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,52.5913859,-33.02407374,42.49082677,45.83215958,-37.60720401,33.0576061,22.15186898,-47.21580212,-0.717426247,1,22.15186898,-47.21580212,-0.717426247,52.53107477,-32.14763372,18.97187649,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,71.52209865,-37.75886705,32.7418041,68.64247039,-52.64437038,27.15190257,50.35724513,-17.31214456,17.1284219,0,50.35724513,-17.31214456,17.1284219,58.60224006,-35.65072637,26.06975542,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,66.78062096,14.17926749,9.32673779,58.58353807,6.784583523,-6.413466284,41.39049402,67.89616865,-19.09334866,0,41.39049402,67.89616865,-19.09334866,55.5836672,5.76573581,0.430477248,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,41.0393008,65.53156216,28.81542012,35.02321762,44.67049322,24.25804659,41.7563559,-30.19581058,26.33610927,0,41.7563559,-30.19581058,26.33610927,67.23199152,-46.76726805,42.65346574,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,62.19341409,-0.708579402,52.37400177,53.96860001,-12.54825705,46.16928222,30.39284967,63.64887084,24.73241146,1,30.39284967,63.64887084,24.73241146,53.77142926,-12.91041785,28.93059206,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,67.06365966,4.471056801,-13.96451079,61.79632807,3.267234386,-36.57232783,41.97540345,53.4419666,-46.69431264,0,41.97540345,53.4419666,-46.69431264,58.60224006,28.69353676,-66.44212244,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,15.15374721,23.30345585,8.19425931,12.2540432,-1.143662894,-6.291283297,54.33872104,-52.18990724,35.33372852,0,54.33872104,-52.18990724,35.33372852,63.30981061,-24.19957568,-16.04388757,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,24.8852177,13.4351107,12.81793316,15.22263315,9.307470836,-7.662693183,51.67142636,-57.14070013,35.38331496,0,51.67142636,-57.14070013,35.38331496,68.52611321,-56.77689521,41.55248416,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,66.70489482,-15.36642558,-33.53448991,63.79895837,3.90109222,-61.03142963,41.23265255,24.60512979,-69.24164867,0,41.23265255,24.60512979,-69.24164867,59.03906393,23.49154965,-70.62230357,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,11.62379184,4.538500145,-13.97961779,11.82387956,-1.592383158,-13.3276996,54.95035831,-44.53945849,43.21208596,0,54.95035831,-44.53945849,43.21208596,63.21871646,-44.85274241,36.48612253,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,57.31349071,33.02324956,9.124671102,46.02886259,32.73822665,-12.59598608,9.098566562,175.3507259,-52.70047034,1,9.098566562,175.3507259,-52.70047034,56.76229259,-1.369249841,13.80688453,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,29.18593423,35.80681698,-56.33884248,25.4122145,47.82899411,-72.68905397,49.88383014,-88.52330209,-5.528561928,1,49.88383014,-88.52330209,-5.528561928,69.30539918,-48.960107,20.76299298,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,20.63762889,-4.470993083,-4.475970067,17.24974302,-1.144460201,-5.684334449,53.03859191,-45.00748602,44.17212891,0,53.03859191,-45.00748602,44.17212891,68.3582864,-39.36364484,6.181237746,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,51.36277179,73.26738505,-7.002687247,43.91575852,66.76167803,-22.57325014,25.71018142,125.1468843,-32.50245691,1,25.71018142,125.1468843,-32.50245691,67.9468477,13.01979488,-30.52669819,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,62.04281954,4.386359679,37.10493222,52.59195196,-7.482898234,30.94675174,29.96187514,72.64425778,21.11310656,1,29.96187514,72.64425778,21.11310656,54.52217207,-10.032671,25.24902554,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,76.30446127,-19.06680412,33.02135083,72.65752401,-36.83719621,29.20786655,58.1809975,6.194807378,19.39905192,0,58.1809975,6.194807378,19.39905192,63.81121251,-17.52791318,21.83130126,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,37.75987276,47.66262042,21.39646312,27.31100226,36.87201427,12.57010582,44.6292202,-133.6349048,32.95801911,1,44.6292202,-133.6349048,32.95801911,70.78119833,-58.10745074,52.4447227,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,40.25731464,77.11664055,-75.49782981,38.56844344,81.31054212,-101.3910198,42.49904592,-17.49356486,-63.04487291,1,42.49904592,-17.49356486,-63.04487291,62.62563971,-1.51625613,-44.03434699,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,48.11331674,-23.44554764,18.21768638,39.81527294,-29.50819724,9.810519287,32.58724295,-56.88475863,44.91955608,1,32.58724295,-56.88475863,44.91955608,55.35958481,-37.37636845,27.51790011,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,43.39223048,4.374946445,32.48798369,32.30258667,-6.651650214,17.35248486,39.25910063,-110.6736837,22.38030055,1,39.25910063,-110.6736837,22.38030055,61.77483025,-37.93306469,9.17614586,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,37.62127339,47.15198338,49.96378941,29.08208806,37.19709184,21.88542395,44.73771703,-139.6205261,17.99221794,1,44.73771703,-139.6205261,17.99221794,70.46222341,-19.94317237,-26.7065875,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,71.62966862,-24.27158087,62.94435491,66.76370725,-41.25249741,63.69707042,50.54408137,3.322572481,78.52476121,1,50.54408137,3.322572481,78.52476121,61.0191811,-0.351259501,-29.82812481,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,43.55593108,13.19661852,32.49575461,33.20012074,5.634064127,17.79171953,39.06882007,-166.4137202,22.3065869,1,39.06882007,-166.4137202,22.3065869,61.61105699,-40.08167351,18.71799724,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,38.81521355,27.89885349,8.664750861,27.75031974,18.89222015,-4.57484282,43.77098782,-148.77419,57.19613563,1,43.77098782,-148.77419,57.19613563,76.34464429,-51.72178059,24.06148055,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,85.4102947,-53.68951973,4.034627888,86.09387897,-50.22252158,-10.47848749,71.27068281,-44.01976198,-11.57212398,0,71.27068281,-44.01976198,-11.57212398,72.41525286,-34.091605,-13.16240277,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,80.54829316,-73.4000717,56.64531392,81.7266352,-80.34137078,64.90202774,64.50421989,-73.1286961,54.67610802,1,64.50421989,-73.1286961,54.67610802,70.80882466,-58.18261738,48.91683438,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,29.14861369,38.18425914,-24.05184311,20.3811463,29.78408637,-37.10214836,49.90136578,-91.76417262,44.59759692,1,49.90136578,-91.76417262,44.59759692,70.46222341,-39.82282313,-1.162225946,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,57.19786801,56.69749212,-57.23255516,52.25857147,73.3563631,-82.31280781,8.07218487,213.1861776,-134.4053343,1,8.07218487,213.1861776,-134.4053343,77.08909844,11.70057102,-39.50155441,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,38.81970108,13.51069225,18.38023804,28.82461764,4.657254828,3.576134911,43.76721296,-97.0772828,37.03178682,1,43.76721296,-97.0772828,37.03178682,60.781629,-9.43903659,-37.2050698,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,58.83991475,3.464493283,-57.18642761,55.48198571,38.65979916,-76.75519705,18.46521346,97.71527448,-119.508714,1,18.46521346,97.71527448,-119.508714,60.46258808,19.05920538,-68.16795159,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,80.84897978,-57.56205487,52.21732865,80.50192384,-74.76089955,50.91067375,64.93573106,-49.27702366,47.39531458,0,64.93573106,-49.27702366,47.39531458,67.49403514,-55.89179639,41.07545317,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,47.5722223,52.24705631,-15.18335301,38.65566936,47.67338575,-33.55310607,33.50406555,33.26903117,-21.33412116,0,33.50406555,33.26903117,-21.33412116,61.58513479,-23.28548429,7.145935122,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,85.82154876,-14.60297949,56.95851031,82.92139645,-33.40023485,61.73034825,71.82472569,5.510789243,53.49772922,0,71.82472569,5.510789243,53.49772922,72.3619746,-7.231668475,37.45780179,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,44.6760754,-48.30351361,39.67751371,38.91569073,-36.13244936,25.8162748,37.7001661,-15.80394722,15.66042019,0,37.7001661,-15.80394722,15.66042019,57.32787585,-11.45666968,-29.85469326,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,71.44581893,-33.53196555,-5.257228396,68.96441801,-31.69348457,-19.53968808,50.22439587,-10.58753753,-31.14652902,0,50.22439587,-10.58753753,-31.14652902,61.14178148,-1.39875236,-49.16032866,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,61.20327481,77.18419202,-20.17652634,55.18546141,79.65725794,-42.72145142,58.95719898,80.53672058,-20.49266242,0,58.95719898,80.53672058,-20.49266242,67.09658132,45.1121689,-16.10905435,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,85.53905815,-57.73808043,23.3962689,86.62522661,-63.78332451,15.54733154,71.44442567,-49.44743791,10.49433763,0,71.44442567,-49.44743791,10.49433763,73.42207704,-30.73893103,-17.99456215,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,29.73630726,-0.184229751,13.73815983,20.61549186,-6.686017809,-1.709183001,49.62073042,-53.36283478,36.34276642,0,49.62073042,-53.36283478,36.34276642,64.49955342,-43.41210975,13.9210479,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,80.87299974,-24.77055038,-28.58457025,81.11814059,-7.811004862,-32.55493002,64.97011897,-4.542400864,-49.43389227,0,64.97011897,-4.542400864,-49.43389227,70.4691827,10.98545993,-50.91520224,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,85.59737243,-28.7727043,61.84164146,83.13362354,-51.58442119,68.22571367,71.5230281,-11.90700194,61.00925205,0,71.5230281,-11.90700194,61.00925205,73.8494756,-15.91818546,1.044479064,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,85.76695991,-1.0563539,72.05831675,81.03808751,-13.62382694,77.37267887,71.75132841,21.90480292,79.08490917,0,71.75132841,21.90480292,79.08490917,74.47033866,10.12251436,23.86055428,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,56.97730842,47.20230991,46.49545055,46.53187566,44.47113834,36.69798225,6.026966645,207.3274508,-23.27778045,1,6.026966645,207.3274508,-23.27778045,72.21512711,8.166446393,0.29216405,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,61.84902475,-49.4070957,18.28116656,58.48050906,-45.18297024,14.5539478,29.39761924,-40.94677989,-15.68688186,1,29.39761924,-40.94677989,-15.68688186,51.46203577,-29.90163413,11.41453147,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,43.57015348,-9.230970223,0.0742885,35.48862101,-9.538666386,-11.42206721,39.05217653,-71.49240426,24.30757501,1,39.05217653,-71.49240426,24.30757501,59.67129096,-36.08307962,28.49845149,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,48.06160432,13.93513419,23.25492159,37.63523821,8.998717098,10.48955271,32.67704653,-42.55521916,43.47690783,0,32.67704653,-42.55521916,43.47690783,57.18244137,-32.01956237,30.17996357,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,51.84070529,62.45121521,26.21985257,42.57429477,55.89333701,16.22212466,24.41492086,118.0567409,38.53967387,1,24.41492086,118.0567409,38.53967387,65.45173577,-3.894498471,25.74806179,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,33.44222207,42.93606577,2.999727112,23.90152175,32.32769093,-8.987687215,47.60965424,-130.9429902,53.98302825,1,47.60965424,-130.9429902,53.98302825,67.99849823,-56.74364519,51.45072863,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,76.29055387,-4.981685651,-23.52600277,73.99425425,1.237448225,-44.83749267,58.15946145,24.86191321,-47.19044927,0,58.15946145,24.86191321,-47.19044927,64.58777657,8.451546392,-47.79707128,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,43.48596034,12.88892228,-42.31490448,36.48958395,30.81070544,-65.19899681,39.15044078,-162.6272768,-37.13953958,1,39.15044078,-162.6272768,-37.13953958,60.67557689,-23.58861066,-10.73068084,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,62.23506469,13.99933223,-18.62230003,55.87188596,14.33190212,-42.14411015,30.51093217,86.35660321,-62.22426005,1,30.51093217,86.35660321,-62.22426005,56.49597844,29.08918379,-64.72088553,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,38.80099767,12.35121186,-41.94988701,31.5666697,31.13768947,-63.00389144,43.78293859,-94.21138056,-18.80823471,1,43.78293859,-94.21138056,-18.80823471,70.2459274,-48.00118792,19.09405345,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,52.76158751,31.93990501,-56.38736001,47.78401804,54.73190528,-89.85596537,21.59219521,88.18996586,-101.7968728,1,21.59219521,88.18996586,-101.7968728,55.5836672,31.70128001,-76.57988414,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,62.23872293,-5.701760098,52.62175538,54.33335678,-17.86846739,46.90875584,30.52128093,55.15997128,24.57953181,0,30.52128093,55.15997128,24.57953181,54.82426483,17.08524526,-48.23938736,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,24.78717253,22.76153123,17.24045696,12.44823516,20.84131939,-8.728594465,51.70711067,-63.5602499,33.36640056,1,51.70711067,-63.5602499,33.36640056,68.54067538,-57.86270001,44.95800164,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,43.54627849,22.81523314,-37.59743296,35.52784298,33.28666307,-61.77275267,39.08010551,-109.2676989,-31.66321669,1,39.08010551,-109.2676989,-31.66321669,61.71457302,-10.10267034,-40.10814917,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,42.7463912,41.92434317,47.8168289,31.07877202,33.55469597,24.8220664,39.98743934,-59.77746249,13.31873535,1,39.98743934,-59.77746249,13.31873535,60.01500941,-36.11313233,25.67364213,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,66.73788337,51.93901256,-18.94095564,60.55147747,55.45363228,-42.92580363,41.30148439,117.6314762,-52.89606835,1,41.30148439,117.6314762,-52.89606835,62.79360784,45.52347241,-64.14895201,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,47.99356236,-34.40662389,52.17791809,41.13654266,-32.29158093,28.35284253,32.79448621,-32.17721227,3.082246443,0,32.79448621,-32.17721227,3.082246443,54.38590713,-35.2976612,21.06197033,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,52.53676494,42.44951406,-42.7661974,45.93405851,52.48888691,-70.59889394,22.32746845,100.8992906,-84.86090981,1,22.32746845,100.8992906,-84.86090981,57.74162279,1.056279422,-39.76430999,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,62.13891986,-14.31620785,32.91010016,54.49077306,-30.51514241,29.45759082,30.23763255,40.63688632,10.87384655,0,30.23763255,40.63688632,10.87384655,54.65791245,14.26189635,-48.39950967,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,25.14929969,9.358187958,-5.035391466,16.42961576,7.213643845,-17.27243486,51.57426659,-54.84499803,50.28838913,0,51.57426659,-54.84499803,50.28838913,64.29832382,-52.83237405,47.34523776,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,57.55840394,-9.508247565,32.9457337,50.13273172,-22.22181359,27.56646198,11.04103407,94.23230698,0.464193346,1,11.04103407,94.23230698,0.464193346,53.70724208,-19.68457948,24.21482517,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,90.50807382,-29.00623678,71.74274462,89.70590137,-51.96476699,81.4497706,77.97738193,-13.96711072,74.44725502,0,77.97738193,-13.96711072,74.44725502,79.6706981,-31.82883071,65.56556215,,,,,
AD,ND,0x519b4f,58.330714,-40.50240418,34.10943237,0x3b7e38,47.45622256,-38.23279275,33.25689312,0x499649,56.31955361,-41.52750909,34.68727635,16.11592607,-21.17208064,22.85077684,11.68881005,5.791815454,-13.19998203,54.14354022,-39.71972096,31.99108538,0,54.14354022,-39.71972096,31.99108538,70.76737857,-29.70411473,-18.05009883,,,,,
AD,ND,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,71.57856305,18.86967365,-23.91474947,67.04380242,22.08208724,-51.72343376,62.20377069,11.58942419,8.814033506,0,62.20377069,11.58942419,8.814033506,58.87237164,14.73863499,-27.27195013,,,,,
AD,ND,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,71.71843027,-72.84828501,70.22954352,71.97377125,-72.87062768,63.72585592,62.37906847,-133.2671613,-6.117164009,1,62.37906847,-133.2671613,-6.117164009,76.35074529,-38.1430367,-8.823494789,,,,,
AD,ND,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,71.29524952,-56.69199477,69.82663024,69.23384022,-67.3562644,66.8147739,61.84799266,-101.8813939,-7.139754064,1,61.84799266,-101.8813939,-7.139754064,66.0125227,-14.31433258,-35.26966076,,,,,
