Type,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,52.74852673,9.076081221,-59.24835969,49.01962213,0.158743993,-37.34135931,40.88753971,-2.265023694,-43.70188709,1,42.83756668,-10.28852375,-29.37904208,53.52473345,3.655092873,-36.79196348
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,13.65372926,38.01057423,-31.3788341,18.77850524,33.03226318,-35.98053564,20.52038082,-40.71742648,-10.45488778,1,16.27228863,8.290579816,-13.23517587,36.70586379,6.081358149,-17.68208375
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,62.06990624,-28.02174895,18.46066012,58.46174587,-23.42949527,8.711617425,52.54707314,-30.38415313,11.14433958,0,52.6993655,-33.25222138,23.11687429,60.40024232,-25.03072858,9.451504364
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,65.84217015,-57.09138421,65.35831707,57.7129072,-44.84449821,57.18245766,51.66087927,-58.89133783,64.03325346,1,85.17827944,-84.05018279,81.12858875,66.40515411,-46.89505625,48.78793256
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,80.99618449,-33.20130476,18.95966574,60.9005885,-3.52850452,-17.39236584,55.39986471,-5.711366188,-19.27512561,0,57.53705945,-9.524260293,-4.914769206,63.69669385,-4.981367171,-18.52221111
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,72.97734118,-53.96135564,13.28938082,58.60224006,-19.45064928,-16.44904782,52.71277094,-25.35859177,-18.43248909,0,56.94183122,-35.22699042,-5.632874616,64.45938798,-18.64409931,-16.580176
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,32.70148001,58.46608443,-2.350729387,26.91915265,44.78952266,-20.59572106,6.779768735,65.94062726,-31.79975423,1,46.26831571,74.07952418,6.210221924,40.99274203,39.4994579,-28.96629924
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,47.85224275,37.82018842,-0.29742151,41.39831307,22.41066136,-18.04999823,30.1557067,29.55861071,-24.10837367,0,33.7627858,38.18976948,-10.31486232,43.93024842,23.51028365,-21.73147222
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.44790753,-76.75134949,51.88032577,57.48237276,-36.59767798,11.26773144,51.38700719,-47.89332922,14.53024158,1,57.15875479,-51.86874984,27.55221864,65.16052503,-34.89378215,16.31405236
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,57.53075034,18.94367634,4.569593536,51.41055111,8.343894717,-11.01968783,43.95840314,8.37159591,-12.91913846,0,48.30020157,13.91145757,-0.142787931,55.68506063,8.230643837,-12.96505833
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,81.12771471,-18.88878421,18.93637436,61.06301174,-0.599991335,-16.42870163,55.58817963,-2.258651926,-18.19128967,0,57.72011938,-4.851551716,-4.562036488,63.40894797,-1.914809889,-19.1491641
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,80.99618449,-33.20130476,18.95966574,60.9005885,-3.52850452,-17.39236584,55.39986471,-5.711366188,-19.27512561,0,57.53705945,-9.524260293,-4.914769206,63.69669385,-4.981367171,-18.52221111
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.76334776,-24.62562467,72.31335836,59.55298328,-21.94803223,38.88412095,53.82957111,-28.18450239,55.31463889,0,57.41549238,-19.84247409,60.94459136,62.94416924,-25.87183891,41.18905812
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,56.82710832,51.42275076,66.35989247,41.00875573,1.075322835,42.01997032,29.54940983,-2.155851807,10.91208964,0,26.67910896,1.241745887,32.60114611,41.82936515,-8.435180561,10.16682128
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,47.88931634,37.84704377,-9.705540512,41.72025289,27.40476234,-28.16426566,30.65104657,36.19269149,-36.38566253,0,33.66483099,43.19325397,-24.24398025,43.85772869,28.91859409,-35.3885645
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,61.87826445,-48.04263285,32.72794235,57.98955976,-34.49240932,22.46894752,51.98887774,-44.80974447,29.56563991,0,52.57500345,-52.63953111,37.49707105,61.07177188,-35.84804662,22.34838888
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,76.33480332,4.818536046,0.121946084,60.98846994,-1.921830381,-16.11086884,55.50177972,-3.814105198,-17.84394351,0,57.72011938,-4.851551716,-4.562036488,63.35941025,-3.22181092,-18.73013854
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,50.95864489,79.44505797,-21.94781734,32.07854547,64.31727983,-62.44091877,11.30652988,113.2144978,-90.11595183,1,24.06713335,65.36436113,-89.20673219,37.77054463,47.83536918,-72.14105294
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,71.6788979,-9.996248536,47.25752628,60.10045497,-20.62170353,28.3742017,54.46924271,-26.3936388,37.15313251,0,57.45100542,-19.31945124,53.34876223,63.34288393,-23.90823956,33.02364422
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,57.28226222,23.22813149,23.05398995,48.88395864,1.909483624,3.93125225,40.71013459,0.04966895,6.113796283,0,43.52841285,4.150238459,18.48411998,52.38675165,-1.031376652,3.110610517
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,86.75366434,-83.83384541,82.29939728,56.55532843,-50.66919647,58.94292877,50.28044702,-68.20408402,56.00229793,1,60.32516129,-63.34661731,61.20283139,65.74087896,-47.57793421,45.44353606
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,57.40639008,-18.66891841,13.70662442,53.93670185,-17.29441406,0.348094756,47.10468726,-24.1134141,1.060106306,0,48.05866878,-28.31772993,13.96079995,57.01691373,-22.36732992,1.873954658
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.67234479,-18.84828756,32.79524027,60.79927589,-5.101622935,-9.539643972,55.2823016,-7.577898666,-10.48228885,0,57.46802511,-9.179917069,4.465272427,63.33461818,-9.13996107,-9.92945627
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,51.8349624,57.00968062,57.14480758,36.49902453,13.55372017,28.06421361,21.77902321,19.72707808,2.663975972,0,23.92426328,33.00478195,21.51449302,38.7773199,11.05293289,1.577786594
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,52.8140399,-28.36990488,9.192675378,51.08842051,-22.34071137,-2.573134598,43.55039456,-32.36768684,-2.573776486,1,48.03958121,-38.73166639,9.080958585,58.03704987,-24.57537212,0.073391867
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.79112789,-0.482721902,37.89729692,60.65344574,-5.362776062,-3.83841504,55.1129437,-7.901206917,-3.9697187,0,57.68890473,-4.866798643,9.35727292,63.32635071,-6.512351588,-6.399755149
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,80.86440885,-63.13971608,32.64073867,58.7049338,-23.1710323,-5.698367409,52.83377666,-29.97673255,-6.163557405,0,57.40734734,-41.25557647,4.396841663,64.97844365,-24.29574204,-5.414852159
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,52.65777936,13.78631594,18.54561124,47.68795762,2.598366548,3.795332508,39.12955829,0.88684217,6.091057355,0,43.45294531,8.934204117,18.51660279,52.00638233,1.014074036,1.697831768
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,39.05095395,-18.87926173,18.41945002,38.39315009,-18.94555525,6.11410652,25.2429758,-45.82292173,13.9867952,1,29.38087818,-29.20216345,22.76488526,44.96962558,-19.50172038,9.33647448
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,48.13640263,18.02374938,32.24698158,43.72674856,0.343777963,20.82851363,33.63568924,-2.757318881,44.95213512,0,38.57486902,12.79172403,47.24988541,47.82874738,-3.304245322,21.00205973
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,27.86984116,56.89714819,-77.26370635,26.67770955,59.19452811,-75.47157366,7.547573735,86.6826359,-100.7507517,1,22.16763479,61.98898909,-83.46819922,38.32271537,46.18244447,-70.12774607
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,67.00242692,9.002251215,28.41233151,57.7559722,-12.75951995,10.59276352,51.71198411,-17.27196949,13.61878501,0,57.67006551,-14.42379408,28.05181961,63.00256609,-16.61257745,11.70234833
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,38.2456562,-35.19773417,12.67831082,38.88116341,-25.67885323,4.764093108,26.08224844,-62.84252647,10.56820207,1,33.78544352,-34.0511387,27.3679723,47.28779978,-19.74315943,11.11593507
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.44790753,-76.75134949,51.88032577,57.48237276,-36.59767798,11.26773144,51.38700719,-47.89332922,14.53024158,1,57.15875479,-51.86874984,27.55221864,65.16052503,-34.89378215,16.31405236
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,62.12419221,9.271800833,18.31101461,54.87609001,-3.149677642,1.277062239,48.25303496,-5.837038899,2.181818885,0,52.95159782,-4.59076829,13.87741533,59.56209703,-6.919966794,-2.527245937
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,20.53332315,4.316347484,-18.50963522,22.10629592,8.650204936,-26.47870928,16.84747844,-5.093140051,-10.0004116,0,10.67468863,-10.09725649,-6.35584435,35.713337,-1.425699488,-7.074334409
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.79112789,-0.482721902,37.89729692,60.65344574,-5.362776062,-3.83841504,55.1129437,-7.901206917,-3.9697187,0,57.68890473,-4.866798643,9.35727292,63.32635071,-6.512351588,-6.399755149
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,81.10679215,-36.54578917,-23.4470965,58.52269173,-18.05469244,-21.67705938,52.61897378,-23.64554688,-24.27486069,1,85.32408198,-44.3518596,-15.12918146,68.26313164,-15.90350758,-21.11228257
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,32.75759415,71.71093328,-81.63722417,25.38185362,68.8996138,-76.75724282,11.10344239,78.10548771,-93.56399346,1,24.06713335,65.36436113,-89.20673219,38.19901325,48.32423216,-70.62355999
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,80.99618449,-33.20130476,18.95966574,60.9005885,-3.52850452,-17.39236584,55.39986471,-5.711366188,-19.27512561,0,57.53705945,-9.524260293,-4.914769206,63.69669385,-4.981367171,-18.52221111
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,65.84217015,-57.09138421,65.35831707,57.7129072,-44.84449821,57.18245766,51.66087927,-58.89133783,64.03325346,1,85.17827944,-84.05018279,81.12858875,66.40515411,-46.89505625,48.78793256
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,42.10039087,58.40011712,30.47609513,31.45141199,28.77013736,0.359573079,9.234359604,62.07973867,5.598627144,1,31.77296849,55.65914475,29.05650514,39.1561754,25.122657,-0.095775463
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,42.44402409,52.57435388,26.21020993,33.81571672,25.04346476,0.478408851,16.02608175,44.39261174,3.831541866,1,27.26868425,50.29185598,30.39748324,37.58998402,22.46789945,5.339048433
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,90.50290281,-14.32191033,19.0241509,60.81250574,-1.425369305,-15.96520915,55.29765791,-3.242158434,-17.69605044,0,57.72011938,-4.851551716,-4.562036488,63.92540346,-3.914000982,-18.69994488
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,85.67234479,-18.84828756,32.79524027,60.79927589,-5.101622935,-9.539643972,55.2823016,-7.577898666,-10.48228885,0,57.46802511,-9.179917069,4.465272427,63.33461818,-9.13996107,-9.92945627
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,52.8140399,-28.36990488,9.192675378,51.08842051,-22.34071137,-2.573134598,43.55039456,-32.36768684,-2.573776486,1,48.03958121,-38.73166639,9.080958585,58.03704987,-24.57537212,0.073391867
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,57.38798648,23.56120139,-5.110159051,50.34617935,15.82327415,-23.85644252,42.60376712,17.82559496,-28.12105142,0,48.25079705,18.44410853,-14.1566804,55.51252053,13.78076397,-27.10016789
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,48.2763198,22.66681041,-70.10581355,43.47776217,9.877604732,-45.80820015,33.27404494,11.09611951,-55.61823816,1,34.47671553,4.723872632,-41.47858113,48.03243044,14.86380918,-43.87006133
BPTD,0x5264aa,43.81056198,13.82491511,-40.65830362,0x454d91,34.91640441,17.86807911,-40.21805392,0x4d5cb4,41.83455066,21.6132862,-49.91378647,45.7806481,75.97002749,-22.22656095,30.80724849,63.06176046,-55.71321854,6.814896265,123.106749,-87.72191263,1,24.06713335,65.36436113,-89.20673219,37.38995168,47.66971789,-72.07306554
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,66.68907359,22.51893232,69.01534746,54.36489641,-17.65472455,53.15719655,42.88353899,-16.86281746,61.81056713,1,57.2751261,3.640762914,62.38710341,64.35476974,-23.4469974,51.1312038
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,85.67234479,-18.84828756,32.79524027,60.79927589,-5.101622935,-9.539643972,51.58755744,-0.41108143,-18.85367541,0,52.93394303,-9.585539231,-9.099789218,63.14402875,-10.18916185,-13.26805481
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,71.61273954,23.18021847,-4.574663029,60.08248238,0.567544194,-18.03681284,50.6579445,6.823490744,-28.38176331,0,53.00405819,4.446300296,-13.85664998,62.58353537,-1.720357777,-19.45817992
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,37.41326759,63.75916561,-53.93707743,30.74780311,62.65994031,-66.43719087,18.77850524,53.61306969,-80.98207564,1,31.94629889,72.754494,-102.2402958,44.08917702,29.19338794,-57.44675388
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,37.21826611,53.27061979,50.44101106,30.31526201,25.74978866,28.90461115,19.53616892,-40.09145311,-1.449572471,1,16.1208036,8.801079659,9.874613386,43.00334306,-9.334695201,12.77515501
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,52.32901676,-56.04342287,54.81897416,51.5932519,-45.05236341,52.11113466,38.80331768,-65.93357226,46.35469266,1,52.9286363,-57.08909913,54.75891985,64.04738992,-47.67898866,50.18650629
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,80.89037852,-33.94999476,72.71730114,59.34275734,-23.65463795,49.83752488,49.68959797,-24.53977202,62.05307978,0,57.48001389,-15.35463419,61.27395792,65.1684231,-31.1714734,52.75901149
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,62.00190549,-33.54342845,52.81743406,58.16496977,-34.54572528,45.88564161,48.12746238,-40.21010792,54.94130249,0,52.66762279,-44.01656333,55.64105657,63.5407473,-43.47599893,49.24952624
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,37.82458662,57.94856421,-48.20070232,33.8471462,54.89856063,-60.88930139,11.31040621,95.01199405,-93.63583954,1,24.06713335,65.36436113,-89.20673219,43.9881381,30.94249417,-57.67759644
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,19.85472656,25.55529208,-51.42659667,23.37164631,28.88664359,-54.31714038,27.65497316,-58.68543651,-37.8083148,1,29.40035758,-7.626726756,-23.59163086,48.97035549,-7.21997293,-14.63422869
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,52.53438128,51.93657467,-57.06596649,44.18987729,33.6889748,-44.24023758,25.95126259,66.79929156,-69.67979847,0,32.6453564,64.35920676,-49.13329625,46.01533689,37.77602919,-50.75052645
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,56.82710832,51.42275076,66.35989247,41.00875573,1.075322835,42.01997032,18.49662217,22.64709089,0.919497047,0,18.06757213,36.19730106,27.66889087,41.08868959,-2.47765426,19.11708291
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,95.14348154,-19.55845173,76.81828789,59.44344636,-22.19050799,31.87036036,49.82196426,-22.54638289,30.66356937,0,52.89359212,-19.30590381,42.87234389,62.64246883,-26.35555436,30.09359952
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,38.7873949,23.32953321,-9.678347431,36.81800427,20.92532325,-20.58964309,1.8066,98.2417504,-69.73114403,1,22.61585877,52.29760995,-45.33356191,42.83848654,22.69968114,-34.42794865
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,43.38963925,13.83446114,13.6793701,40.50808641,6.850830889,-1.080617615,17.08420101,36.03580753,-26.20710666,0,18.27050242,42.22599821,-13.09924359,40.81599431,5.942405283,-5.8840036
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,27.4143574,51.03376034,15.0472438,23.53876056,36.89260281,-0.643991982,27.51803696,-84.58658784,37.10631568,1,24.89998969,12.87590535,23.10303453,45.56563834,-11.2293075,22.55469922
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,61.85814863,47.11510384,31.96905402,45.92049135,7.33233073,1.03204489,29.3366507,24.38899801,-14.77647427,0,29.21636096,32.77718257,-1.033787504,46.80346878,3.584678564,1.330714354
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,57.51623872,-14.83143933,53.2619988,53.5892576,-22.09807864,41.17921348,41.76706576,-23.61622961,51.6296081,0,48.02836811,-19.26871759,53.03527322,59.16820332,-30.51604746,40.67656606
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,90.43147977,-28.54785708,33.22677297,61.11991713,-0.387305561,-16.47329834,52.00075685,5.404098577,-26.31062399,0,62.28871537,22.95335126,-51.93743486,66.47405477,-3.17611963,-20.86650467
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,25.15430199,13.33709753,-9.059208941,28.24752503,9.359420741,-15.14943075,22.61891884,-40.60933095,-6.197622175,1,20.04155177,-12.34533462,-10.44721731,44.99760614,-12.36080384,1.850715052
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,62.27660633,-14.31256498,19.04985076,58.06551471,-17.57010531,7.568478659,47.99433856,-16.44833576,-0.313499082,0,52.90844351,-19.06131311,14.07408114,62.8103653,-22.48187632,7.347356013
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,76.00980253,-52.6360144,27.79045142,58.30658739,-21.94576709,-4.322911555,48.31668585,-22.38027903,-13.91322028,0,53.22094024,-33.55042885,-5.051603907,64.01489656,-21.72995037,-9.063138638
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,47.62920462,41.94102883,31.48524719,38.30507812,13.33938391,8.488123491,9.156953469,64.16435925,-18.61688156,1,27.36395602,51.24135624,9.953081542,42.9435019,13.22770895,3.017521359
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,85.6128125,-28.42714002,-0.215478754,60.79486493,-2.564018154,-17.2254127,51.58186202,2.765060103,-27.24054098,0,52.80426436,0.068647234,-14.23046319,62.56668099,-2.770928081,-18.81100866
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,27.86984116,56.89714819,-77.26370635,26.67770955,59.19452811,-75.47157366,24.51301103,-11.10378947,-73.28610777,1,33.70007825,29.78134326,-66.04645317,50.00161025,16.19732508,-48.13568896
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,48.25079705,18.44410853,-14.1566804,44.69545891,17.95855889,-26.91890974,26.97556961,42.74246132,-49.72564399,0,28.51680603,48.51669701,-43.61459996,46.77707522,20.99850106,-35.68183322
BPTD,0x61744b,46.4032207,-15.48084738,21.31472659,0x505a3b,36.44233007,-10.57881012,18.05176604,0x5a6b47,43.15076509,-14.27373562,19.44014008,76.35370644,-33.61094706,4.611446636,59.98348099,-7.318891314,-19.2832597,50.52888717,-3.098089453,-29.76942694,0,52.80604889,-14.88431519,-18.90720225,62.99422896,-7.910409666,-24.15000756
