UP,VP,Red,Green,Blue
0.12785025,0.532658398,29.11487135,8.08486148,29.67089475
0.199964035,0.43373494,47.78807625,51.5730819,38.00432662
0.16,0.471207503,43.88096894,30.00048872,37.82380751
0.131268407,0.513589374,28.76859119,8.868432347,27.9431929
0.182652671,0.161404105,27.90215573,67.76272732,20.83309533
0.178606685,0.278116627,30.14677566,48.46608785,17.95371065
0.156070266,0.396812365,23.22814543,20.13081369,10.74356707
0.197392003,0.260027192,33.26990011,60.54561196,18.05917467
0.17466183,0.494897786,47.50100294,33.47989028,45.01799919
0.18531416,0.316113394,21.53773943,32.93070115,11.54165934
0.148834938,0.418140377,24.17664428,16.79613315,11.26476973
0.215168509,0.302335711,40.44595107,66.39837223,24.72413781
0.173029978,0.37987013,39.90038415,40.92794817,28.18922949
0.144335664,0.527307692,37.31616059,15.66354227,41.97386273
0.192144674,0.193274936,25.84612751,64.81864134,11.15656367
0.203741832,0.493465222,45.58404036,38.37464522,53.38181735
0.148379753,0.537937315,40.62697749,17.86591206,49.21987152
0.126268697,0.541633131,31.37575792,8.561624895,34.65482417
0.247351487,0.400455152,42.72382756,65.83985568,30.29569028
0.181014829,0.322122465,32.61420227,47.44040134,19.07514687
0.147731936,0.469238297,34.95019413,19.48119403,27.72240243
0.161181423,0.437408187,21.08459405,14.9264376,10.20018625
0.217094117,0.431676111,41.4243985,48.86321514,39.20907158
0.173429319,0.383507853,34.0730891,39.73004879,23.1240307
0.144400245,0.534472728,43.08090814,20.13760249,44.45384087
0.134143926,0.486078657,23.79016065,7.229432627,20.49629746
0.223216187,0.499041534,41.92904511,47.12647974,49.48691592
0.174947355,0.280148044,26.28039816,42.17147795,14.99039111
0.135248663,0.555656826,39.62597789,11.78601582,51.25360678
0.247383184,0.328179517,40.53590087,70.98551237,25.89462477
0.188469418,0.231029725,23.87519138,56.89296104,9.828492752
0.153036085,0.545770736,42.12377837,18.86749136,48.41508335
0.27252972,0.306595935,37.01152581,78.13293424,24.84322951
0.211640212,0.410375532,39.56405144,53.12721247,29.02040858
0.172957595,0.29286318,24.67649728,38.04137069,12.44184036
0.139488796,0.480047292,29.28718067,11.81045526,23.45306496
0.231740879,0.47187919,42.33706047,51.65447838,44.83385204
0.173532889,0.438025562,38.84187384,35.60040453,28.21974093
0.165764951,0.315784226,24.71593309,30.86476416,11.12986364
0.268112872,0.482755699,41.70739341,51.93134464,56.65019824
0.194315445,0.241237113,28.16316437,60.09798567,10.91353723
0.174685418,0.409269487,36.60579393,33.46788662,28.01700732
0.158824278,0.360790177,24.20630174,21.37813276,10.71589424
0.12526348,0.551025299,29.29356187,7.459290676,36.16418391
0.205306655,0.235406699,32.38487259,73.88921852,15.00118393
0.16535411,0.370154984,33.5570083,33.97232839,18.03033055
0.137986338,0.509859812,32.43104242,12.149275,29.12721652
0.209283879,0.27899229,33.59109752,62.29887799,18.32361442
0.188389923,0.310135647,32.87152758,50.64168898,16.66586936
0.136195323,0.543999129,38.27961689,13.14437481,42.13947645
0.301726428,0.474900398,36.69156057,58.91479568,45.37556308
0.199680077,0.434068753,37.57985326,40.89805646,32.02741377
0.158496039,0.470644574,36.93821119,25.51101744,29.22426467
0.301412873,0.504709576,37.75064388,52.72491884,57.08931878
0.193669898,0.352864165,32.7875831,48.87211523,18.59689514
0.156543977,0.504429628,38.09421933,24.1458777,35.14184423
0.142259878,0.467522219,23.62617684,12.54122753,17.45476106
0.197908865,0.189077469,25.89568199,64.19687562,18.8939965
0.18087199,0.248375289,22.80182491,45.85973473,11.68214946
0.160332224,0.344955922,25.10821765,25.51785299,10.37692726
0.230632952,0.214688356,21.1257493,53.31139192,11.21730007
0.216564022,0.477341667,43.9763863,38.96949966,48.02159263
0.160654337,0.527009705,44.57270199,23.22850298,43.73466431
0.137235565,0.518526208,33.65123357,13.08752555,31.18462278
0.202563145,0.208100037,28.89332759,70.30681953,13.56000548
0.192797411,0.241543052,23.40144035,52.70201873,10.97448497
0.170356668,0.392927337,34.50454924,31.11355383,23.93028447
0.15419523,0.44716134,29.11569752,18.536066,22.68566784
0.128263752,0.536645762,24.48653367,6.075370917,27.59614782
0.184751397,0.362123875,28.97479658,46.33311921,15.9957644
0.128253469,0.537706206,27.37897128,6.507930587,28.30255125
0.207809198,0.288240918,30.99437497,60.01798714,15.19389613
0.18488094,0.501377769,42.4066517,34.65491434,36.769631
0.153318204,0.548832125,40.15680262,17.02609052,48.47359337
0.129537788,0.540997388,30.00223314,8.462109707,31.53666972
0.230679877,0.276733857,33.63795203,71.90134344,16.70690023
0.197266786,0.514795009,45.53365517,34.5905396,48.12233757
0.141053922,0.55625,39.26361333,11.82539099,49.2888617
0.212881148,0.225471168,31.60305134,70.57298151,13.62804535
0.220123738,0.506024096,46.72888636,42.06225427,48.52423266
0.179698217,0.276920439,22.25501661,41.30197715,8.295834874
0.163099691,0.401210024,28.79231083,23.90252314,20.62433161
0.126818265,0.542455885,27.16693632,5.908826832,28.37107139
0.208408802,0.532737292,39.87594168,36.3213873,55.03469648
0.161740793,0.429196519,28.72780893,23.38284755,20.61351347
0.127299877,0.54581089,28.94141333,7.001233046,32.64933188
0.273215023,0.512587701,35.41379876,48.95904498,52.45211961
0.18839728,0.540005037,41.16084853,27.8360465,54.39491691
0.157714213,0.42944658,27.56867907,22.03171532,18.07875207
0.164249804,0.436491375,19.811448,15.34543419,8.868112702
0.214023617,0.252985523,27.6124886,63.56699291,14.57399346
0.176956303,0.285718646,21.86989916,38.31482553,9.119015111
0.135029716,0.533632945,33.87017959,9.340914302,36.05282694
0.198798084,0.184654425,28.54208927,63.84909006,18.01618761
0.215677729,0.401780711,34.04819806,46.18776472,27.14119367
0.174884544,0.326788529,23.33760461,35.3979753,13.02880982
0.140534952,0.466034196,22.30816693,6.434398012,10.73666688
0.200087604,0.234296978,24.18269223,59.63695306,11.70010984
0.175656012,0.422006049,34.22281796,31.86018906,25.85566824
0.158948655,0.417464919,22.36431859,17.37023428,9.216266693
0.280434649,0.397261956,33.56301093,63.7009723,33.06321948
0.216793893,0.52032945,39.82485053,35.90851968,49.87072568
0.161351239,0.385848772,24.5980895,23.11656475,14.25502035
0.194738026,0.189228694,23.91570796,61.4598786,8.999874678
0.2234018,0.517885991,39.55028122,36.88005016,50.9130066
0.165027097,0.525785484,37.86275501,20.96376452,41.36632604
0.138878128,0.560689047,33.91272085,9.427975227,46.81287242
0.234883188,0.286016949,30.31726608,63.56979033,16.45368083
0.218927532,0.479804628,39.85749646,39.64981627,39.19039798
0.171528384,0.419737991,30.53472783,30.78000259,19.86526766
0.150004405,0.466622394,27.78353829,16.04203312,22.46255812
0.127795958,0.55278162,26.51363669,6.326977117,34.24707184
0.235948804,0.334168058,32.42247897,66.64934908,17.68678425
0.194520192,0.406505649,34.97872884,39.7477778,25.24186825
0.160409141,0.548808702,37.82624418,16.36413389,50.07413026
0.304671458,0.485112936,33.41979935,55.285632,46.84413
0.206032327,0.315776208,19.80143901,34.87021817,9.510794991
0.137893572,0.491992757,24.74942551,7.84113547,19.88233606
0.251074648,0.446360065,31.90488541,52.97741046,34.64413428
0.209137319,0.285995501,20.77732752,40.98555808,9.351449306
0.173546876,0.342149464,23.31496127,27.92722932,11.10823734
0.254877063,0.314440725,32.60459607,63.9343111,22.10524938
0.233143876,0.510197258,36.74553759,37.10804202,48.11690569
0.160559019,0.551713185,37.13394506,16.66539103,50.6860614
0.135160681,0.551335066,32.8160486,8.76149515,40.57241231
0.299020173,0.422247839,33.58024794,63.60630571,32.16913258
0.248276974,0.523437185,34.77883477,40.39930886,52.21717035
0.178304595,0.374860323,26.36386051,31.29905872,17.54754259
0.159975918,0.455595227,28.02273984,20.03653836,22.72445294
0.202146112,0.185565192,26.94205841,65.61675581,17.65955478
0.216492881,0.488334105,34.18383925,35.74795241,40.8376731
0.1667979,0.468208661,30.31461934,23.12410263,26.40781125
0.146187621,0.476450593,24.66949859,12.05324083,19.33207942
0.289297171,0.38976378,30.72211973,64.7357255,28.30871569
0.215683514,0.533943404,36.63927014,33.90995208,55.16869453
0.152265189,0.521530321,33.24714543,16.78762677,35.38464227
0.224310856,0.213136765,22.17275108,56.88300462,12.48618384
0.24127588,0.478015948,34.67619648,41.95592966,41.49860685
0.173571384,0.524203181,37.91156936,24.00917982,41.72766381
0.14798525,0.455983909,24.50502938,13.04402382,17.99880817
0.23103727,0.396398405,30.49752269,52.8744374,25.4780829
0.189601731,0.285016668,22.00160321,40.15665287,9.659719204
0.150885142,0.48923321,30.46552628,15.08719383,27.07061985
0.215571647,0.219125756,25.87210392,64.42284677,12.61880166
0.191628596,0.3673293,27.69686084,36.86439951,19.52988374
0.156919969,0.502329105,32.92955477,18.15468623,33.34370151
0.198753156,0.193085682,22.28043646,61.20688592,12.34851043
0.210370279,0.25348198,24.02465236,54.4765192,14.08133357
0.212728858,0.516607138,37.84443208,32.88211423,49.96318219
0.161776691,0.392165852,24.43082787,19.18118934,11.86865769
0.296023005,0.438012045,31.97289877,57.20902451,37.7407172
0.191930718,0.270516984,21.06538551,44.46326964,8.001121399
0.16171875,0.5259375,37.19344776,18.66789292,46.28681982
0.134934522,0.53575504,30.15864594,9.911303682,32.13351941
0.217393725,0.277883955,27.13943698,60.12296195,13.08980643
0.181856604,0.339260377,25.09824059,35.60068777,14.16894589
0.153137216,0.499443098,29.94906642,16.09974527,29.98131621
0.144585437,0.465837851,20.57288294,9.11414275,10.96539622
0.250634101,0.431751996,28.34160998,51.14501702,30.41796526
0.2001414,0.501949298,34.38553044,31.18232792,40.14268303
0.157552699,0.510665418,31.53760414,18.54362765,31.55833811
0.1475613,0.466798707,21.19224762,11.00538128,17.5683928
0.362603934,0.494625837,26.99401712,60.83011795,52.08501077
0.232419613,0.490678948,33.38389497,41.13474179,38.82693464
0.151242809,0.558316417,33.50079783,11.66916234,49.87256961
0.357552581,0.490439771,29.00440624,62.11519332,47.90423372
0.216570203,0.4007425,32.82400023,46.05575338,23.99417114
0.171413326,0.465117055,31.03344641,25.86340029,26.93578386
0.309880934,0.445337869,32.30078796,58.2495673,37.30941441
