Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,81.09974814,-28.41209391,37.70343867,62.270551,-2.078442,15.47552,90.31564701,-53.03953567,83.45648497,0,55.30190891,-16.3940844,30.18790461,63.81938,-3.457,18.42108
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,66.7724266,42.13123277,-0.335667819,56.88003114,17.33037171,8.633675944,43.65670662,-0.313424734,13.69610985,0,48.64031449,7.206434535,14.87625408,52.96044,-0.98527,10.90713
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,85.75913432,-33.45919769,-0.07758876,62.86896,-14.167186,3.732026,85.44656568,-78.31275346,72.36579217,0,56.02124966,-32.32729821,66.67008257,60.25735,-21.64636,8.37532
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,29.77675494,52.07934384,43.25371836,29.663367,46.102648,37.984105,17.98098464,47.20471923,-45.4983478,1,11.93368,-12.1451257,-86.38311512,36.02277,22.49463,-29.45237
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,71.53682432,18.17130016,56.79822233,57.84672242,14.51476203,30.9282627,92.01104842,-12.98520881,90.60706043,1,49.86228766,3.752311481,-3.587363247,66.75611,7.29552,44.04856
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,46.41983591,68.94991707,6.888015486,44.4045363,36.14316177,10.57526002,54.15386267,57.90514373,63.80291281,0,30.93418806,32.835078,-38.04954268,51.07108,30.96831,12.92224
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,66.72442015,-10.34341576,-47.20358114,54.16466573,-31.9858834,-13.95153897,71.58706954,-51.35705344,9.257943372,0,45.1282123,-74.83339856,68.68142711,56.56521,-29.79638,-12.4773
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,43.40114636,22.83274173,9.02273921,46.217606,13.485298,9.629099,48.01890216,-1.030379811,54.20351357,0,33.84421006,-4.713010143,-30.34169527,49.6896,11.20276,9.18868
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,7.185829043,31.54522779,-46.4342385,26.5343985,-10.28991738,-38.76028304,23.55059709,40.17219161,-67.46131467,1,18.21628778,51.55518771,-44.06634195,37.93202,-12.33784,-36.37124
BP,TD,0x39469e,32.91127083,24.71398711,-51.44824535,,15.26408965,16.43366418,-36.62239023,0x373fa6,31.33946152,32.58337179,-58.93719936,52.57883366,13.04594317,53.53563152,49.5809,13.531746,35.837476,48.01890216,-1.030379811,54.20351357,0,38.85281492,-1.773661807,-32.30382692,50.20403,9.44007,9.87251
