Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b
1,,,,,,,,,,,,,,16.09020309,-5.493270655,23.23902263,13.41172685,-0.387224001,-8.915241263,19.18711798,28.62757074,-53.41639331,0,34.53963727,-0.227403542,-4.078207839,36.46124184,28.21725558,-60.99024258
1,,,,,,,,,,,,,,38.98063323,4.120672616,18.31743663,29.72566395,-1.491982815,8.604356331,13.84959299,-47.3608055,-59.06581975,1,47.71756628,-30.56208965,-5.264180996,45.97472435,7.331559433,-47.78741654
1,,,,,,,,,,,,,,85.79052343,-48.03729542,62.19390424,84.96069878,-74.0742765,67.57059008,82.65155833,-85.50587741,91.31293115,1,85.21706862,-83.54354916,78.44972054,88.60961998,-73.78002879,43.00494681
1,,,,,,,,,,,,,,56.94183122,-35.22699042,-5.632874616,51.92754081,-23.57749333,-18.52460707,46.52374313,-42.92199767,15.01422326,0,52.47743755,-45.35869512,18.06914101,53.33043882,-20.81222572,-15.99257218
1,,,,,,,,,,,,,,48.06160432,13.93513419,23.25492159,37.63523821,8.998717098,10.48955271,28.01749017,-8.258225018,-28.74678319,0,43.57159002,-4.445129,-4.647903085,43.55120971,12.91999843,-47.13613044
1,,,,,,,,,,,,,,42.63964243,2.560972476,-44.34173835,37.31683971,28.23631486,-66.46872184,27.5424442,22.64029568,-56.48835652,0,33.67521862,2.145429678,-38.07151165,37.51741794,21.27032809,-59.42511574
1,,,,,,,,,,,,,,76.28417644,28.01379501,28.17312137,68.76937084,22.80076207,13.82817336,65.43909875,18.87778972,55.1303737,0,76.07113108,23.11626869,56.41428508,70.20393814,21.60082925,15.33651008
1,,,,,,,,,,,,,,38.84260379,-18.62195544,4.534924696,30.30313124,-13.5514166,-6.07843367,15.16321797,-21.35692281,-48.31806137,1,43.64731938,-22.93179817,-13.69581529,43.37462985,13.98235482,-53.17653436
1,,,,,,,,,,,,,,38.57729072,-16.32723197,-19.09446154,31.53215106,-3.330807066,-31.49159298,17.73165305,-66.84773664,-3.712297638,1,35.33543013,-42.34455146,39.65544216,37.11474085,8.824105266,-40.46141368
1,,,,,,,,,,,,,,22.8268157,45.36001503,20.03309277,20.69294422,15.10809086,6.229619738,10.96501546,22.63932674,-68.265895,1,34.43810398,4.566792096,0.332553662,36.51789549,28.31146167,-58.52778033
