FgR,FgG,FgB,BgX,BgY,BgZ,FgL,FgA,Fg_B,BFL,BFA,BFB,BFDis,BFTime,QCHSL,QCHSA,QCHSB,QCHSCycles,QCHSDis,QCHSOffSet,QCHSTime,QCHSRatio,QCDL,QCDA,QCDB,QCDCycles,QCDDis,QCDOffSet,QCDTime,QCDRatio,SCL,SCA,SCB,SCCycles,SCDis,SCOffSet,SCTime,SCRatio
250,59,30,0.677617765,0.922789923,0.500747911,46.82984017,58.62271834,40.16572028,11,38,19,85.68500423,14879,0,20,22,21,110.389927,24.70492279,71,209,0,20,22,21,110.389927,24.70492279,132,112,9,21,21,2,109.7707283,24.08572406,43,346
64,243,43,0.278364737,0.611259474,0.675663673,87.674142,-85.40068772,78.13993707,19,14,41,40.68142455,14877,0,20,22,21,79.2140723,38.53264775,73,203,0,20,22,21,79.2140723,38.53264775,133,111,8,21,25,4,77.6252465,36.94382195,72,206
40,180,252,0.68224761,0.329512655,0.842033929,70.47614087,12.12813552,-50.9032054,17,10,21,37.47969198,14879,17,10,21,11,37.47969198,0,141,105,17,9,22,24,37.83170153,0.352009547,201,74,17,10,21,11,37.47969198,0,188,79
223,129,137,0.158011547,0.630555889,0.841317154,57.67937738,30.04294202,-9.925977384,14,34,13,78.3065742,14905,15,31,15,11,83.82776745,5.52119325,144,103,19,21,22,22,114.4258707,36.11929647,153,97,16,29,16,10,87.01508495,8.708510756,152,98
173,172,116,0.140447165,0.907531364,0.542589769,65.74087896,-24.12706234,23.10282657,14,34,13,74.61871732,15013,15,31,15,10,78.25343291,3.634715588,127,118,19,21,22,22,99.63621223,25.0174949,153,98,16,29,16,10,79.54513522,4.926417896,156,96
56,125,106,0.753987003,0.287107255,1.039705254,45.82535436,-25.77271021,-5.869135454,17,3,39,73.84986722,14882,17,3,39,14,73.84986722,0,177,84,19,14,36,25,84.81905779,10.96919057,198,75,18,7,36,15,74.25979252,0.409925295,234,63
189,47,227,0.361536509,0.563522148,1.029986047,46.48526968,81.68851601,-88.57741367,12,39,10,78.02396102,15041,11,38,9,12,81.79126714,3.767306126,161,93,11,37,8,24,80.92271837,2.898757357,199,75,14,27,15,8,108.743211,30.71925002,144,104
195,151,127,0.374397825,0.367238552,0.548987178,64.08796956,-0.046596496,5.672921821,10,18,32,15.25172529,14923,0,20,22,21,23.29288742,8.041162128,74,201,0,20,22,21,23.29288742,8.041162128,134,111,8,21,25,4,21.43266567,6.180940385,73,204
251,89,120,0.348644874,0.071027813,0.352744292,51.71828805,58.81188334,-5.876722757,12,11,33,11.39117865,14899,12,11,33,14,11.39117865,0,211,70,14,19,31,33,19.09346485,7.702286194,344,43,13,16,32,11,14.4988609,3.107682245,183,81
35,73,14,0.763059689,0.199839227,0.703509844,25.5633553,-15.7861313,6.909118625,17,3,39,90.95468714,14897,17,4,36,14,91.5926506,0.637963458,185,80,19,14,33,26,100.8995161,9.944828966,210,70,18,7,36,15,91.26125399,0.306566852,235,63
25,197,24,0.035548254,0.496537393,0.776121929,70.9570158,-71.72248532,65.31150899,18,18,40,60.84533405,14911,14,27,37,11,66.12514587,5.279811822,157,94,19,19,28,24,78.31240754,17.46707349,183,81,15,25,25,6,86.51574882,25.67041478,111,134
85,77,125,0.261717782,0.944425431,0.819370646,34.80242202,20.37025012,-41.98627107,12,39,10,106.8531484,14902,15,31,15,12,116.2603655,9.407217089,152,98,19,21,22,22,148.3839863,41.53083796,156,95,16,29,16,10,120.8122626,13.95911416,154,96
156,0,27,0.940085356,0.81985139,0.170976791,31.41672527,34.9254997,18.5876598,4,31,7,62.88602171,14887,5,30,8,16,63.26030406,0.374282346,225,66,11,27,15,35,69.1546244,6.268602688,412,36,8,25,13,10,65.09972104,2.213699325,172,86
164,186,106,0.618406987,0.590507328,0.443862489,72.65752401,-36.83719621,29.20786655,14,8,31,31.86340041,14872,0,20,21,8,52.07655708,20.21315668,90,165,8,14,32,25,44.41623197,12.55283156,233,63,14,9,31,12,32.518383,0.654982597,210,70
175,10,3,0.765994267,0.472612824,0.72455828,32.35827335,44.9159687,18.88843162,10,9,33,57.3613371,14931,0,20,22,21,64.30226714,6.940930031,73,204,0,20,22,21,64.30226714,6.940930031,134,111,11,15,31,12,58.43358644,1.072249339,208,71
204,194,62,0.273131556,0.075390311,1.048751032,76.98089714,-25.62391403,66.4764048,19,14,41,79.08462523,14897,17,3,38,12,85.36855175,6.283926527,150,99,19,14,41,26,79.08462523,0,202,73,18,7,39,18,81.16046377,2.075838544,272,54
151,192,11,0.700330799,0.903324678,1.055897851,72.84248231,-48.89968141,73.57405348,19,14,41,62.73984683,14885,0,20,22,21,83.61107031,20.87122348,77,193,0,20,22,21,83.61107031,20.87122348,134,111,19,15,41,20,62.99584451,0.25599768,335,44
51,218,160,0.778305794,0.526999661,0.458441846,80.66924438,-54.0866024,2.342082849,18,8,28,62.92786879,14905,17,5,29,13,65.42186437,2.493995582,157,94,19,14,28,26,71.71649492,8.788626134,214,69,18,8,28,15,62.92786879,0,230,64
146,73,91,0.005518726,0.479884665,0.087794195,36.5084617,23.74054992,-13.07175045,12,39,10,78.13463751,14943,15,31,15,12,89.11387161,10.97923409,152,98,19,21,22,22,128.458283,50.3236455,153,97,16,29,16,10,94.62102993,16.48639242,161,92
214,86,70,0.62532961,0.110535184,0.072974361,45.37976309,40.2090968,17.76344505,16,7,27,45.63388402,14897,16,8,28,13,45.84626876,0.21238474,168,88,19,15,29,23,56.60312502,10.96924099,181,82,16,8,28,13,45.84626876,0.21238474,221,67
155,153,149,0.815092649,0.483306209,1.060360986,60.68884945,-5.328752376,-16.99685233,16,5,32,48.53327394,14967,16,5,32,17,48.53327394,0,186,80,19,14,29,24,57.83026436,9.296990415,189,79,16,5,32,17,48.53327394,0,280,53
16,250,59,0.794203256,0.108791024,0.556211634,88.04794998,-87.63373563,74.22728178,18,7,38,154.291285,14962,18,7,38,12,154.291285,0,157,95,19,14,36,25,162.6408425,8.349557544,201,74,18,7,36,15,154.5167763,0.225491346,235,63
138,196,28,0.893030893,0.669563837,0.336019154,73.14795465,-56.95196536,71.90096942,17,3,39,60.86471697,14920,18,7,36,15,61.61175434,0.747037374,171,87,19,14,36,25,72.77524224,11.91052527,199,74,18,7,36,15,61.61175434,0.747037374,236,63
225,134,120,0.386200782,0.28086402,0.153560219,57.02179291,24.03821957,2.418137304,9,15,20,14.01097696,15232,8,15,19,9,14.1016955,0.090718537,128,119,10,19,22,22,16.59258257,2.581605607,233,65,9,16,20,5,14.72922936,0.718252395,93,163
145,84,108,0.281788701,0.550670838,0.458446643,37.43554517,22.58644978,-21.72102603,12,37,15,58.07096556,14987,11,39,13,11,58.80044182,0.729476261,139,107,15,31,15,26,66.53415691,8.463191349,223,67,13,36,12,19,59.59932347,1.528357915,271,55
89,2,109,0.864829248,0.851465257,0.238101668,23.05016171,40.21549541,-47.72931503,6,34,3,80.22948354,15606,9,35,8,18,83.1648602,2.935376655,283,55,16,29,16,27,107.1929765,26.96349299,267,58,14,27,16,9,98.5117046,18.28222106,176,88
94,164,133,0.552717887,0.443508518,1.061084675,62.76845826,-34.93108207,-1.216952946,15,4,37,38.91650936,16007,15,4,37,12,38.91650936,0,175,91,19,14,35,27,52.2756711,13.35916173,246,65,15,5,36,16,39.2772277,0.360718336,303,52
61,22,7,0.27651182,0.825760594,0.973133193,14.40060017,6.543232327,-5.654441615,12,39,10,104.8752024,15248,12,39,10,11,104.8752024,0,136,112,19,21,22,22,133.6719521,28.79674964,153,99,16,29,16,10,113.130614,8.255411547,154,99
26,95,199,0.666404584,0.805746401,0.002821459,42.9435019,42.31600457,-86.01990455,6,34,2,99.87026612,15043,15,30,17,13,123.4915019,23.62123577,182,82,17,26,18,27,138.6968467,38.82658061,238,63,11,31,10,13,108.3512226,8.480956504,225,66
8,17,112,0.744931361,0.993957042,0.758940096,17.82791387,38.68830585,-57.97774211,8,37,3,98.57148763,15052,10,38,7,23,99.26728782,0.695800199,189,79,10,38,7,23,99.26728782,0.695800199,205,73,11,35,8,16,100.2674324,1.695944813,262,57
137,9,47,0.145913305,0.882231728,0.965111946,25.39703963,35.40739291,1.265561416,14,34,13,137.4625417,14944,15,31,15,10,142.5624087,5.099866956,124,120,19,21,22,22,167.7349006,30.27235886,159,93,16,29,16,10,144.9396633,7.477121563,154,97
192,255,128,0.947736976,0.894700062,0.594569809,0,0,0,3,29,9,99.72950182,14971,3,18,22,9,101.6900058,1.960503967,129,116,1,22,16,26,101.0994713,1.369969521,223,67,6,17,18,5,101.5888742,1.85937241,90,166
31,55,108,0.881942611,0.559888756,0.643926353,23.13527567,24.65437799,-47.15546232,12,15,16,79.71832895,14921,11,17,16,11,79.73743205,0.019103103,161,92,11,13,20,25,81.91785867,2.199529723,250,59,12,15,16,7,79.71832895,0,114,130
102,99,102,0.567287726,0.431741586,0.820511689,39.42847194,-5.051275444,-11.98099362,11,8,33,48.70639184,14882,11,8,33,14,48.70639184,0,176,84,8,14,32,27,53.46513809,4.758746254,267,55,11,8,33,14,48.70639184,0,231,64
166,185,78,0.186161077,0.745455684,0.405476204,71.87618331,-38.5818953,49.2594901,11,36,27,49.41028278,14907,13,30,32,13,53.37058252,3.960299747,172,86,19,21,22,22,71.84569046,22.43540768,165,90,15,25,24,6,66.64044868,17.2301659,111,134
147,54,166,0.096507612,0.098343388,0.396962798,40.05639659,53.8091085,-60.60475526,9,35,16,13.2332682,14867,9,34,16,17,14.68191539,1.448647185,234,63,2,27,13,25,41.80485715,28.57158895,193,77,9,21,21,2,54.08989527,40.85662707,42,353
103,112,244,0.319701196,0.978562168,0.605022079,54.35438634,53.1832197,-78.69933389,12,39,10,132.5969431,14894,15,31,15,12,144.1575476,11.5606045,152,97,19,21,22,22,179.5659564,46.96901329,153,97,16,29,16,10,149.5168366,16.91989343,150,99
17,2,70,0.416932497,0.191155971,0.582607709,9.03302558,18.21143319,-35.30519493,10,9,32,66.01427278,14852,10,10,30,9,66.50106916,0.486796381,120,123,12,11,28,28,67.7222964,1.708023622,291,51,11,13,26,8,67.49894405,1.484671269,141,105
96,38,196,0.772075302,0.865557641,0.458630325,33.29665491,72.3754044,-93.24736984,8,37,3,105.9461847,14962,10,38,7,19,107.5784562,1.632271493,159,94,16,29,16,27,132.6440914,26.6979067,242,61,10,38,7,19,107.5784562,1.632271493,300,49
152,174,28,0.235880812,0.717241186,0.685938726,66.76370725,-41.25249741,63.69707042,12,32,35,58.85186624,14887,11,36,27,9,63.52259747,4.670731236,110,135,19,20,22,21,88.48157374,29.6297075,147,101,15,26,30,9,66.02655409,7.174687854,139,107
241,32,124,0.344278781,0.182293357,0.68983264,48.70425809,70.64105565,-19.38879517,12,30,35,21.89555128,14878,11,28,34,14,22.01301204,0.117460766,174,85,7,33,27,24,30.05218502,8.156633744,218,68,9,21,24,3,34.54311341,12.64756214,54,275
68,153,22,0.284975429,0.955208597,0.94393492,56.41669365,-55.54727477,52.66743715,11,35,35,71.88145019,14881,12,32,35,11,72.28480504,0.403354851,137,108,19,21,23,22,93.42909233,21.54764214,152,97,15,25,26,6,83.49841559,11.6169654,110,135
29,159,245,0.384745707,0.43777964,0.61428607,64.53967881,21.34301521,-61.1384848,5,34,4,11.75835052,14888,7,33,7,14,12.43109796,0.672747447,205,72,3,28,10,27,38.69319574,26.93484522,230,64,10,30,11,13,17.32566157,5.567311055,217,68
36,200,56,0.837828342,0.857720524,0.554109757,70.54913415,-68.72860788,56.05953594,16,4,37,54.7128691,14833,0,20,21,8,81.27016924,26.55730014,88,168,1,25,22,23,81.32296817,26.61009906,172,86,17,4,37,17,55.44407977,0.731210665,286,51
109,54,117,0.673171379,0.365004412,0.230844102,28.79870745,30.10805511,-41.72622447,13,15,16,67.06737925,14833,14,13,18,11,68.1895379,1.122158648,142,104,14,15,16,31,67.59859996,0.531220711,309,48,13,15,16,7,67.06737925,0,117,126
243,164,73,0.168437415,0.86663125,0.938609097,68.12734743,11.50715643,48.85157511,14,34,13,115.7363679,14883,13,30,32,11,130.7532174,15.01684958,135,110,19,21,22,22,131.2348836,15.4985157,154,96,16,26,23,9,129.4931881,13.75682028,141,105
114,194,126,0.255473815,0.022142243,0.852174222,73.98461683,-46.46205696,14.67990048,18,7,38,36.52763723,14859,17,3,38,14,36.91064371,0.383006483,179,83,19,14,36,25,51.3672627,14.83962547,196,75,18,7,38,17,36.52763723,0,257,57
102,4,172,0.049630092,0.028182656,0.308884907,28.57725049,65.37917891,-81.90221353,6,33,12,7.01816903,14855,1,19,19,12,34.98067722,27.96250819,149,99,2,27,13,24,25.39463997,18.37647094,181,82,3,24,17,8,27.73986596,20.72169693,141,105
164,32,229,0.078876712,0.396976545,0.783550198,42.74063547,83.86727728,-98.44098906,12,39,10,98.01414435,14866,14,34,13,12,106.7274242,8.713279814,153,97,18,24,19,25,150.775571,52.76142669,203,73,16,29,16,10,126.4639542,28.44980989,153,97
48,31,224,0.014930002,0.909009681,0.195719979,36.39499088,87.40689151,-109.6638088,13,36,12,231.897509,14890,16,29,16,10,242.9822058,11.08469679,126,118,19,21,22,22,271.3205923,39.4230833,153,97,16,29,16,10,242.9822058,11.08469679,154,96
109,56,172,0.912663838,0.582439948,0.251119052,36.40446556,50.69068714,-71.05899072,7,29,5,70.88954882,14907,12,18,13,12,75.72595829,4.836409477,165,90,16,22,18,32,94.75478599,23.86523718,333,44,15,22,17,6,89.02181681,18.13226799,110,135
145,145,201,0.695798347,0.373774174,0.69782479,62.19829502,11.73994325,-48.89384208,16,11,20,44.957967,14902,16,11,20,10,44.957967,0,139,107,16,9,22,27,46.28534481,1.327377812,238,62,16,11,20,10,44.957967,0,172,86
106,192,47,0.264598707,0.518773248,0.892176198,68.44228319,-62.6109999,56.72834835,19,16,40,53.10424453,14847,0,20,22,21,83.9878439,30.88359937,71,209,0,20,22,21,83.9878439,30.88359937,132,112,18,17,38,17,54.15139877,1.047154244,285,52
176,132,245,0.106328811,0.881247092,0.036245768,62.99839775,47.03452096,-63.79586596,12,39,10,150.9704824,14877,16,29,16,10,165.0662997,14.09581728,124,119,19,21,22,22,195.0564795,44.08599706,152,97,16,29,16,10,165.0662997,14.09581728,152,97
140,192,6,0.243351942,0.608313365,0.30315453,73.04964408,-55.34570762,73.60403839,13,28,36,27.88968393,14866,0,20,22,7,60.51073732,32.62105339,71,209,8,34,33,26,35.34078641,7.451102476,233,63,12,28,33,12,31.67463417,3.784950234,205,72
109,82,225,0.480431374,0.03080606,0.341770079,49.12406657,60.63905706,-87.71712661,15,13,18,46.92515667,14832,15,13,18,8,46.92515667,0,191,77,16,13,20,37,53.07420801,6.14905134,380,39,15,13,18,8,46.92515667,0,138,107
59,194,155,0.048176603,0.160968225,0.458629167,74.56876234,-44.48800279,-1.996840523,14,20,33,1.373187836,14859,14,20,33,12,1.373187836,0,148,100,15,20,32,28,7.585294358,6.212106522,286,51,14,20,33,12,1.373187836,0,196,75
87,253,25,0.767576241,0.204068754,0.886902317,0,0,0,17,4,39,105.227956,14866,17,4,39,22,105.227956,0,160,92,19,14,36,25,114.3375366,9.109580598,196,75,17,4,39,22,105.227956,0,316,47
45,224,180,0.417578148,0.78812056,0.553103196,80.34803533,-49.65981654,-3.000208076,8,34,14,14.54256481,14838,8,34,14,13,14.54256481,0,200,74,10,29,15,31,17.39383557,2.851270762,348,42,9,32,15,15,15.46571284,0.923148036,245,60
88,25,209,0.009683665,0.196824204,1.032209822,34.93312347,79.71038199,-105.3071038,12,39,10,60.23110191,14855,12,39,10,11,60.23110191,0,133,111,17,26,18,27,114.2456222,54.01452026,233,63,15,31,15,12,86.30679967,26.07569776,180,82
206,165,53,0.415138017,0.128836063,0.390261302,63.32635071,-6.648800782,53.42268694,17,4,39,35.45458935,14868,19,14,39,12,41.10439922,5.649809873,140,106,19,14,40,26,41.38746002,5.932870673,199,74,18,8,39,19,35.86630009,0.411710746,293,50
36,58,201,0.628743939,0.539213548,0.126613883,35.89750977,63.2032537,-96.87596733,6,34,3,76.75588844,14868,11,35,11,17,87.689496,10.93360756,236,63,17,26,18,26,126.1963727,49.44048427,213,69,14,28,16,10,104.0196655,27.26377707,167,89
160,217,45,0.525693567,0.543418406,0.856125639,78.42965182,-59.30722195,69.57614268,18,7,39,53.51534326,14842,0,20,22,7,109.7721772,56.25683391,77,192,8,14,32,25,100.2754748,46.76013153,230,64,18,7,39,18,53.51534326,0,281,52
179,173,248,0.487579021,0.511859744,0.34602776,74.10333441,23.11251453,-44.64942343,5,33,4,7.229594003,14947,8,26,8,14,8.975089245,1.745495242,202,73,17,25,20,29,46.63630819,39.40671419,263,56,12,27,13,14,17.41995346,10.19035946,234,63
2,201,226,0.361023463,0.30010007,0.985019346,75.44199517,-15.27407505,-42.34138764,12,10,30,10.27983773,14871,13,10,26,12,10.36381629,0.083978556,176,84,15,10,22,26,16.38940647,6.109568736,231,64,13,11,28,11,11.49780543,1.217967704,187,79
142,92,171,0.482653998,0.147646193,0.572456593,45.21359033,37.46439614,-56.58214447,14,12,21,40.80994303,14855,14,12,21,10,40.80994303,0,152,97,15,11,22,29,43.00573096,2.195787924,268,55,14,12,21,10,40.80994303,0,168,88
120,68,194,0.569772493,0.054581252,0.904410334,42.03864092,55.73903838,-80.55972771,16,10,21,48.07471827,14896,16,10,21,12,48.07471827,0,139,107,16,10,22,27,48.59721871,0.52250044,236,63,16,10,21,12,48.07471827,0,195,76
20,94,203,0.905864733,0.075826766,0.6654994,42.9435019,42.31600457,-86.01990455,18,8,23,86.36199615,14856,18,8,23,13,86.36199615,0,146,101,18,9,22,23,87.18714734,0.825151187,180,82,18,8,23,13,86.36199615,0,205,72
47,16,28,0.038678454,0.934839984,0.262388714,12.1887157,11.15507864,-12.60074842,14,34,13,148.3102435,14905,16,29,16,10,157.2377458,8.927502324,155,96,19,21,22,22,182.1262511,33.81600763,153,97,16,29,16,10,157.2377458,8.927502324,158,94
175,166,231,0.647068734,0.227801569,1.050617981,73.31132541,20.69610102,-46.01495619,17,7,25,27.95130763,14889,16,6,28,15,28.74640096,0.795093325,184,80,19,15,26,25,36.66865816,8.71735053,200,74,17,7,25,14,27.95130763,0,226,65
210,159,98,0.614831254,0.174660117,0.882154913,63.54897026,-0.337431067,24.90222877,18,7,39,45.41277529,14832,17,3,38,14,45.73062485,0.317849556,176,84,19,14,37,25,53.34311711,7.930341813,196,75,18,7,39,18,45.41277529,0,267,55
253,172,209,0.678851436,0.13054917,0.448326818,76.58502321,27.55523595,-27.85716457,18,8,24,31.00242244,14872,18,8,24,13,31.00242244,0,122,121,19,15,26,23,39.91779584,8.915373398,171,86,18,8,24,13,31.00242244,0,213,69
166,77,243,0.569952297,0.250058303,0.467339675,52.86182832,79.93500642,-81.27270979,11,20,12,26.88505818,14894,11,20,12,14,26.88505818,0,206,72,9,21,12,23,30.90688915,4.021830965,220,67,11,22,13,11,30.11337,3.228311821,188,79
175,247,197,0.585444787,0.111919443,0.705351315,90.57416122,-39.77087873,-1.865961698,18,7,34,62.54517029,14865,18,7,34,14,62.54517029,0,150,99,19,14,33,26,76.71749607,14.17232578,209,71,18,7,34,14,62.54517029,0,229,64
193,38,48,0.916824835,0.990163835,0.824903819,37.22516683,48.97522168,13.32184008,20,19,28,74.31474246,14934,2,22,16,11,81.37273411,7.057991651,140,106,2,27,13,24,81.00963154,6.69488908,181,82,7,24,22,5,81.66743332,7.352690861,90,165
202,189,50,0.001118613,0.468296716,0.741899963,70.93292608,-28.08497575,68.30215059,15,25,36,91.90504026,14986,14,27,37,11,92.37873925,0.473698988,140,107,19,21,23,22,106.3983691,14.49332888,154,97,15,25,24,6,109.9675838,18.0625435,110,136
43,40,28,0.894407061,0.042514449,0.23967275,16.89295859,-0.369811726,-5.550387006,18,7,32,118.0308407,14877,18,8,30,14,118.5112461,0.480405367,165,90,19,14,28,26,124.6239731,6.593132353,215,69,18,8,30,14,118.5112461,0.480405367,220,67
197,179,65,0.162463159,0.220504016,0.499758135,70.40302416,-20.35874516,54.00839644,18,18,40,36.12969822,14886,17,19,40,11,36.56476493,0.435066703,138,107,19,16,41,26,40.95787788,4.828179659,199,74,18,19,36,15,38.46742314,2.337724919,242,61
117,68,146,0.659687449,0.114325052,1.058248459,34.68117473,38.5392093,-54.04015132,16,6,28,58.83853145,14873,15,5,34,10,59.30605034,0.467518889,119,124,17,8,25,32,60.58808007,1.749548623,303,49,16,7,28,14,58.91369984,0.075168387,239,62
171,134,73,0.404390883,0.324939151,0.793147342,53.02602024,-6.427281468,25.86138191,15,15,38,46.38641166,14888,15,15,37,13,46.88379499,0.497383332,196,75,14,13,35,26,47.49041116,1.103999506,278,53,15,15,36,15,46.81402111,0.427609449,246,60
135,187,104,0.258152376,0.311851465,0.423334042,73.26237696,-47.71124908,29.08436334,14,11,36,14.15104565,14872,0,20,22,21,52.23637853,38.08533288,71,209,0,20,22,21,52.23637853,38.08533288,131,113,13,10,35,14,14.67328821,0.522242564,232,64
133,84,186,0.208956586,0.842368513,0.690310031,46.65802865,46.81316793,-68.50205232,12,39,10,120.6859093,14922,15,31,15,12,132.0919296,11.40602036,147,101,19,21,22,22,168.624688,47.93877872,154,96,16,29,16,10,137.442433,16.75652376,152,98
67,155,234,0.824901279,0.034027043,0.607826782,63.93761887,16.45837249,-62.17651919,18,8,24,80.89132031,14865,18,8,24,14,80.89132031,0,189,78,19,15,23,24,88.44294227,7.55162196,184,80,18,8,24,14,80.89132031,0,218,68
134,93,101,0.318541895,0.624937749,0.078591696,38.90706297,7.589054368,-14.63003409,11,38,9,55.41052632,14886,11,38,9,14,55.41052632,0,185,80,17,26,18,28,80.90426452,25.4937382,245,60,11,38,10,19,55.97696756,0.566441247,293,50
207,67,178,0.88569139,0.124322253,1.037717468,49.40501416,65.78084383,-53.0537425,17,7,26,49.26321355,14874,16,6,28,17,50.47514073,1.211927177,204,72,19,15,26,25,56.13524583,6.87203228,198,75,17,7,26,15,49.26321355,0,236,63
209,145,254,0.170611061,0.925041622,0.105135609,67.95792103,47.95060852,-55.24496375,12,39,10,140.1138078,14892,16,29,16,10,154.3695266,14.25571881,121,123,19,21,22,22,184.1839138,44.07010605,152,97,16,29,16,10,154.3695266,14.25571881,150,99
238,86,2,0.126325742,0.663034066,0.437140131,52.58642213,46.67189822,56.82246645,14,34,13,125.8039675,14890,13,29,34,9,144.6628646,18.85889701,116,128,19,21,22,22,148.6676649,22.86369738,151,98,16,26,23,8,142.6195867,16.81561916,127,117
