Type,Method,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CD_Fg_L,CD_Fg_a,CD_Fg_b,Com_Fg_L,Com_Fg_a,Com_Fg_b,GammutFlag,ComS_Fg_L,ComS_Fg_a,ComS_Fg_b,Measured_L,Measured_a,Measured_b,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,25.25890955,9.183200154,-0.044129443,17.57597016,9.055890527,-12.34339158,15.49126686,14.62679623,5.563890249,0,15.49126686,14.62679623,5.563890249,21.1320794,11.22096434,-11.05868745,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,48.09139686,-10.62797735,-23.39215714,41.41410136,4.543324889,-41.99558534,44.75559579,-12.00937084,-24.42544279,0,44.75559579,-12.00937084,-24.42544279,39.4623214,2.069574904,-35.22311034,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,76.24945091,-18.96001997,28.36707999,72.3619746,-35.74721463,22.11123888,74.69560535,-19.71205501,30.65472057,0,74.69560535,-19.71205501,30.65472057,67.99112348,-25.99677222,24.21669056,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,52.52324593,-49.52073982,32.35722099,47.44329868,-44.2175924,30.68145765,49.63414088,-55.78601403,40.3258486,0,49.63414088,-55.78601403,40.3258486,65.87304535,-35.11770879,-10.85472715,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,38.84260379,-18.62195544,4.534924696,30.30313124,-13.5514166,-6.07843367,34.12577084,-23.09279745,7.87709601,0,34.12577084,-23.09279745,7.87709601,30.13262895,-9.885898312,-3.02488754,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,81.15488677,-23.82246402,32.94112863,78.37126639,-42.5218177,27.87148387,79.75745038,-24.63076803,35.20022075,0,79.75745038,-24.63076803,35.20022075,78.86236847,-37.01754661,24.22861155,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.54627849,22.81523314,-37.59743296,35.52784298,33.28666307,-61.77275267,39.62716972,25.59932837,-40.07567473,0,39.62716972,25.59932837,-40.07567473,39.98178727,50.54612319,-79.74914267,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,27.21913126,70.65206662,-95.88308585,33.25379754,84.85354613,-112.6500684,18.68386592,90.4834316,-107.739665,1,18.68386592,90.4834316,-107.739665,48.28522592,33.13328584,-77.444333,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.1506668,42.45508877,-14.65039692,33.88899063,40.04784821,-32.15721267,39.17315981,47.25412691,-15.16849822,0,39.17315981,47.25412691,-15.16849822,61.67147487,-25.52566862,17.66895106,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,24.8852177,13.4351107,12.81793316,15.22263315,9.307470836,-7.662693183,14.84231939,21.45869017,15.25690837,0,14.84231939,21.45869017,15.25690837,51.01319624,-36.07506238,20.72727014,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,66.79409563,-43.12900637,18.34545482,63.53252263,-47.73312377,11.44227018,64.85219532,-45.78123871,20.51351408,0,64.85219532,-45.78123871,20.51351408,59.52562883,-23.1668162,-15.93700466,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.39620751,-18.9767092,9.472264708,90.01465211,-30.60827584,-8.37192995,89.23503776,-19.45873214,10.21063733,0,89.23503776,-19.45873214,10.21063733,82.58260362,1.438474739,-30.02999376,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,52.35084127,47.17025343,22.72548614,41.27169291,41.89088138,9.129010085,49.4461587,50.47900673,27.76414449,0,49.4461587,50.47900673,27.76414449,44.80120035,62.55037463,-58.03983317,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,61.28771854,56.28811716,70.61793137,52.78493676,51.68300587,60.16453693,59.04677014,58.91508123,101.6434304,1,59.04677014,58.91508123,101.6434304,72.0140892,14.30829185,38.3810271,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,85.78970709,-0.195443252,-9.365630335,84.56611686,-3.180266061,-26.61014335,84.5190612,-0.233018534,-9.135994734,0,84.5190612,-0.233018534,-9.135994734,76.96885922,-0.592199001,-22.27730159,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.22124795,31.01256827,-66.1785546,39.6897321,59.69652991,-95.8967749,39.25426197,34.71524716,-70.08455255,0,39.25426197,34.71524716,-70.08455255,37.15160051,47.15468715,-81.95567277,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.156967,18.88826638,-33.01747234,56.58496705,25.84467863,-61.43686143,59.96776529,19.84983531,-33.83986165,0,59.96776529,19.84983531,-33.83986165,56.60471269,40.13947714,-71.06970465,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,76.20791958,-18.81057896,47.27612703,71.87618331,-38.5818953,49.2594901,74.65263776,-19.55762186,51.56318608,0,74.65263776,-19.55762186,51.56318608,68.06481287,-25.34655389,46.68402053,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.40168057,-14.05702224,9.314699765,50.81565316,-20.94965276,-1.147579611,54.90452091,-15.21558665,11.2779361,0,54.90452091,-15.21558665,11.2779361,47.99433856,-12.71932679,-4.350898913,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.58892194,14.13247355,-13.86054059,50.87387527,11.53780577,-31.60667436,55.10512743,15.00936869,-13.89427166,0,55.10512743,15.00936869,-13.89427166,50.40522725,35.45638679,-59.88132003,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.44065826,-5.002038298,61.59630999,87.49229546,-19.92908275,64.60261388,87.22308905,-13.68316531,79.16814078,0,87.22308905,-13.68316531,79.16814078,79.19653566,-8.476560169,32.29037273,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,58.87394746,-27.08196298,-18.45827145,54.25438372,-11.98086725,-36.73223035,56.47895576,-29.26179042,-18.73817021,0,56.47895576,-29.26179042,-18.73817021,48.12113568,-5.397799911,-33.7889231,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.34737834,-28.59880434,9.045595543,35.61587477,-21.74577148,-1.032232221,39.39908249,-34.00891289,12.76447736,0,39.39908249,-34.00891289,12.76447736,34.70142291,-13.75210469,-1.476554212,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.58892194,14.13247355,-13.86054059,50.87387527,11.53780577,-31.60667436,55.10512743,15.00936869,-13.89427166,0,55.10512743,15.00936869,-13.89427166,50.40522725,35.45638679,-59.88132003,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.60025277,-0.73223996,-33.05041966,52.35335968,15.119167,-57.73832267,55.11726351,-0.849870069,-34.07443009,0,55.11726351,-0.849870069,-34.07443009,49.30146721,11.91115375,-47.42412059,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.61292162,-4.80370979,18.35766833,34.21093099,-12.58310661,8.545027383,39.70351464,-5.636777353,25.1147309,0,39.70351464,-5.636777353,25.1147309,33.47797266,6.134435957,-20.3876981,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,38.0231667,42.38743025,35.9581334,28.0070446,31.02875126,25.06684673,33.14019171,48.85165064,45.86387592,0,33.14019171,48.85165064,45.86387592,52.20828272,-4.436867425,-1.165542845,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.19935519,8.692964349,-42.46604939,58.41009826,24.09547364,-71.40625145,60.01262957,9.126121512,-43.59998108,0,60.01262957,9.126121512,-43.59998108,54.56399398,18.33361818,-61.55072691,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,37.89837244,44.35875371,-81.32620229,36.96678816,75.43001979,-108.6779514,32.98924893,51.0990937,-87.05898944,0,32.98924893,51.0990937,-87.05898944,35.3607351,62.09408356,-93.76527193,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,38.97191949,-23.55641272,8.971468767,31.52063369,-23.07737301,0.626849811,34.28045637,-29.38520373,13.82430283,0,34.28045637,-29.38520373,13.82430283,30.56855363,-13.37472719,0.707299964,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,76.16805824,42.55084406,-18.92205185,71.43603323,45.97025963,-46.27123376,74.61139594,43.7785973,-18.98601374,0,74.61139594,43.7785973,-18.98601374,67.88774059,47.67808155,-35.34818351,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,66.77411658,-18.6181834,-0.446138402,62.40197048,-22.09992367,-13.55763978,64.83124464,-19.66193548,0.303776683,0,64.83124464,-19.66193548,0.303776683,58.29244992,-13.82934948,-23.00772264,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.2533795,-9.570487735,9.262571207,55.87188596,-17.09885104,-1.920582262,60.06980345,-10.21496259,10.89686111,0,60.06980345,-10.21496259,10.89686111,52.86182832,-12.7971428,-0.505714863,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,52.73894001,37.26352927,-47.34313534,46.19071294,50.58582987,-77.39571669,49.86914019,39.94094247,-49.26859681,0,49.86914019,39.94094247,-49.26859681,44.30455226,45.05586659,-67.59191517,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,87.01984148,-33.03508633,84.96692935,84.72278215,-51.43769064,84.84472302,85.77991635,-33.98607752,93.52658326,1,85.77991635,-33.98607752,93.52658326,76.13672902,-33.50251768,67.6678344,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,61.98358332,-37.96381748,18.14059906,57.39554829,-43.32946481,11.44063503,59.78420835,-40.76239861,20.72632046,0,59.78420835,-40.76239861,20.72632046,52.79593179,-30.84470175,3.964963958,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,81.02577604,-33.24267859,42.35844729,78.48505119,-52.00542787,39.7297025,79.62453595,-34.40345164,45.40923929,0,79.62453595,-34.40345164,45.40923929,71.31677115,-37.17747245,29.51429026,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.59889284,-23.76647111,-0.067981191,90.75251687,-30.15382207,-15.94393643,89.44220745,-24.36883051,0.38523434,0,89.44220745,-24.36883051,0.38523434,80.48795425,-20.05078006,-19.0246493,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,29.20987696,28.10528245,3.592893454,19.37059322,20.58855369,-14.05225864,21.65733035,37.21575608,9.949158483,0,21.65733035,37.21575608,9.949158483,52.64168031,-35.89126214,22.27139988,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,22.41819384,59.66954698,-83.05952035,26.24484291,66.74735237,-93.55318484,10.06029838,90.05102388,-100.6098929,1,10.06029838,90.05102388,-100.6098929,34.19028505,65.05062348,-94.82034882,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,71.43441139,33.24523534,-0.421795445,63.70488468,33.27489492,-21.18169937,69.6994856,34.39960898,0.247296215,0,69.6994856,34.39960898,0.247296215,62.36386194,37.76952045,-9.020593239,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,13.8838373,32.05945333,0.997085938,14.9805875,5.191756626,-6.450458891,7.128202257,1.082299283,-8.883320896,0,7.128202257,1.082299283,-8.883320896,36.36654625,-3.973449069,-24.7330176,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,40.73343849,65.63252104,55.06351097,35.60610828,43.68339771,26.21228471,36.36648155,73.16346358,35.24304986,1,36.36648155,73.16346358,35.24304986,51.67855392,12.56275589,22.25741391,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.04165215,40.5035406,-75.98111832,40.82405217,71.87227839,-102.0274963,39.04780674,45.15578559,-80.24544926,0,39.04780674,45.15578559,-80.24544926,38.93293812,54.80943683,-91.55074293,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,38.57486902,12.79172403,47.24988541,27.24154896,1.836069914,13.35241237,33.80478862,15.00394974,33.68452328,0,33.80478862,15.00394974,33.68452328,31.69281141,18.81516955,-26.30448964,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.02080898,-43.56998028,58.96996058,56.86533462,-50.3876774,51.4963923,59.8236243,-46.87078674,73.61868926,1,59.8236243,-46.87078674,73.61868926,57.93249105,-9.730554564,-26.25363415,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,81.01958651,23.76937235,-9.745665466,77.24793852,21.12725615,-34.4165847,79.61816367,24.38170027,-9.517342768,0,79.61816367,24.38170027,-9.517342768,71.88628867,30.02374061,-31.17252259,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.39620751,-18.9767092,9.472264708,90.01465211,-30.60827584,-8.37192995,89.23503776,-19.45873214,10.21063733,0,89.23503776,-19.45873214,10.21063733,82.58260362,1.438474739,-30.02999376,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.28305345,4.490529601,-4.647144557,55.48707666,-3.168237304,-21.11253151,60.10120434,4.69100427,-4.088539626,0,60.10120434,4.69100427,-4.088539626,56.14781731,22.86351679,-58.70318004,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,85.79965439,9.199191023,28.24918419,81.6721261,-2.048455531,17.9376618,84.52926157,9.394594138,29.92370606,0,84.52926157,9.394594138,29.92370606,78.60728295,21.11469758,-14.22681981,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.24396574,27.02302156,-66.20266976,55.04142337,58.40096276,-77.51478729,54.73546159,28.6768821,-68.29850696,0,54.73546159,28.6768821,-68.29850696,49.53247414,48.52135499,-87.01297562,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,52.82768729,4.390098714,-18.61868332,45.18580701,4.966548418,-38.5140296,49.96577208,4.696732527,-19.07716828,0,49.96577208,4.696732527,-19.07716828,44.84339411,15.25847204,-44.00797946,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,42.5291079,52.87519861,2.960677046,33.22160551,41.56980076,-9.26180782,38.456977,58.73850362,5.317965748,0,38.456977,58.73850362,5.317965748,59.99699637,-11.62382161,33.51528049,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,71.62966862,-24.27158087,62.94435491,66.76370725,-41.25249741,63.69707042,69.90270046,-25.41867161,72.05818565,0,69.90270046,-25.41867161,72.05818565,64.83537189,-3.802576885,-8.392600514,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.34737834,-28.59880434,9.045595543,35.61587477,-21.74577148,-1.032232221,39.39908249,-34.00891289,12.76447736,0,39.39908249,-34.00891289,12.76447736,34.70142291,-13.75210469,-1.476554212,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,34.17237288,-15.00063093,-9.288766538,25.66850338,-2.481881125,-20.59566181,28.36002847,-20.09375322,-9.429096334,0,28.36002847,-20.09375322,-9.429096334,56.70328016,-46.0816801,25.27706158,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,29.3892351,-14.86376836,-14.11363218,24.38581079,-4.007808053,-16.70994436,21.91510562,-23.05161167,-16.22353792,1,21.91510562,-23.05161167,-16.22353792,32.70070286,36.8138994,-68.62912079,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,51.97823408,-28.23954912,-11.93916423,45.75039795,-15.36141951,-26.40991448,49.03943188,-31.44442029,-11.91277616,0,49.03943188,-31.44442029,-11.91277616,44.36172655,-10.60144179,-23.33900887,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,57.36277164,37.65699238,8.748949067,46.86277332,34.24099704,-8.798202315,54.86282065,39.86354071,10.6498643,0,54.86282065,39.86354071,10.6498643,60.11392885,7.256337,13.95950553,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,71.59414728,18.57066964,0.040056531,64.3023583,14.43153782,-19.3147131,69.86573563,19.23080208,0.729765615,0,69.86573563,19.23080208,0.729765615,62.17701773,28.77827715,-31.71166694,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,42.84466821,-43.73607,29.6930041,36.16656295,-38.06782772,24.32589851,38.82102486,-53.51711905,44.56421014,0,38.82102486,-53.51711905,44.56421014,55.04142337,-44.36735234,31.17895493,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.52655898,14.12713682,-14.11098996,90.01002255,14.29996209,-17.22409905,89.36827623,14.39738746,-13.99849666,0,89.36827623,14.39738746,-13.99849666,85.14412513,17.52670231,-25.61357736,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,90.47125251,-10.14216626,71.79842395,87.65961775,-26.35087248,79.21573396,89.31174618,-10.40570034,76.75828749,0,89.31174618,-10.40570034,76.75828749,84.02820921,-5.493125698,28.37890442,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.6398773,18.43424662,-18.44381681,35.07313276,20.08026702,-36.61751212,39.73438362,20.71467327,-19.35079809,0,39.73438362,20.71467327,-19.35079809,35.06315754,16.02731254,-27.29410029,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,32.30058204,72.79408891,-87.27879969,34.03489617,82.87048411,-109.7539838,25.92230599,86.34093712,-95.42182306,1,25.92230599,86.34093712,-95.42182306,46.71099404,30.47796453,-70.05750494,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,76.56405626,-11.22815759,76.98083768,71.56854316,-26.73173911,75.16925309,75.02102525,-11.67186603,88.61257763,1,75.02102525,-11.67186603,88.61257763,69.74640883,-5.825464438,19.75234904,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,37.41841854,66.40615171,-91.48430587,37.89621915,92.87388984,-107.0754842,32.40653938,75.59642796,-97.67051172,0,32.40653938,75.59642796,-97.67051172,52.00638233,32.77814404,-79.67594566,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,43.56059368,-14.29045383,4.791081586,35.46898759,-16.12402732,-4.522135315,39.64357211,-16.72405667,7.427402478,0,39.64357211,-16.72405667,7.427402478,34.64062977,-7.894783467,-8.204436165,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,29.80017701,13.29178683,-27.75388783,21.79926503,16.33591987,-40.92744433,22.50030215,17.8859301,-32.62779106,0,22.50030215,17.8859301,-32.62779106,35.84917003,-5.276674901,-24.78586077,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,62.13891986,-14.31620785,32.91010016,54.49077306,-30.51514241,29.45759082,59.94866268,-15.27778887,37.7121784,0,59.94866268,-15.27778887,37.7121784,53.89945052,-1.967610231,-19.012479,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,48.23139853,23.13761554,4.693435736,37.38995168,18.06922448,-8.834435205,44.91133422,25.32808177,6.79085826,0,44.91133422,25.32808177,6.79085826,38.7773199,27.26226132,-19.28467169,,,,,,,
AD,ND,0x3d3c3d,24.15121714,0.68378038,-0.484869159,0x32252c,14.30647988,8.425655622,-2.12945129,0x2d3035,17.91358009,0.285547276,-4.094571652,71.65406472,23.22380883,23.59198348,63.07336069,18.40893203,11.08625732,69.92808695,24.04295134,25.84698052,0,69.92808695,24.04295134,25.84698052,62.15998755,28.75333723,-3.590250409,,,,,,,
