BinL,BinA,BinB,MeasuredL,MeasuredA,MeasuredB,MeasuredX,MeasuredY,MeasuredZ,R,G,B,OldR,OldG,OldB,Empty
50,35,-70,49.42933055,61.39887969,-87.19080939,0.30795,0.17945,1.0888,54,93,236,89,104,239,
50,10,-40,46.80346878,24.12289907,-64.85820058,0.19485,0.1587,0.7064,62,104,178,89,116,186,
55,30,-70,55.04142337,58.40096276,-77.51478729,0.36855,0.2297,1.0888,53,109,251,89,120,254,
50,-10,-10,46.77707522,-5.617502085,-26.60125953,0.14145,0.1585,0.33365,65,112,125,89,124,134,
50,-15,0,45.79811852,-15.88114046,-12.45149559,0.1195,0.1512,0.22935,65,113,108,89,125,118,
50,-25,25,45.17885724,-31.20814424,16.63450412,0.09555,0.1467,0.09545,67,116,65,89,128,76,
55,5,-40,51.97824564,20.1706565,-64.78591621,0.23355,0.20125,0.82035,59,120,193,89,131,199,
55,-20,0,51.36472086,-19.22959817,-12.47540212,0.15155,0.19585,0.2896,65,129,121,89,140,130,
55,-25,10,51.20958149,-27.85079253,0.590610599,0.1365,0.1945,0.20855,64,130,103,89,142,113,
60,-10,-25,57.0510543,-0.514838735,-45.91006657,0.2362,0.24975,0.69085,60,140,180,89,150,187,
60,-25,0,56.75246383,-24.7840075,-12.90077012,0.18315,0.2467,0.3603,62,144,134,89,155,143,
65,0,-45,63.69669385,21.60419632,-62.59190715,0.3701,0.3243,1.0888,52,150,233,89,160,237,
60,-45,60,56.86533462,-50.3876774,51.4963923,0.1394,0.24785,0.05545,66,150,8,89,161,20,
100,-5,30,62.01065592,-58.02858729,59.33481969,0.16375,0.30415,0.0578,255,250,187,89,174,6,
70,-15,-30,69.1908471,-2.423120411,-53.11922914,0.36905,0.3961,1.0888,52,171,220,89,180,224,
70,-45,25,69.37326917,-50.55256491,15.81323623,0.2432,0.39865,0.30865,60,180,114,89,190,123,
75,-60,60,74.79969312,-71.84605047,58.80591201,0.24805,0.4796,0.1271,62,199,49,89,208,64,
80,-55,30,80.41804555,-60.96367415,20.92044185,0.3391,0.57425,0.41765,56,214,130,89,222,139,
85,-70,65,86.71653902,-82.67095291,64.03580702,0.35495,0.6943,0.1967,56,234,67,89,241,78,
90,-45,-5,92.72911599,-40.77053422,-12.53600691,0.59565,0.8235,1.0888,45,243,230,89,250,234,
100,-5,30,30.46033817,6.187551431,-21.15365789,0.0669,0.06425,0.1413,255,250,187,90,2,78,
25,50,-50,21.31980797,51.09557324,-64.80774469,0.0724,0.0333,0.2932,67,13,126,90,27,136,
20,30,10,13.73888108,24.00283486,-8.557142828,0.0268,0.01685,0.02915,72,16,25,90,32,40,
30,55,-65,27.18582525,66.35436735,-84.68896264,0.1224,0.0516,0.5486,64,24,166,90,37,173,
25,20,5,19.1403639,13.76684526,-8.356493832,0.0343,0.0278,0.0446,71,36,42,90,50,56,
25,15,30,18.73543584,8.033114806,5.872603325,0.02985,0.02685,0.02145,72,38,1,90,53,20,
30,35,-40,25.35144814,40.2020645,-55.46327208,0.07925,0.0453,0.2772,68,40,123,90,54,133,
30,25,-25,24.60788962,26.19085213,-38.26979401,0.06195,0.0429,0.1728,69,46,99,90,60,109,
30,5,25,23.58862034,-1.027593483,10.36912319,0.0371,0.03975,0.0264,72,54,19,90,69,36,
100,-5,30,25.36665647,-2.447537686,13.43470272,0.04135,0.04535,0.0264,255,250,187,90,74,5,
45,55,-85,45.9543981,82.90607158,-93.18207224,0.32585,0.15235,1.0888,55,66,248,90,78,252,
45,50,-80,45.33830427,77.22017948,-94.24430298,0.3031,0.14785,1.0888,55,70,239,90,82,243,
35,-5,30,28.69476576,-3.62684101,6.236104059,0.05135,0.0572,0.04835,71,70,24,90,84,38,
40,25,-45,35.88784902,36.51797676,-66.15560434,0.1339,0.0895,0.5129,64,72,160,90,84,167,
40,5,-15,34.74187081,6.928195346,-29.28463834,0.08735,0.0837,0.2167,68,80,108,90,93,118,
40,-5,5,34.27276718,-7.254391325,-5.19838331,0.06985,0.0814,0.10555,69,83,75,90,97,87,
40,-10,20,33.89944077,-14.23860775,11.30321666,0.0616,0.0796,0.0568,71,85,49,90,98,63,
40,-15,40,33.8576139,-20.45476917,27.45957206,0.0559,0.0794,0.02725,71,86,6,90,100,28,
50,40,-75,49.97771393,67.80513489,-86.24532081,0.33215,0.184,1.0888,56,90,245,90,102,249,
45,5,-25,40.66245866,11.28906141,-43.83160625,0.12685,0.11655,0.3858,66,93,138,90,106,147,
45,-15,15,39.43693818,-19.05098276,5.104772963,0.08085,0.10915,0.1008,70,100,70,90,112,82,
45,-20,30,39.57204778,-26.55813502,22.26430991,0.07345,0.10995,0.05415,69,101,45,90,114,57,
50,-30,45,45.12320212,-36.61980925,38.21278021,0.08875,0.1463,0.04125,69,118,27,90,130,39,
55,-5,-25,51.54766931,2.331081882,-44.34612935,0.1922,0.19745,0.56595,63,124,166,90,135,173,
55,-35,40,51.15770889,-41.73801332,33.95016832,0.1156,0.19405,0.0746,67,133,48,90,144,60,
65,-40,25,63.32635071,-46.04103217,15.97222931,0.19695,0.3198,0.2399,65,163,100,90,174,111,
65,-50,60,63.17309071,-59.48820879,57.94042133,0.1701,0.31795,0.066,66,166,21,90,176,37,
70,-50,40,69.16574773,-58.63281361,33.95813346,0.22315,0.39575,0.19575,62,181,84,90,191,95,
70,-55,60,68.88867282,-66.7476906,57.38956082,0.20355,0.3919,0.09585,65,183,38,90,192,51,
75,-15,-35,75.38284365,1.617974954,-42.44337301,0.4704,0.4889,1.0888,51,186,245,90,194,248,
80,-35,-10,79.9597352,-28.94190575,-30.71972045,0.4328,0.5661,1.0274,52,208,210,90,216,215,
80,-60,45,80.60517333,-69.90345476,37.76914426,0.3163,0.5776,0.29075,59,215,99,90,223,109,
90,-60,25,92.53291331,-66.20543254,13.84688945,0.4925,0.81905,0.7081,53,248,168,90,254,175,
20,50,-35,21.83564548,27.88152576,-37.8767883,0.05295,0.0347,0.1492,77,0,95,91,0,101,
25,55,-55,24.16126232,49.56780319,-65.42544264,0.08395,0.0415,0.3324,68,8,134,91,16,143,
30,65,-75,30.52052002,69.89856457,-93.44138069,0.15035,0.0645,0.71265,65,10,183,91,19,190,
20,35,-5,17.48341016,15.94387521,-15.45554797,0.0313,0.02405,0.05335,72,12,46,91,27,59,
30,60,-70,29.78779128,64.03614334,-87.64787402,0.1358,0.0615,0.62925,64,17,174,91,30,182,
20,30,15,15.48724435,14.54986103,-6.782576165,0.0258,0.02,0.031,73,16,17,91,31,34,
25,40,-35,20.42041362,35.65009512,-46.72862823,0.05435,0.03095,0.1788,70,23,101,91,37,112,
25,20,10,19.28722086,4.768947048,-5.228372532,0.02935,0.02815,0.03925,73,36,36,91,50,49,
25,15,35,20.88515802,5.520400308,5.781163529,0.03385,0.03215,0.0263,74,39,0,91,53,0,
30,20,-15,24.6866178,13.95591828,-26.67730193,0.0516,0.04315,0.12355,71,48,83,91,62,94,
35,40,-55,32.35827335,49.74105367,-74.82738476,0.13085,0.07245,0.5389,66,50,162,91,63,170,
30,15,-5,25.04490278,9.555692179,-17.48573892,0.0493,0.0443,0.09355,72,50,67,91,65,80,
30,10,10,24.56050581,3.680514061,-1.760133256,0.04325,0.04275,0.05015,73,52,44,91,67,58,
30,5,30,25.5633553,-4.007068882,13.95714297,0.04085,0.046,0.02615,73,54,11,91,69,29,
35,25,-35,31.2891044,28.37725749,-49.50056507,0.0952,0.06775,0.3062,69,58,128,91,72,137,
35,15,-20,30.32738642,15.20533359,-34.09915681,0.07545,0.0637,0.2015,70,63,102,91,77,114,
35,10,-10,30.55655452,4.270393298,-20.86819065,0.06545,0.06465,0.1408,71,65,87,91,79,98,
35,5,0,29.81259508,1.567591989,-11.05299429,0.05995,0.0616,0.09935,71,67,71,91,81,83,
35,0,15,29.29864846,-6.475507747,5.121903923,0.05115,0.05955,0.0529,73,69,47,91,82,61,
35,-5,35,29.09488456,-10.58733064,16.84348494,0.0472,0.05875,0.03075,72,70,15,91,84,29,
40,15,-30,35.82012287,19.71339778,-46.79338556,0.1092,0.08915,0.3434,69,76,133,91,89,142,
40,0,-5,35.15279463,-3.014134845,-16.36991994,0.0782,0.08575,0.1556,70,82,91,91,95,102,
100,-5,30,34.66091036,-18.66851612,26.87229118,0.06055,0.0833,0.0301,255,250,187,91,98,2,
45,20,-45,41.79823225,32.20236717,-66.96227655,0.1693,0.1237,0.6295,65,87,174,91,99,180,
40,-15,45,33.83667411,-22.47442923,22.97556835,0.0541,0.0793,0.03395,72,86,0,91,100,14,
100,-5,30,40.49178757,-30.90984962,35.87244873,0.07305,0.1155,0.0317,255,250,187,91,117,8,
50,0,-25,46.13685648,6.865310759,-43.17301355,0.1576,0.1537,0.46215,65,108,151,91,120,160,
55,-30,25,51.40482574,-37.18123986,15.91000186,0.12365,0.1962,0.13735,68,132,77,91,143,88,
60,5,-45,58.49457526,23.14041312,-71.56107714,0.31015,0.26485,1.0888,58,134,218,91,145,223,
60,-35,25,57.09977125,-40.47580983,14.4378883,0.15745,0.25025,0.18915,67,147,87,91,158,99,
60,-40,40,56.7721187,-49.29411962,34.42808211,0.1405,0.2469,0.1027,68,149,58,91,160,72,
60,-45,65,57.06567621,-51.03071818,53.13430823,0.13975,0.2499,0.0526,79,160,0,91,161,0,
65,-20,-15,62.80617661,-15.64076516,-31.9721457,0.2587,0.31355,0.64355,61,157,175,91,168,182,
65,-45,40,63.2270064,-54.51642898,33.31514322,0.1797,0.3186,0.14995,66,165,71,91,175,83,
70,-30,-5,68.32171383,-27.75207127,-20.38973895,0.28765,0.3841,0.62,60,175,171,91,185,178,
70,-40,15,68.60977727,-43.92496388,3.908508343,0.25095,0.38805,0.38945,63,178,132,91,188,141,
75,-25,-20,74.60680445,-15.84297674,-42.30714687,0.4,0.47655,1.0649,53,189,215,91,198,219,
30,70,-80,34.7620706,66.46359007,-94.19495654,0.1765,0.0838,0.81665,66,0,195,92,0,199,
30,75,-85,32.87557224,79.59793938,-103.6319433,0.18595,0.0748,0.9029,79,0,215,92,0,207,
20,45,-25,18.21005552,29.94564636,-32.90721889,0.04245,0.02565,0.1056,73,1,74,92,9,86,
20,40,-15,17.6220594,24.23192583,-23.72338315,0.0368,0.02435,0.0742,73,10,60,92,20,73,
20,35,0,16.86889643,22.09963086,-13.1881008,0.0334,0.02275,0.0464,75,11,34,92,26,53,
20,30,25,17.69095725,14.27750325,-0.840231755,0.03085,0.0245,0.02785,75,15,4,92,31,20,
20,30,20,16.18033906,17.3548306,-2.803009684,0.0289,0.02135,0.02695,74,16,11,92,31,27,
25,35,-25,22.33778844,27.62154825,-32.78585888,0.05455,0.0361,0.1316,72,27,87,92,41,98,
25,30,-15,22.12420302,21.13076402,-22.83477293,0.0485,0.0355,0.09455,73,30,71,92,44,83,
25,25,-5,21.22618036,15.32843199,-15.68921623,0.0413,0.03305,0.06935,72,33,57,92,47,69,
30,40,-45,27.98016186,40.46502796,-58.19657918,0.09255,0.0545,0.32765,70,37,132,92,50,140,
35,45,-60,33.41413005,55.37214384,-80.96201764,0.14695,0.0773,0.62435,67,46,171,92,60,179,
30,5,40,26.03976763,0.812092656,6.246049376,0.04585,0.0476,0.03955,76,56,0,92,68,0,
30,5,35,25.69844842,-0.539144045,12.33773213,0.04375,0.04645,0.02875,74,54,0,92,69,19,
40,30,-50,37.51741794,41.0817909,-70.22328182,0.1526,0.0982,0.58395,67,68,168,92,82,175,
35,-5,40,29.80019654,-7.841073293,15.86198619,0.0518,0.06155,0.0342,73,70,4,92,84,17,
100,-5,30,33.79474168,-14.60576769,21.63121657,0.06085,0.0791,0.03605,255,250,187,92,95,11,
40,-10,25,34.89297912,-16.47700808,14.03882712,0.0635,0.08445,0.0545,73,85,43,92,98,56,
40,-15,50,35.58656422,-17.82904637,22.98635286,0.06505,0.08795,0.03905,83,96,0,92,100,0,
45,0,-15,40.97671933,1.429147503,-29.7833505,0.1146,0.1185,0.28555,70,95,121,92,107,130,
45,-10,5,41.00875573,-13.3147043,-6.485806086,0.09545,0.1187,0.15655,71,98,87,92,111,98,
45,-20,35,40.56505845,-24.961169,21.65110136,0.0797,0.11595,0.05945,72,101,35,92,114,49,
50,15,-45,47.57873767,29.80761602,-69.18025395,0.2133,0.16465,0.77795,64,102,188,92,114,194,
50,-20,15,46.0423824,-25.80364549,4.298526666,0.10725,0.153,0.1473,71,115,82,92,127,93,
50,-25,30,45.67525911,-32.33835656,20.39206464,0.0968,0.1503,0.0864,71,116,56,92,128,68,
55,10,-45,52.98231212,26.15978428,-70.44148825,0.2574,0.2103,0.92435,62,118,203,92,129,208,
50,-30,50,46.06265106,-35.54599728,35.14613638,0.0949,0.15315,0.0505,71,117,11,92,130,26,
55,-35,45,51.35898769,-41.71586231,34.07837888,0.11685,0.1958,0.0752,71,133,35,92,144,51,
65,-10,-30,63.55308111,1.742994393,-53.93163197,0.31125,0.32255,0.9497,61,154,204,92,164,210,
70,-35,5,68.64247039,-34.83267826,-8.735814971,0.27325,0.3885,0.5036,62,177,152,92,186,159,
75,-50,30,74.8785096,-56.15033376,20.78031272,0.2873,0.48085,0.34165,64,197,117,92,205,126,
80,-50,20,80.43483289,-53.7108984,7.984989071,0.36055,0.57455,0.5397,59,212,150,92,220,158,
80,-65,65,81.0629457,-77.57498183,63.55273726,0.30095,0.58585,0.1522,63,216,53,92,225,64,
85,-35,-15,86.32795439,-26.13913162,-23.57249243,0.54315,0.68645,1.0888,51,224,236,92,231,239,
85,-60,35,86.90604882,-67.92253427,24.52395651,0.403,0.69815,0.4865,58,231,133,92,239,142,
85,-65,50,87.15601806,-76.23808927,42.97047553,0.38015,0.70325,0.334,61,233,102,92,240,112,
90,-50,5,92.71150875,-49.80691884,-11.7023628,0.5584,0.8231,1.07475,51,245,210,92,251,214,
90,-55,15,93.03851213,-57.80673054,0.601541805,0.53245,0.83055,0.89565,52,246,189,92,253,195,
25,60,-60,27.25545747,50.93263455,-68.20155954,0.1017,0.05185,0.39615,73,0,147,93,0,151,
20,30,30,17.01274463,16.76882396,-2.775401422,0.0306,0.02305,0.02895,78,16,0,93,31,0,
25,45,-40,22.75796205,40.00279529,-50.13484664,0.0675,0.0373,0.21775,72,17,110,93,32,120,
25,20,15,21.56106654,8.771971415,0.717316105,0.0378,0.03395,0.03575,75,35,25,93,50,42,
30,30,-30,25.4122145,28.7153185,-43.8323011,0.06765,0.0455,0.20825,72,43,107,93,57,117,
30,15,0,23.1522541,9.267729124,-13.94931983,0.0429,0.03845,0.07355,74,50,60,93,64,73,
30,10,15,22.61891884,4.587700226,-1.865960073,0.03805,0.0369,0.04365,75,52,34,93,66,51,
35,0,20,28.154316,-7.119091265,5.328716157,0.04675,0.05515,0.0483,75,68,39,93,82,54,
35,-5,45,28.41959312,-13.50550898,16.8229255,0.04285,0.05615,0.02905,80,75,0,93,84,0,
40,-5,10,33.6474191,-12.82678792,0.609987275,0.0619,0.0784,0.08355,73,83,67,93,96,79,
45,10,-30,40.3610569,15.83687905,-49.23118192,0.13175,0.1147,0.4271,69,91,147,93,103,155,
45,-5,-5,40.20502228,-7.998363969,-18.27209968,0.09775,0.11375,0.20795,71,96,103,93,109,114,
50,-5,-15,45.47628315,-3.522519847,-31.4147814,0.1359,0.14885,0.3531,70,110,134,93,122,143,
50,-30,55,44.9486233,-36.29411173,40.59593153,0.08825,0.14505,0.0365,74,119,0,93,130,0,
60,-15,-15,56.66881196,-11.21300632,-31.66994176,0.20945,0.24585,0.5263,66,141,161,93,152,169,
65,5,-50,64.35074052,27.73864567,-61.46424049,0.398,0.33235,1.0888,57,148,243,93,158,247,
65,-35,15,62.40197048,-38.95932685,2.119606637,0.2032,0.30875,0.3206,67,162,120,93,172,129,
65,-50,65,62.67610548,-58.87277082,60.78681933,0.16735,0.312,0.0571,69,166,0,93,176,14,
70,-55,65,68.63883907,-67.81720888,65.9226043,0.1992,0.38845,0.0697,69,182,16,93,192,36,
75,-55,45,74.84699942,-66.21025533,40.10512672,0.2619,0.48035,0.21535,64,198,87,93,207,97,
75,-60,65,74.7112559,-74.08408762,65.3280894,0.242,0.4782,0.1028,66,199,36,93,208,51,
80,-25,-25,80.42364198,-12.14345508,-33.75234141,0.4994,0.57435,1.0888,53,204,240,93,212,244,
80,-40,0,79.78992466,-37.62279769,-18.34549887,0.4018,0.5631,0.84095,57,209,190,93,217,196,
80,-45,10,80.18803043,-47.25651447,-4.255183857,0.3769,0.57015,0.6698,60,211,170,93,219,177,
100,-5,30,21.79926503,34.15196849,-46.39554627,0.0582,0.0346,0.189,255,250,187,94,1,114,
20,40,-10,16.07953859,22.25065848,-18.82394567,0.03145,0.02115,0.05545,76,8,52,94,19,66,
20,35,5,15.87601503,18.21525906,-8.420789555,0.02865,0.02075,0.03465,76,11,31,94,26,46,
20,30,35,15.51346189,19.32404191,-4.80536986,0.0284,0.02005,0.02815,89,25,0,94,30,0,
30,45,-50,25.59345188,49.16751278,-68.34855442,0.09065,0.0461,0.37395,72,32,139,94,46,149,
25,25,0,19.88298467,15.70353965,-13.55829249,0.0376,0.0296,0.0584,76,32,47,94,47,62,
25,20,20,18.43091416,9.257577066,0.259755184,0.0298,0.02615,0.0281,76,35,16,94,50,35,
35,50,-65,32.07854547,65.44222353,-88.69203653,0.15415,0.0712,0.68755,67,43,181,94,55,187,
30,25,-20,23.78681448,25.64136636,-35.93282624,0.05825,0.04035,0.15545,74,45,91,94,59,102,
30,20,-10,24.14512682,11.78036592,-21.72181225,0.048,0.04145,0.10235,75,48,75,94,62,87,
30,10,20,23.1182825,-0.305633038,3.551805266,0.03625,0.03835,0.0355,76,52,30,94,66,44,
35,30,-40,30.67626848,34.58194867,-57.53902902,0.09965,0.06515,0.3578,72,55,136,94,69,145,
35,20,-25,29.34930397,19.13601369,-41.30240761,0.07515,0.05975,0.2322,73,61,112,94,74,121,
40,35,-55,37.20679432,48.2886559,-78.3522979,0.1627,0.0965,0.6697,68,66,177,94,79,184,
35,5,5,28.34034301,0.20401128,-10.02300236,0.05325,0.05585,0.088,75,67,63,94,80,76,
40,20,-35,35.16273493,27.45560882,-55.01146237,0.11595,0.0858,0.39985,72,73,140,94,86,150,
40,10,-20,35.50823946,10.35382854,-34.93066533,0.0954,0.08755,0.25785,72,78,117,94,91,126,
40,0,0,34.12824508,-7.938904964,-10.84071175,0.06855,0.0807,0.12525,74,81,83,94,94,94,
45,25,-50,41.72025289,37.65177394,-74.18427489,0.1787,0.1232,0.7133,67,84,182,94,97,189,
40,-10,30,33.77374895,-18.02818555,17.05429925,0.0577,0.079,0.04425,76,84,31,94,98,47,
45,-15,20,39.4623214,-22.14730437,9.05467042,0.0776,0.1093,0.0883,73,99,62,94,112,74,
45,-20,40,39.18181751,-28.7143618,29.439397,0.06955,0.10765,0.0386,74,101,26,94,114,39,
50,-15,5,45.19970182,-19.64466321,-6.947846732,0.11065,0.14685,0.1936,72,113,99,94,125,110,
55,-10,-15,51.20958149,-7.645541085,-31.4465709,0.1706,0.1945,0.4352,68,125,147,94,137,156,
55,-25,15,50.66379888,-31.68594238,4.785802988,0.12705,0.1898,0.1819,71,130,94,94,141,105,
55,-30,30,51.07685853,-39.05426397,22.09325257,0.1189,0.19335,0.11145,72,131,67,94,143,79,
55,-35,50,50.55826235,-45.64470879,44.07857341,0.10675,0.1889,0.04805,73,133,27,94,144,39,
60,-5,-30,57.2843061,5.868721425,-52.76770448,0.25325,0.25215,0.78215,65,138,190,94,148,196,
60,-30,15,57.23098373,-36.52331184,4.513743634,0.16535,0.2516,0.2456,70,146,107,94,157,117,
60,-40,45,56.4761735,-51.57872825,39.56495193,0.1349,0.2439,0.08475,71,149,50,94,159,62,
65,-25,-5,62.14294995,-25.39576171,-19.05638297,0.22965,0.3057,0.495,66,159,157,94,169,164,
65,-30,5,62.65929075,-34.24802902,-7.693099575,0.2153,0.3118,0.4006,67,160,138,94,171,147,
65,-45,45,62.94416924,-57.15509212,40.48750878,0.17255,0.3152,0.119,71,165,61,94,175,73,
70,-10,-35,69.32327017,3.495927922,-52.89091349,0.3891,0.39795,1.0888,59,169,230,94,178,233,
70,-45,30,68.82002479,-54.22146643,19.71925441,0.22955,0.39095,0.27565,68,180,104,94,189,114,
70,-50,45,69.21234908,-64.03542969,40.45066325,0.21205,0.3964,0.16425,68,181,74,94,191,85,
85,-70,70,86.40739581,-85.23530328,72.35972172,0.34355,0.68805,0.154,63,234,52,94,241,64,
20,50,-30,21.1320794,22.23019452,-31.34716183,0.04605,0.0328,0.11805,83,0,89,95,0,93,
100,-5,30,22.99891472,53.4225244,-69.06390129,0.08265,0.038,0.34465,255,250,187,95,0,145,
100,-5,30,16.45433346,22.15202045,-15.76011043,0.03235,0.0219,0.0502,255,250,187,95,2,64,
20,45,-20,18.05374108,23.13388395,-24.84454224,0.0373,0.0253,0.0794,76,0,67,95,4,79,
25,50,-45,21.37575979,43.68609839,-58.06916097,0.0653,0.03345,0.25025,74,11,118,95,24,128,
20,35,10,15.77327132,15.42296463,-6.810312175,0.0269,0.02055,0.0318,78,11,24,95,25,40,
25,40,-30,20.06391034,32.71227261,-41.7428925,0.05065,0.03005,0.15275,75,22,94,95,36,105,
25,30,-10,18.3869691,19.46660546,-22.38621958,0.03585,0.02605,0.07415,77,29,61,95,44,76,
25,25,5,19.96362086,10.69865775,-9.709614915,0.0346,0.0298,0.0502,77,32,42,95,47,56,
25,20,30,19.20345266,6.367344896,3.926281692,0.03005,0.02795,0.0249,78,35,2,95,49,20,
25,20,25,18.00881525,6.351362804,5.953557224,0.0272,0.0252,0.0199,77,35,11,95,50,28,
35,55,-70,33.39281247,66.53656898,-92.84227836,0.1659,0.0772,0.7676,68,38,189,95,51,196,
35,15,-15,29.37458934,11.32935636,-28.54750961,0.06735,0.05985,0.1657,75,63,96,95,76,106,
35,10,-5,28.70778491,4.992732923,-19.17931075,0.05875,0.05725,0.1214,76,65,79,95,78,91,
35,0,25,28.97945347,-8.864928616,9.257655849,0.04815,0.0583,0.04335,76,68,33,95,82,46,
40,5,-10,34.81249987,0.655051313,-23.03636158,0.0806,0.08405,0.18435,75,79,97,95,93,110,
50,20,-50,48.06413909,34.47297556,-75.72607429,0.22785,0.16845,0.87835,66,100,198,95,112,203,
45,-20,45,39.6897321,-28.28048621,28.87187964,0.0722,0.11065,0.0412,76,101,13,95,113,28,
50,5,-30,46.25790261,11.61596252,-49.46056543,0.16685,0.1546,0.5247,69,106,161,95,118,168,
50,-10,-5,45.3244722,-12.10481052,-18.58725097,0.122,0.14775,0.2615,72,111,115,95,123,126,
55,15,-50,53.31419838,30.9150901,-77.30102369,0.27245,0.21335,1.0375,66,115,212,95,127,217,
50,-25,35,45.09533651,-35.9048672,25.57984047,0.08945,0.1461,0.06905,75,116,45,95,128,59,
55,0,-30,51.51914893,7.851263923,-50.62887622,0.203,0.1972,0.63435,69,121,175,95,133,182,
55,-15,-5,50.8796919,-15.83325957,-19.23753246,0.15375,0.19165,0.3315,71,127,130,95,138,139,
55,-20,5,51.16347647,-24.11915005,-7.481297977,0.1421,0.1941,0.255,72,128,111,95,140,122,
60,10,-50,58.10343383,29.82209297,-72.23545891,0.32385,0.2607,1.0888,63,132,228,95,142,232,
60,-20,-5,56.50092799,-18.51105915,-19.94387873,0.1932,0.24415,0.41445,70,143,143,95,153,151,
60,-25,5,56.81630336,-27.89910169,-7.330767225,0.1778,0.24735,0.3193,70,144,125,95,155,134,
60,-35,30,56.99739049,-43.83674277,20.9693764,0.151,0.2492,0.15705,72,147,79,95,158,90,
65,-40,30,62.70551397,-49.26586216,21.28383746,0.1854,0.31235,0.20385,71,163,90,95,173,102,
65,-50,70,63.1606382,-57.32449897,58.05807505,0.17395,0.3178,0.06565,86,180,0,95,176,0,
70,-20,-20,68.88867282,-13.88443097,-40.23764491,0.33165,0.3919,0.88425,62,172,200,95,182,205,
75,-30,-10,74.28242226,-24.83141527,-28.74231616,0.36765,0.47145,0.8534,63,190,195,95,199,201,
80,-60,50,80.76658114,-71.62465158,42.36946959,0.3135,0.5805,0.26245,66,215,89,95,223,99,
80,-65,70,80.43483289,-78.31853874,69.40114094,0.2919,0.57455,0.1237,67,216,37,95,224,50,
20,40,-5,20.55718684,16.05756619,-11.94110201,0.0398,0.0313,0.05735,78,7,45,96,18,59,
20,35,15,17.52975404,16.08475346,-3.91074724,0.0315,0.02415,0.032,79,11,19,96,25,34,
35,65,-80,34.93312347,79.71038199,-105.3071038,0.20375,0.08465,0.9803,68,26,207,96,39,213,
25,35,-20,21.67137867,27.01377177,-31.48254143,0.05165,0.03425,0.12205,76,26,79,96,40,90,
30,50,-55,27.46302042,54.72954787,-71.4291728,0.10785,0.0526,0.42675,73,27,148,96,41,157,
35,60,-75,34.94314967,71.80040236,-97.96969138,0.1881,0.0847,0.873,68,33,199,96,45,204,
25,20,35,20.40079055,10.00311435,2.521187892,0.03535,0.0309,0.02975,79,35,0,96,49,5,
30,35,-35,25.83267182,34.24630504,-49.09020549,0.0751,0.0469,0.2424,75,39,114,96,53,125,
30,15,5,23.73745114,5.069676239,-8.904522564,0.0417,0.0402,0.06315,77,50,52,96,64,66,
30,10,25,23.38842162,4.289136864,3.393736922,0.0401,0.03915,0.03655,78,52,19,96,66,37,
35,35,-45,31.16079096,40.94141086,-64.46830732,0.11075,0.0672,0.42165,74,52,144,96,66,154,
40,40,-60,37.37169246,53.69868529,-84.02041525,0.1737,0.0974,0.7425,70,62,186,96,75,192,
35,5,10,28.85049791,-3.808559697,-2.906901983,0.05175,0.0578,0.0703,78,66,53,96,80,69,
35,0,30,28.38000344,-10.13936351,14.92543286,0.0452,0.056,0.0318,78,68,22,96,82,38,
45,30,-55,42.95847358,44.48055613,-79.56864377,0.20245,0.1313,0.81,70,81,191,96,94,198,
40,-5,15,34.71154093,-11.87975859,4.352076771,0.06715,0.08355,0.07805,77,83,57,96,96,71,
40,-10,35,35.01322287,-16.67629129,21.99783329,0.0638,0.08505,0.03905,77,84,23,96,98,39,
45,5,-20,40.87235143,4.685066271,-34.69537757,0.11855,0.11785,0.3184,74,92,129,96,105,138,
45,-10,10,39.85699465,-16.89893577,-0.67796755,0.0853,0.11165,0.12415,76,98,78,96,110,90,
45,-15,25,39.90697856,-25.51788667,15.53311346,0.07605,0.11195,0.07195,76,99,53,96,112,66,
50,-20,20,45.31755383,-27.74099386,10.70329805,0.10065,0.1477,0.11675,75,114,72,96,126,85,
55,-35,55,50.76316637,-43.73548782,45.45161842,0.1105,0.19065,0.046,76,132,11,96,144,24,
100,-5,30,55.6394691,-49.75672822,51.6816151,0.13215,0.23555,0.05045,255,250,187,96,156,0,
60,-40,50,56.88003114,-50.54563769,44.29441244,0.13925,0.248,0.0733,74,148,37,96,159,51,
70,-55,70,69.20159945,-65.13754319,65.35391975,0.20965,0.39625,0.0738,71,182,0,96,192,0,
100,-5,30,69.24458172,-66.50426229,66.56723494,0.2072,0.39685,0.07075,255,250,187,96,192,2,
75,-45,20,74.47987289,-50.4118822,8.539336274,0.29775,0.47455,0.4364,66,195,137,96,204,145,
75,-60,70,74.91314558,-72.12051788,71.25219363,0.24855,0.4814,0.08505,70,199,17,96,208,33,
80,-55,35,80.59402187,-64.19705785,26.3428155,0.33205,0.5774,0.37505,66,214,121,96,222,129,
85,-40,-5,85.85621777,-36.8836737,-24.0392847,0.4945,0.677,1.08315,59,225,215,96,232,219,
85,-55,25,86.32546986,-61.5300875,13.13930698,0.41565,0.6864,0.5925,63,230,154,96,237,161,
20,45,-15,20.63488567,19.35437944,-18.30806361,0.04235,0.0315,0.0736,81,0,60,97,0,73,
35,80,-95,38.56844344,91.52371659,-105.9164768,0.2652,0.1041,1.0888,71,0,241,97,0,240,
25,55,-50,23.18616685,52.57072356,-65.26519282,0.0826,0.03855,0.31895,75,4,126,97,11,136,
