L,A,B,MLA,MA,MlaB,MX,My,MZ,r,g,b
34.05690325,7.598486842,-37.40387507,27.42166643,26.8242649,-54.8428623,0.0745,0.05245,0.297,34,71,132
34.06946197,-9.768959138,-14.39987918,26.67770955,3.583317217,-26.51561351,0.05015,0.0498,0.1365,34,77,94
38.76211476,-10.51717392,-18.74007759,32.31373428,-0.117737722,-31.20925168,0.06855,0.07225,0.20435,34,89,113
38.88636288,-19.54919884,-4.677715334,32.01092437,-11.91686875,-13.6820684,0.0564,0.0709,0.12215,34,92,90
38.74223389,-28.48302989,13.49380658,32.280276,-20.19246323,6.671435336,0.05045,0.0721,0.0611,34,94,60
38.66025001,-33.4743461,27.61823427,31.18417261,-24.73229959,15.84953749,0.04335,0.0673,0.03825,34,95,36
47.94430459,-19.87891832,-14.60400117,41.58720234,-8.073615025,-28.31850306,0.1053,0.12235,0.2828,34,116,130
52.61885957,-34.10286142,4.253908183,47.09887985,-27.79400624,-4.049734001,0.1107,0.16095,0.19555,34,133,109
57.14408532,-53.75826157,47.69439807,53.28169464,-53.34610595,43.93968615,0.1122,0.21305,0.0586,34,151,37
80.74090298,-53.58252107,8.672443917,80.58286782,-51.92245792,-2.243495876,0.36785,0.5772,0.6542,34,223,177
85.43613169,-63.36429458,23.15049661,86.90113531,-65.38601947,17.4603074,0.41115,0.69805,0.557,34,241,161
10.88014654,20.25498295,-19.51720109,17.24974302,0.886862779,-12.15302897,0.0228,0.02355,0.04565,35,13,48
11.33636383,4.080949659,16.96993125,11.41464541,4.547196236,-12.83687326,0.01405,0.0132,0.02955,35,21,0
23.90790459,41.13037247,-62.14571348,23.32123442,49.45715277,-72.24744094,0.0798,0.03895,0.3738,35,29,146
16.27228863,8.290579816,-13.23517587,11.92432765,16.51843161,-21.20771245,0.0195,0.01395,0.0454,35,30,51
16.09020309,-5.493270655,23.23902263,13.41172685,-0.387224001,-8.915241263,0.01535,0.0163,0.02885,35,34,0
20.23140649,17.12477115,-32.30548535,15.1959243,25.54729735,-39.81238073,0.03115,0.01945,0.1116,35,35,88
20.7474793,-4.518105443,-0.021756756,17.73673307,3.778294632,-6.759827287,0.02525,0.0246,0.03725,35,44,42
25.308334,-13.79211928,9.24008922,19.45357439,-2.935693296,0.619279807,0.0256,0.02855,0.03015,35,57,38
33.5748865,30.81616487,-61.74867623,30.46033817,53.64194522,-82.24676146,0.12445,0.06425,0.5824,35,59,173
29.52923802,7.895290385,-32.59820962,23.13527567,24.65437799,-47.15546232,0.05495,0.0384,0.205,35,60,112
29.51351976,-13.79254054,-0.177006578,23.13527567,-2.494702775,-8.696885755,0.0349,0.0384,0.06015,35,67,61
33.98849342,12.06970217,-42.20526214,28.06071178,31.64909516,-59.60772037,0.0827,0.0548,0.33915,35,69,140
38.80998524,-24.0523143,4.396328552,30.80724849,-16.29615614,-6.047238628,0.0485,0.0657,0.08885,35,93,75
43.45798238,-19.9380245,-9.221069501,36.69649719,-9.067142964,-20.38504885,0.07885,0.09375,0.18735,35,104,109
43.13777221,-38.35677057,32.35077589,36.69649719,-30.34283174,22.4580388,0.05795,0.09375,0.04355,35,108,37
47.78738183,-6.032004209,-33.37960697,42.55153864,13.3742568,-52.69474596,0.1427,0.1286,0.49365,35,111,163
47.80404496,-43.65705227,37.64970849,41.96905015,-38.54599785,29.44161097,0.07175,0.1248,0.0477,35,122,37
52.457493,-1.700541467,-42.85500023,47.87978998,22.75084358,-68.44258949,0.2014,0.167,0.7751,35,122,194
52.37252955,-48.5978385,42.65098109,47.72641654,-44.52392997,33.84966237,0.0927,0.1658,0.0598,35,136,37
57.33775039,-43.65555029,18.12410453,52.31436109,-40.6244541,12.99546337,0.12435,0.20425,0.1566,35,149,96
66.71361665,-25.50383432,-23.81365476,63.1938362,-9.884305305,-46.70086957,0.2769,0.3182,0.8374,35,171,200
66.72144689,-34.73437104,-9.774993,63.197984,-24.91692494,-26.34431981,0.24095,0.31825,0.58825,35,174,173
71.2837171,-63.46793025,46.97471732,70.20043719,-66.80016795,47.79556197,0.2152,0.41035,0.1395,35,196,74
76.07194704,-63.48765066,37.61564281,75.72733649,-66.94844072,37.42881635,0.26935,0.49445,0.23945,35,211,106
85.4102947,-53.68951973,4.034627888,86.09387897,-50.22252158,-10.47848749,0.45045,0.68175,0.8829,35,238,200
90.29742318,-53.94063629,-0.493912566,92.99473298,-49.446279,-12.07804658,0.56475,0.82955,1.0888,35,254,224
11.12119136,15.17139214,-10.01321946,14.87178735,7.237321074,-15.06590642,0.021,0.01885,0.04335,36,16,36
11.49206124,10.09002773,-0.001337393,10.88527231,6.243920159,-10.71778084,0.01385,0.01245,0.0253,36,19,24
19.60058668,36.56820354,-52.38738299,17.46019003,41.29797808,-59.48339277,0.04855,0.024,0.21895,36,22,118
19.72291148,31.4066009,-47.20712406,15.1959243,40.53709951,-56.57724521,0.04075,0.01945,0.18295,36,26,110
20.10398594,26.27954603,-42.16833429,15.56576648,37.71760763,-51.62043491,0.0399,0.02015,0.1623,36,30,103
16.14987723,4.475681398,-4.633336722,12.31907,7.272156085,-15.03751558,0.01645,0.01455,0.03545,36,31,39
15.85690726,-4.024740844,22.15607191,12.44823516,5.257592662,-10.88484509,0.0159,0.01475,0.0293,36,33,2
16.41533722,0.082875444,4.734096018,12.98452508,9.68863864,-11.55386591,0.01855,0.0156,0.0317,36,33,27
20.26819016,21.32716418,-36.78467113,14.00129654,34.7862229,-47.49610539,0.0336,0.0173,0.13295,36,33,95
24.30939031,35.50534949,-56.75425461,22.24908431,47.43107389,-68.268365,0.07275,0.03585,0.32905,36,34,138
20.66962168,-8.973024393,13.41281111,16.10479808,-0.455896984,-7.160979464,0.01995,0.0212,0.03325,36,45,23
28.90292368,35.3866543,-61.46463711,25.99556174,53.28924681,-79.20519218,0.0978,0.04745,0.4743,36,45,159
25.11268106,12.19474785,-32.17803709,19.781677,21.62564965,-42.66985462,0.04135,0.02935,0.1547,36,48,100
25.0423061,-8.901733837,-0.011019775,18.29874044,-1.864479285,-10.26822826,0.02365,0.02585,0.0455,36,55,51
25.14856248,-19.55877696,33.28748916,18.49662217,-6.845026234,-1.626809914,0.0217,0.0263,0.03105,36,58,0
29.46777909,12.43882757,-37.56722514,23.22002101,29.09455114,-51.04972852,0.05915,0.03865,0.22745,36,58,120
33.78859386,26.08624553,-56.89287731,29.20972772,49.3144081,-77.79592358,0.1107,0.0592,0.51415,36,62,165
33.96968512,16.52916694,-46.8794606,27.99360734,37.08678048,-65.86373226,0.0886,0.05455,0.38735,36,67,148
29.69095931,-24.07802569,28.47317531,22.47886713,-11.15587465,3.610212282,0.02815,0.0365,0.0336,36,70,16
34.0851739,-28.54571903,27.88396994,26.43350325,-21.44814687,14.55223483,0.032,0.04895,0.0274,36,82,26
43.22531207,-33.39520316,18.35192558,35.98429506,-29.50561705,11.70325586,0.056,0.09,0.0644,36,107,62
57.10974491,7.615073303,-57.37760474,53.95265457,41.11938126,-79.39197488,0.30585,0.2193,1.0888,36,131,236
57.22890402,-33.99819532,-0.754696269,51.94445083,-25.93816726,-14.05884943,0.1446,0.20095,0.3074,36,146,130
62.00650919,-48.7675533,23.3555778,58.34896759,-47.99888364,18.27885339,0.1538,0.2633,0.1807,36,164,98
66.34798763,-64.33507832,65.71631797,64.99827478,-64.35057345,58.36544965,0.1756,0.34045,0.0731,36,181,4
9.410181518,28.88964036,-26.29993818,14.87178735,15.43463774,-17.83991652,0.0249,0.01885,0.04885,37,7,54
24.3831513,30.9373254,-51.84631176,21.33847721,43.00706236,-62.76211682,0.0645,0.03335,0.2797,37,37,130
20.67978521,4.024416673,-13.44559336,16.18033906,7.983139554,-19.74793459,0.024,0.02135,0.05795,37,41,61
24.75062593,17.13185733,-37.15184394,19.51555628,27.53349945,-47.91996185,0.0448,0.0287,0.177,37,45,107
29.02118028,30.75406165,-56.65474577,25.74328549,46.48751675,-72.68226742,0.08825,0.0466,0.41195,37,48,151
29.39585883,16.60073233,-41.89790185,24.14512682,33.40829001,-56.70690091,0.0669,0.04145,0.27175,37,56,127
29.77314647,-5.161932696,-14.04568759,23.60521239,4.789769508,-23.0507772,0.0411,0.0398,0.1037,37,65,83
34.00083079,20.95343118,-51.42591401,29.08208806,42.35691926,-71.09976051,0.1008,0.0587,0.44865,37,65,156
34.19319386,-23.49161636,13.53010336,26.69198781,-13.79678455,-1.429164505,0.0375,0.04985,0.0575,37,81,50
47.91961467,-38.44683586,22.81476315,41.46929209,-34.15756166,14.74516284,0.07405,0.1216,0.08165,37,121,65
57.14669083,-15.72166709,-28.57025452,52.04573463,0.514721204,-51.01439526,0.19285,0.20185,0.6492,37,140,181
62.03199359,-34.3755424,-5.091266921,57.34238761,-28.27602241,-18.2303129,0.18135,0.25275,0.4122,37,160,151
66.60624268,-53.43409722,27.88904864,63.94983054,-55.72831776,25.76857741,0.1833,0.3274,0.1916,37,179,101
66.50559381,-58.44653069,42.29274105,64.29428893,-61.64087252,43.70751148,0.175,0.33165,0.1157,37,180,72
71.40174567,-58.37086583,32.62005979,69.70747019,-62.54245889,32.48352215,0.21975,0.40335,0.20855,37,195,104
80.64769023,-30.0560881,-28.99595129,80.74990874,-9.734871784,-33.18981251,0.5137,0.5802,1.0888,37,215,253
85.40608523,-78.31422955,66.96957291,88.04794998,-87.63373563,74.22728178,0.35725,0.72165,0.1583,37,245,63
8.947520574,34.22442981,-31.41116181,14.34419819,-0.03117052,-19.91831556,0.017,0.0179,0.0513,38,0,60
11.19488041,10.28515665,6.842330947,9.640859231,6.870441596,-10.51197782,0.0123,0.0108,0.0223,38,18,15
16.37459767,13.13364131,-18.05166879,9.320314887,15.72026214,-26.07720609,0.0148,0.0104,0.04615,38,28,58
16.4570456,-0.218994113,10.08230182,9.601228782,11.33609134,-12.01467551,0.0137,0.01075,0.0241,38,33,20
24.55894099,26.2529325,-46.71193396,18.45284469,41.31359416,-60.34615589,0.052,0.0262,0.2337,38,40,122
24.83369825,21.65403824,-41.97641504,19.32895622,32.21829571,-54.07113525,0.04775,0.02825,0.2069,38,43,115
20.82317486,-4.661330937,4.404381213,13.59107108,-0.071831636,-8.777759345,0.01575,0.0166,0.0291,38,44,36
20.66072389,-9.573937979,20.86720863,14.23076087,-4.192598246,-2.883149384,0.01525,0.0177,0.02265,38,45,12
29.22380305,26.03292679,-51.65791033,24.19349449,43.85279746,-68.04435587,0.0778,0.0416,0.3526,38,51,143
25.32684957,-0.519378895,-13.71188061,18.25445539,3.106038532,-23.98671127,0.02605,0.02575,0.07795,38,53,72
29.44697565,21.08657348,-46.58067065,23.30440169,35.11130933,-62.64382724,0.06505,0.0389,0.30185,38,54,135
25.38204356,-13.76568932,13.44311633,15.35549702,-9.873048251,-2.132331076,0.01495,0.01975,0.02415,38,57,32
29.50028818,-18.2155734,12.97400078,21.20739823,-13.07653352,1.200954749,0.0243,0.033,0.03395,38,68,41
29.66434625,-24.74742115,37.22307212,22.24908431,-15.57308144,8.096146311,0.0253,0.03585,0.02635,38,70,0
34.23033011,-5.82623297,-18.4550474,26.31760372,4.948332791,-28.45133259,0.05,0.04855,0.14195,38,76,101
34.36552146,-14.6043516,-4.565602184,26.20106584,-7.042123816,-13.72778542,0.04065,0.04815,0.08805,38,79,79
38.70076664,-33.58028544,33.08971319,30.47238701,-28.96428839,19.78493739,0.03825,0.0643,0.0299,38,95,26
43.30466186,-5.766668499,-28.59194181,36.75264694,10.73331699,-45.63997624,0.10265,0.09405,0.34685,38,99,142
43.41045816,-24.191335,-0.402997272,35.95539884,-17.29253198,-10.9818937,0.0671,0.08985,0.1384,38,105,94
52.49464416,-43.37147703,27.60976029,47.2423017,-41.40732846,23.29327032,0.09395,0.16205,0.0858,38,135,67
57.15243632,-38.46305772,8.517185234,52.17471565,-35.74043309,0.807925651,0.13075,0.203,0.2165,38,147,113
61.94411143,-53.48604822,37.29525324,58.52269173,-55.00215621,35.56476714,0.14345,0.26515,0.1092,38,165,71
61.81142255,-59.12952852,59.16146909,59.20961832,-60.08314034,55.18344353,0.14005,0.27255,0.05625,38,166,16
85.5868966,-58.484597,13.59536978,86.58568978,-59.09367845,3.756349309,0.42745,0.69165,0.7061,38,240,181
9.783997352,35.77224259,-34.31681315,14.70713469,8.391038124,-25.04195714,0.0212,0.01855,0.06455,39,0,66
30.95601954,75.1029919,-99.15600761,36.42340465,89.89862617,-109.6148196,0.2396,0.0923,1.0888,39,0,234
10.88716277,20.74211104,-14.94616169,10.40900213,12.1425211,-23.15196128,0.0152,0.0118,0.0441,39,12,42
11.36612845,15.28893353,-5.690732565,10.37164847,8.89713173,-11.79070658,0.014,0.01175,0.02555,39,16,31
10.98697028,8.789282028,16.58817962,10.52043384,9.840301478,-14.91618421,0.01455,0.01195,0.03035,39,18,0
15.97245739,17.60594535,-22.90242746,12.22141726,18.66133008,-28.20410719,0.021,0.0144,0.0618,39,25,64
16.11167063,8.951262982,-9.082258721,12.57623794,9.981111054,-15.42399633,0.01795,0.01495,0.03685,39,29,45
16.27403364,4.402767677,0.068388852,10.88527231,5.801420936,-13.13309585,0.0137,0.01245,0.02865,39,31,33
20.63230483,0.230419432,-4.410681006,14.00129654,1.189951826,-17.72842252,0.0169,0.0173,0.0456,39,42,48
34.32173686,-18.74412635,4.225832302,25.7283505,-13.35489107,-5.999568833,0.0351,0.04655,0.06445,39,80,65
34.11106953,-28.77014393,34.10630872,25.87722209,-22.04891508,15.16802985,0.03025,0.04705,0.02525,39,82,14
38.67638832,-5.57013274,-23.60776111,30.41208019,9.486400029,-40.10137052,0.06995,0.06405,0.2359,39,87,121
43.34737834,-28.59880434,9.045595543,35.61587477,-21.74577148,-1.032232221,0.0615,0.0881,0.0993,39,106,78
43.16390075,-38.55471611,37.90490851,36.16656295,-33.52969537,26.25951307,0.05325,0.09095,0.03515,39,108,26
52.43916453,3.034205299,-47.65852679,46.94823839,30.18049248,-76.5090376,0.2084,0.1598,0.8623,39,120,203
57.12552426,12.13463311,-61.93627277,54.32283729,48.04816224,-78.75372881,0.32925,0.2228,1.0888,39,129,245
57.28960066,-48.38569169,32.58963866,52.43677855,-45.16160236,21.7063235,0.11855,0.20535,0.1215,39,150,69
57.15582854,-54.03562649,53.60016326,52.90568937,-52.34636303,46.82609515,0.11135,0.2096,0.05075,39,151,21
61.99279143,-25.25672832,-19.00010708,57.58340934,-11.73349087,-38.56468876,0.21665,0.25525,0.6162,39,157,177
80.60279249,-39.31744517,-14.85371148,80.21613997,-27.07774611,-34.1101035,0.4429,0.57065,1.0888,39,218,224
8.581725272,30.77285122,-23.1517666,13.13853713,11.51835736,-21.47700065,0.0196,0.01585,0.0502,40,2,48
10.94201563,15.06596931,-0.726384124,9.99214753,5.673543452,-15.59301401,0.0124,0.01125,0.03,40,15,24
15.96559237,-1.094072779,23.21243476,11.02847221,7.365399539,-12.81690762,0.01445,0.01265,0.02855,40,32,0
16.32412459,-1.809132305,23.66084464,12.05714452,2.931467147,-10.23459056,0.01445,0.01415,0.0274,40,33,0
20.66962534,8.81496994,-18.23878351,16.15519816,13.58767503,-24.08526526,0.0268,0.0213,0.06845,40,39,68
20.68861504,-9.888389734,28.80151929,15.90159772,-0.976856942,-3.102808119,0.01935,0.0208,0.0267,40,45,0
25.23782607,-4.748035002,-4.44956544,17.75957447,0.767476883,-15.29809961,0.0238,0.02465,0.05405,40,54,58
25.15310515,-8.827835328,4.291197734,17.3201876,-1.123502713,-13.03178442,0.022,0.0237,0.04765,40,55,45
25.03606712,-13.50501423,17.69545796,18.18781231,-6.833535586,0.122400888,0.0211,0.0256,0.0277,40,56,25
29.70468369,-9.50219182,-4.441181132,21.01852493,-5.597542022,-15.64208658,0.02775,0.0325,0.0683,40,66,68
29.63084352,-13.64185362,3.97512522,22.49642938,-9.510516539,-5.127769757,0.0291,0.03655,0.04975,40,67,55
38.75064472,-14.57563752,-9.716595604,30.9138713,-4.853342946,-22.38567768,0.05845,0.06615,0.1499,40,90,98
38.82551781,-28.43010558,18.50445731,31.32397838,-21.96467786,7.370548616,0.04585,0.0679,0.05565,40,94,52
38.67074395,-34.21420297,39.39267984,30.92568839,-27.62222005,14.58641891,0.0405,0.0662,0.0397,40,95,12
48.06613566,-1.625954238,-37.88888839,42.2080528,18.34709347,-59.96442442,0.1484,0.12635,0.56085,40,110,172
47.85093442,-43.65709634,43.19158198,41.69681794,-38.65663812,29.8199832,0.07045,0.12305,0.046,40,122,25
52.40082375,-48.74522358,48.45089752,47.37860019,-45.23913035,40.38168617,0.09005,0.1631,0.0445,40,136,23
61.93028328,-11.35443712,-37.91853963,58.09395769,12.29732122,-66.1073286,0.2774,0.2606,0.9915,40,152,213
24.72075163,64.028709,-82.52173828,27.60030188,70.28243242,-96.58351073,0.1309,0.0531,0.6896,41,0,184
10.63708075,20.75079293,-10.69182978,12.51238022,12.08563446,-14.7042221,0.0187,0.01485,0.03545,41,11,36
15.81658518,22.2674132,-27.3007554,13.38162271,22.25429894,-30.05013864,0.0251,0.01625,0.07155,41,22,70
16.3254521,4.125134805,4.694459558,11.02847221,7.650480947,-11.68553875,0.01455,0.01265,0.02695,41,31,27
20.94357954,-4.507796393,8.903127161,16.79649774,-1.95538883,-4.851831449,0.0206,0.0226,0.0315,41,44,30
25.23142201,4.142535418,-18.45468058,18.32084015,12.50476213,-28.76336455,0.0314,0.0259,0.09255,41,51,79
29.67621435,-0.370130713,-18.6311433,21.70800619,12.46778101,-31.04925264,0.04075,0.03435,0.12065,41,63,90
29.52772003,-18.53949168,18.21572332,21.57949689,-11.80698511,3.819968328,0.02575,0.034,0.03085,41,68,33
34.2553043,-23.52709679,18.02781809,26.31760372,-20.19528031,6.089213914,0.03245,0.04855,0.0407,41,81,43
34.11281876,-29.107128,40.75195959,26.05448228,-20.3205673,11.96672588,0.0317,0.04765,0.0302,41,82,0
47.9090846,-24.18942851,-4.889443077,40.78373997,-18.1284288,-16.30615353,0.0885,0.1173,0.20275,41,117,113
52.56601696,-15.35247944,-23.72927383,46.81665724,-0.133733302,-42.53566988,0.1507,0.1588,0.4671,41,127,159
57.15026743,16.55621676,-66.45002425,54.9330103,54.61420906,-77.70170637,0.3558,0.22865,1.0888,41,127,254
57.19296496,-24.75017553,-14.47956691,52.38118858,-13.22008765,-31.16074224,0.16965,0.20485,0.45075,41,143,155
61.94166679,-38.94929659,4.469919406,57.32787585,-34.81886341,-6.904940671,0.16915,0.2526,0.3226,41,161,133
61.85407167,-43.40145566,13.51576419,57.51608248,-42.12498951,5.603076523,0.1577,0.25455,0.242,41,162,116
66.69985121,-6.611355507,-47.71056687,64.53967881,21.34301521,-61.1384848,0.38045,0.3347,1.0888,41,164,247
80.61502189,-73.21703911,61.99119942,81.87079104,-80.56706624,64.75270533,0.30225,0.6006,0.15305,41,228,63
90.18713891,-58.48164093,8.979457159,93.02100469,-58.49390794,-3.906397742,0.5295,0.83015,0.9614,41,255,204
9.193410758,33.54419061,-26.60417546,14.17372157,5.761625379,-20.74803128,0.01905,0.0176,0.05245,42,0,54
11.00008081,14.59264474,6.681825695,12.2540432,-2.978792299,-7.246009597,0.01275,0.01445,0.02385,42,15,15
15.49405938,27.38934807,-32.5986612,13.47175095,14.3767729,-32.09045949,0.0215,0.0164,0.07755,42,18,77
16.17056245,13.35815198,-13.32592996,13.85607986,1.815885796,-14.59240874,0.0169,0.01705,0.03925,42,27,51
16.22709225,8.742105881,-4.441094539,12.63981154,0.419971362,-10.55454099,0.01445,0.01505,0.0293,42,29,39
20.64408006,13.22404749,-22.99751419,14.54069708,13.50632618,-30.84886316,0.02325,0.01825,0.07925,42,37,75
20.88141841,4.163694615,-8.928045343,15.59185391,-4.139375868,-15.26420778,0.0175,0.0202,0.04615,42,41,55
37.33543388,65.34293762,-96.33311767,40.12254965,93.71822845,-103.2369834,0.28745,0.11325,1.0888,42,41,249
20.70766578,0.003879166,-0.000579159,15.1959243,1.236646692,-15.31148791,0.019,0.01945,0.0449,42,42,42
20.88074719,-5.265789623,13.79770987,14.54069708,-4.979611816,-1.443515847,0.01545,0.01825,0.02155,42,44,23
25.04344444,-13.91657865,24.05656919,19.1403639,-10.71770847,0.824254428,0.0212,0.0278,0.02905,42,56,15
34.16541161,-0.860109547,-23.42941545,27.08796128,6.555577854,-35.14089796,0.05405,0.05125,0.17835,42,74,109
43.22425705,-1.105546241,-33.25659493,36.74329695,15.73419917,-52.21468118,0.1092,0.094,0.39925,42,97,150
43.35861169,-14.91495133,-14.04226557,36.34756599,-6.325614395,-26.9635312,0.0802,0.0919,0.2192,42,102,117
43.301628,-33.32014607,23.15708185,36.52732589,-30.06748873,13.49590216,0.05755,0.09285,0.0623,42,107,54
43.13217249,-39.32388362,46.67242799,36.30005501,-35.12856836,25.18785224,0.0524,0.09165,0.03735,42,108,5
47.86786277,-14.87625238,-19.24155956,41.66554171,-4.227479329,-34.60109667,0.1109,0.12285,0.32765,42,114,138
48.0651272,-33.54636165,13.87069552,42.2080528,-33.37839075,7.507045162,0.07825,0.12635,0.10895,42,120,81
48.46605239,-45.11700611,50.49098473,42.90603939,-42.73210904,32.25998942,0.0716,0.13095,0.0453,42,124,8
52.62187997,-24.3856812,-9.782289655,46.28473792,-16.55438141,-22.97933998,0.12155,0.1548,0.30155,42,130,134
71.34929908,-20.57659868,-33.43567913,69.45172091,-1.271947463,-52.66944671,0.376,0.39975,1.0888,42,183,233
76.11504206,-39.56347742,-9.605532093,74.74286041,-31.94159935,-27.64544929,0.35235,0.4787,0.8492,42,204,200
8.388693867,31.30377951,-18.85704749,16.723778,3.048463428,-11.39689335,0.02275,0.02245,0.04245,43,0,42
13.30318974,42.1902357,-45.5354981,15.56576648,20.63133688,-40.45705178,0.02925,0.02015,0.11625,43,0,91
14.12232721,43.86316511,-48.75419848,17.43693763,22.8569961,-43.81043186,0.0354,0.02395,0.14215,43,0,98
9.474644586,23.98735148,-8.508768011,12.86012644,-7.164993127,-7.686376443,0.01225,0.0154,0.0258,43,10,31
14.97077608,33.26992555,-38.15342393,15.72164934,14.69546891,-33.99837785,0.0264,0.02045,0.09495,43,12,84
16.39526107,3.940322536,10.11331715,12.92245952,-5.550102037,-8.778296704,0.01285,0.0155,0.02745,43,31,20
25.12340919,8.502313523,-23.17316626,18.27661222,6.865645367,-32.23801887,0.0281,0.0258,0.1037,43,49,86
25.20324226,-9.093077212,9.191446444,18.00881525,-13.43517042,-4.895610371,0.01795,0.0252,0.0349,43,55,38
24.95965701,-14.93131735,33.29774477,18.82146823,-11.59193652,2.890221145,0.0202,0.02705,0.0254,43,56,0
26.45137253,-16.72188817,31.42547376,20.73154808,-12.24791983,4.261441894,0.0237,0.03175,0.02805,43,60,8
34.21330354,-9.872349429,-9.157687618,26.36114038,-5.188340086,-18.22572084,0.04245,0.0487,0.10345,43,77,86
38.91544408,-1.373193517,-27.92950179,32.29143391,9.550817697,-43.15388491,0.07845,0.07215,0.27495,43,86,129
38.71911091,-18.68400276,-0.602164445,31.48604807,-15.53560748,-8.842382739,0.05145,0.0686,0.1016,43,91,83
38.97191949,-23.55641272,8.971468767,31.52063369,-23.07737301,0.626849811,0.04565,0.06875,0.07315,43,93,68
38.73370208,-33.98452661,44.40296386,31.63555708,-32.35090219,18.68992215,0.03935,0.06925,0.03475,43,95,0
52.46356054,7.792963193,-52.35740203,48.50480241,33.07261271,-80.62852936,0.22895,0.17195,0.96095,43,118,212
48.15750897,-29.03784714,4.736700392,41.72025289,-25.85256712,-4.990685381,0.08425,0.1232,0.15535,43,119,97
47.81941681,-44.38905655,51.55049051,41.16043917,-41.17539388,32.03821602,0.0657,0.11965,0.04005,43,122,0
61.87162056,-58.79600051,62.69334571,58.8677307,-59.49244204,54.2862665,0.13865,0.26885,0.05695,43,166,0
66.67012285,-38.99087187,-0.383384362,62.94834331,-33.9212071,-13.19461036,0.21865,0.31525,0.45305,43,175,155
66.7434064,-48.62610409,18.70321711,63.47902079,-49.07170984,12.50802533,0.19225,0.32165,0.2628,43,178,119
71.28199746,-39.19693304,-5.063011252,68.70415524,-33.11776019,-20.52421583,0.2782,0.38935,0.62895,43,189,177
10.18435223,35.18530648,-29.34111034,13.85607986,10.37963064,-24.69549923,0.02045,0.01705,0.06015,44,0,60
27.12091098,67.95986093,-87.88829815,29.32399037,79.21831215,-105.7078212,0.1574,0.05965,0.8458,44,0,201
15.21967954,43.48544347,-49.51352466,14.62414203,35.52962776,-53.4504278,0.03575,0.0184,0.16325,44,4,102
9.912929341,29.01738861,-18.70445667,11.68881005,9.98879379,-18.99564191,0.01645,0.0136,0.04045,44,6,45
10.71631136,14.53845385,16.35280459,9.481595126,18.57878317,-15.69133045,0.0161,0.0106,0.02885,44,14,0
32.14637669,67.12112136,-92.41394293,34.15928425,87.7687528,-113.5184754,0.21355,0.08085,1.0888,44,22,225
15.96039352,18.27693098,-18.65117231,12.63981154,16.85790645,-27.93608814,0.021,0.01505,0.0629,44,24,58
16.26221995,8.333659795,0.129905989,9.83719811,9.122971442,-14.16884048,0.0133,0.01105,0.02755,44,29,33
16.17236178,2.148928386,22.77148375,10.14527122,5.799322905,-14.58148691,0.01265,0.01145,0.0289,44,31,2
20.63033879,17.25360912,-27.00921779,14.54069708,19.97673481,-35.80036492,0.0265,0.01825,0.0942,44,35,81
20.55759744,-4.918285583,20.2647206,14.51278053,-2.974565199,-4.50102824,0.01615,0.0182,0.02535,44,43,13
25.16161179,0.144762664,-9.252868948,18.09854868,1.62551664,-19.23494211,0.02495,0.0254,0.06465,44,52,65
25.34961265,-4.758846199,-0.169983007,17.52975404,0.933935768,-14.51972998,0.0234,0.02415,0.0515,44,54,52
29.57872208,4.174115951,-23.18174317,21.81746401,13.41593903,-36.75498857,0.04175,0.03465,0.14425,44,61,97
29.59769894,-4.519867873,-9.770997531,20.73154808,2.283917055,-22.91172218,0.0315,0.03175,0.0873,44,64,76
29.70564646,-13.76018228,8.727081646,21.24494356,-12.63467083,-6.141487051,0.0246,0.0331,0.0474,44,67,48
29.61239718,-18.35767451,22.74563994,21.03749907,-13.05483485,5.035653919,0.02395,0.03255,0.0277,44,68,26
34.38104824,-19.01249548,9.422338086,25.80291884,-15.59588587,-3.157279805,0.0339,0.0468,0.05795,44,80,57
34.28201495,-23.78996017,22.98641517,25.5633553,-17.27814397,5.8177519,0.03225,0.046,0.03885,44,81,35
38.86818541,-28.59042057,23.36225842,30.96110402,-26.13727111,11.23449931,0.04165,0.06635,0.04615,44,94,44
48.0148582,2.915477771,-42.33303565,42.03864092,24.32653244,-66.89993715,0.15725,0.12525,0.6335,44,108,180
48.00290363,-38.31398264,27.99835805,41.58720234,-39.18268197,18.28048631,0.06945,0.12235,0.07235,44,121,56
52.64595949,-38.42560719,18.43267957,46.77047336,-35.46190833,12.42803853,0.0988,0.15845,0.11965,44,134,84
52.41629355,-48.98983955,55.1998621,46.6447733,-48.00898965,41.43865117,0.0832,0.1575,0.04015,44,136,0
57.20396049,-53.91945584,58.99534264,52.5698273,-54.69248702,48.6929711,0.10625,0.20655,0.04575,44,151,0
76.18212536,-30.01390276,-24.01211626,74.95090021,-14.47516762,-43.18810308,0.4092,0.482,1.0888,44,201,229
76.03329525,-68.24691025,57.11623723,76.14898532,-73.86422438,56.3577065,0.257,0.5013,0.14665,44,212,63
19.05589805,51.7438416,-63.01599566,20.69294422,46.15776649,-67.16793835,0.06485,0.03165,0.302,45,3,134
9.437124332,24.16827504,-3.662796346,8.262284292,12.653292,-17.06127816,0.01225,0.00915,0.0278,45,9,25
16.27609971,13.03047281,-8.759988447,7.181235,13.52331378,-22.88923895,0.0111,0.00795,0.0338,45,27,45
15.94943723,3.316364899,23.33707322,8.128972347,3.891057193,-14.90040632,0.00955,0.009,0.02455,45,30,0
