L,A,B,MLA,MA,MlaB,MX,My,MZ,r,g,b
38.54432868,27.39029375,22.27051769,27.15790939,22.2068027,6.753124025,0.06865,0.0515,0.04215,132,63,48
43.33216628,42.34636491,-37.69914787,34.9932216,46.91193993,-58.79393313,0.14425,0.08495,0.4298,132,67,159
47.79076031,51.79040616,-61.66578188,42.71046178,69.51071814,-93.16030437,0.2552,0.12965,0.99965,132,73,216
43.42969059,18.06922684,18.14956191,32.16841212,15.58346597,3.815241836,0.08455,0.0716,0.0677,132,82,65
43.2176336,12.74083381,51.17617928,32.70070286,7.230294155,25.18003966,0.07785,0.074,0.02765,132,84,0
43.33069662,13.41362611,43.24313939,33.60516596,6.131288293,27.85913466,0.0809,0.0782,0.0261,132,84,20
48.25916086,8.814962938,18.64396621,37.77954087,3.767062763,8.677211583,0.0994,0.09965,0.0808,132,100,75
48.17060025,3.616971832,42.8505238,38.62953082,-4.037501089,33.81536291,0.09425,0.10445,0.02995,132,102,31
52.68841614,28.02636206,-37.82855823,45.87975418,37.77051503,-64.04830968,0.21465,0.1518,0.6774,132,103,186
52.95379823,13.91526159,-13.78594449,45.36594971,13.48910741,-31.24084181,0.16335,0.14805,0.3503,132,111,143
52.85847658,-0.381348897,23.03157199,43.84320364,-9.213900675,15.0826349,0.117,0.1373,0.09305,132,117,78
57.50902887,27.81250324,-47.16457579,52.90568937,43.05483819,-78.09383397,0.299,0.2096,1.0389,132,117,218
57.52798307,18.34706022,-32.93161681,52.10187337,27.63405813,-58.95485607,0.2519,0.20235,0.7467,132,122,191
57.45504268,-4.680450826,14.07716048,50.34617935,-12.65051436,3.576052675,0.15525,0.1871,0.1852,132,132,105
57.53282688,-9.268442969,28.01233809,49.86996571,-20.20370254,22.49827871,0.13945,0.1831,0.1028,132,134,80
57.51623872,-14.83143933,53.2619988,49.59299548,-23.82508472,45.78389261,0.13195,0.1808,0.0415,132,136,28
62.2533795,-9.570487735,9.262571207,55.87188596,-17.09885104,-1.920582262,0.19065,0.23785,0.2712,132,148,126
62.1275255,-18.70085117,37.48246108,55.49216688,-31.95693592,35.02526975,0.1602,0.2341,0.0935,132,151,73
66.92339426,-29.03925082,52.49804561,61.30319381,-44.53068879,52.01315785,0.1829,0.29595,0.07305,132,169,53
71.56561451,-9.532422784,-14.05572283,68.18244788,-8.800155394,-34.19890789,0.33745,0.3822,0.78505,132,176,196
71.66229352,-19.13282241,4.680691607,68.08689451,-25.36454562,-8.844439926,0.2912,0.3809,0.49535,132,180,160
71.55186113,-28.46136924,28.38101658,67.93207873,-43.38622906,22.6754269,0.2454,0.3788,0.24735,132,183,114
76.41100517,-14.74221408,-13.88511072,74.39080845,-12.93955373,-35.47366514,0.40635,0.47315,0.9531,132,193,210
76.37295657,-28.44888934,13.96779176,74.05524338,-37.84277746,1.860978435,0.3269,0.4679,0.49135,132,198,155
76.07315099,-43.17512682,62.37548857,73.18721823,-62.2976199,64.60018384,0.25415,0.4545,0.0965,132,202,52
80.98830244,-18.94595491,-14.48992955,79.88339488,-15.66231034,-34.68380193,0.478,0.56475,1.0888,132,209,225
80.90959568,-33.13354352,13.79458645,79.65079809,-41.67244516,1.136699225,0.38705,0.56065,0.5979,132,214,168
80.94009849,-47.80236329,57.03490457,79.451341,-68.60213723,58.30975857,0.30635,0.55715,0.1633,132,219,78
85.76879561,-28.74852951,-4.921732569,85.46352975,-29.61659849,-25.05369489,0.51535,0.6692,1.08865,132,228,220
85.66922264,-37.96025209,14.06591574,85.77591324,-46.8429913,0.793056479,0.45745,0.6754,0.72545,132,231,181
90.212356,-62.59640543,77.38027438,92.00249084,-84.07704715,85.27701109,0.422,0.8071,0.13995,132,254,48
32.11581764,60.91224867,-31.41361567,28.61649105,42.51007169,-37.87259741,0.09845,0.0569,0.2059,133,0,118
33.0043461,63.0785705,-39.05406408,28.23423349,49.89966916,-48.52678092,0.10585,0.05545,0.2645,133,0,133
41.14732291,80.22620986,-83.53351046,40.88843297,89.04924428,-101.9164949,0.28395,0.11795,1.0888,133,6,237
32.80433892,54.5691927,-21.05614882,26.33212589,42.44280015,-32.02406871,0.0865,0.0486,0.1576,133,18,103
37.41326759,63.75916561,-53.93707743,32.38051216,63.49049409,-72.27855166,0.15305,0.07255,0.51365,133,24,171
33.05807042,48.43599438,-6.667358888,25.12196812,36.64097131,-17.91530118,0.0744,0.04455,0.09535,133,28,81
38.03709324,52.9396292,-38.66148241,31.05528548,50.8733337,-54.59772605,0.12415,0.06675,0.3403,133,41,146
38.55420013,37.70912271,-9.764121311,28.81166629,32.44636006,-22.93405811,0.0873,0.05765,0.1369,133,56,99
38.68566575,32.50659369,4.145072048,29.18425745,26.35879749,-6.624880697,0.0822,0.0591,0.0822,133,60,77
38.55994911,27.16577144,27.29295143,28.57725049,19.1281779,14.15579919,0.0717,0.05675,0.03355,133,63,40
43.30763583,37.74857024,-28.61238067,35.53763914,38.67357502,-45.58780236,0.1349,0.0877,0.33075,133,70,143
43.23589761,32.83034052,-18.85049503,34.82257372,31.14744307,-34.04704396,0.1191,0.0841,0.24515,133,73,126
43.3596979,28.46916091,-9.794138174,33.88899063,26.84421342,-25.16616962,0.1076,0.07955,0.18705,133,76,111
43.35800979,23.14336447,4.054410677,32.82106007,19.39177411,-8.349576412,0.0923,0.07455,0.1078,133,79,88
48.13922198,14.33422721,4.355578086,38.17243207,9.165352297,-6.8801211,0.10865,0.10185,0.13725,133,97,99
48.17667114,3.39517172,48.89016043,38.78598857,-3.490574463,31.94452137,0.09575,0.10535,0.03325,133,102,17
48.93162841,1.325590374,53.45286163,39.59730781,-5.939444725,31.60596357,0.09705,0.1101,0.0361,133,105,8
52.91139038,4.545596707,9.416982421,43.6537329,-2.784861072,-2.590556592,0.1251,0.136,0.15955,133,115,102
52.89670781,-5.392811294,48.0610184,44.13956931,-13.39507829,34.41227201,0.11295,0.13935,0.04525,133,119,30
57.48001389,-15.35463419,61.27395792,49.44755599,-25.57449278,42.73196894,0.12835,0.1796,0.0469,133,136,0
62.20080262,4.484678957,-18.81782991,56.68851208,6.004544705,-40.44252699,0.24755,0.24605,0.61995,133,142,178
62.33931568,-14.39462969,23.49373822,56.21272991,-26.59000353,15.10490754,0.1754,0.24125,0.1782,133,150,100
66.98466058,13.58293249,-42.47813546,63.54485899,29.60757827,-62.85369139,0.3929,0.32245,1.0888,133,152,238
66.91114487,4.428476228,-28.32665005,62.90240425,13.06457072,-56.58053378,0.3349,0.3147,0.97265,133,156,210
66.8087522,-18.74550256,18.86048193,61.5764902,-29.20373138,7.660256431,0.2161,0.2991,0.27285,133,165,120
66.89512315,-23.62287386,33.14473019,61.84787444,-38.86920964,28.41642024,0.19855,0.30225,0.1612,133,167,93
71.64050469,-14.18798072,-4.672170397,67.77298294,-17.68717495,-21.78912219,0.3079,0.37665,0.6251,133,178,178
71.47938642,-38.349028,71.78172797,67.81744254,-52.08568001,60.46669721,0.22475,0.37725,0.0808,133,186,0
76.22798577,-18.94383344,-5.064356214,73.55851023,-22.57194694,-22.20046685,0.36505,0.4602,0.74975,133,194,192
76.28584378,-23.81146589,4.676034267,73.84303016,-31.25143054,-10.24848213,0.34305,0.4646,0.61305,133,196,173
76.29222006,-38.11063398,42.43983617,73.69776253,-55.63937081,39.18854598,0.2757,0.46235,0.2095,133,201,98
81.04134723,-23.86763218,-4.988634896,79.6308898,-26.03408434,-23.71047277,0.43785,0.5603,0.9129,133,211,206
85.59394747,-33.1431243,4.626852921,85.61492289,-38.54544354,-12.23958643,0.4846,0.6722,0.89625,133,229,200
85.71178759,-52.69748316,56.84870905,85.7357134,-74.67863209,55.45418044,0.3662,0.6746,0.2349,133,236,91
85.52311606,-57.90042577,82.61182208,85.73822682,-74.59013809,82.67284084,0.3665,0.67465,0.10855,133,237,0
41.86121057,82.5971156,-87.02696838,42.97343766,90.41144043,-98.3216592,0.31115,0.1314,1.0888,134,0,246
33.1234578,42.89931104,16.62263211,24.67089654,31.24485382,-4.651896609,0.067,0.0431,0.0569,134,34,46
33.44050977,43.01300656,12.3631936,23.45538039,32.60975528,-6.439717126,0.0633,0.03935,0.0562,134,35,53
38.33018496,47.60631221,-28.81677208,30.62845665,41.94278068,-44.04394728,0.109,0.06495,0.26225,134,47,130
38.50712934,42.45254712,-18.97357114,28.90216903,39.15258602,-36.18757782,0.0958,0.058,0.19955,134,52,114
42.96046046,57.00057259,-57.12604031,36.97605944,66.91051183,-83.86079881,0.1957,0.09525,0.7319,134,53,193
43.01565734,47.16127379,-42.68461212,35.26192621,53.82713249,-66.21165648,0.15775,0.0863,0.50285,134,62,167
38.59809614,27.04713188,32.19510169,28.73380051,18.25677017,14.33240702,0.0715,0.05735,0.0337,134,63,32
47.64998881,56.80767776,-66.62087133,43.66104251,73.76921203,-97.1361336,0.27555,0.13605,1.0888,134,68,225
47.85221547,42.27287505,-47.09825921,40.81599431,54.18173237,-75.39766901,0.2034,0.1175,0.70905,134,80,189
43.52741391,18.06521779,23.16607729,32.39162389,12.75788243,5.207658748,0.08245,0.0726,0.06515,134,82,57
48.15203698,32.7998357,-32.89250731,40.27082656,37.1984167,-55.55088374,0.16645,0.11415,0.48335,134,87,164
52.60033972,42.03681621,-56.54252598,47.6494522,59.82842343,-89.873073,0.28375,0.1652,1.0825,134,94,221
48.1982399,18.51923028,-4.913260519,38.62953082,14.21182842,-22.23949692,0.11835,0.10445,0.2148,134,95,115
48.05976638,9.279511429,23.10359567,37.73452952,1.001072446,10.91660673,0.0957,0.0994,0.0743,134,99,67
47.93597521,3.884697539,54.48780033,38.41951614,-3.132265375,25.55989256,0.09425,0.10325,0.0433,134,101,0
52.89180135,-0.617223288,28.17643677,44.30455226,-12.02008741,19.71970905,0.11585,0.1405,0.0814,134,117,69
52.84185003,-6.048272383,57.94680537,44.85042072,-16.16924488,35.89398611,0.11335,0.14435,0.04475,134,119,0
52.88446329,-5.729034343,54.79990306,44.31170497,-16.00110268,37.66575784,0.1104,0.14055,0.0397,134,119,11
57.47524796,-0.008581143,4.652093273,49.97173715,-8.824468478,-8.266005794,0.15905,0.18395,0.2472,134,130,122
57.55840394,-9.508247565,32.9457337,50.13273172,-22.22181359,27.56646198,0.13805,0.1853,0.08795,134,134,71
62.25474521,0.010194056,-9.651151544,56.17279751,-2.605681183,-27.95988688,0.2232,0.24085,0.4817,134,144,161
62.27768814,-4.687219918,0.089027981,55.86684939,-11.0361294,-15.06466554,0.2027,0.2378,0.3653,134,146,143
62.15013372,-18.92018102,42.58297558,55.64453769,-31.98298232,39.30592412,0.1613,0.2356,0.0813,134,151,63
71.61779171,9.049155929,-42.72453419,69.62239013,25.66121265,-52.37518943,0.4676,0.40215,1.0888,134,168,253
66.95387941,-29.14495403,57.85892821,61.94648128,-44.72241604,51.4510425,0.18785,0.3034,0.07765,134,169,40
71.54759111,-0.344026865,-28.32081131,68.51883024,7.423953256,-54.27787889,0.39055,0.3868,1.0888,134,172,224
71.69999242,-33.35589015,47.43171955,67.98374742,-51.61477627,45.00817968,0.22735,0.3795,0.13525,134,185,76
76.22392806,-32.96489211,27.9998076,74.01994396,-48.12556525,21.52409913,0.29855,0.46735,0.32515,134,199,127
80.94115992,-9.626769384,-28.78324139,80.72766994,1.534842364,-33.22815528,0.55715,0.5798,1.0888,134,205,254
81.15061914,-28.46973783,4.64853175,79.99644836,-34.79847225,-11.67192108,0.41385,0.56675,0.75705,134,213,187
90.42304467,-57.39174769,57.11343241,92.3692367,-80.5002725,58.32575407,0.43935,0.81535,0.2889,134,253,103
32.52798632,54.80732329,-16.41425426,30.67626848,26.58479962,-18.9695447,0.08985,0.06515,0.13385,135,15,95
33.04598048,48.5858095,-2.087072258,27.03183883,31.80442851,-8.941978185,0.078,0.05105,0.0782,135,27,74
33.17022402,42.7415282,21.40158999,24.40175465,29.32787349,7.36423989,0.06405,0.04225,0.0329,135,34,39
38.40341881,37.88934704,-5.627535614,29.66336732,28.6890622,-17.28000255,0.0872,0.061,0.12045,135,55,92
38.57956832,32.95935571,8.460203793,28.99230841,24.46275233,-4.009259177,0.0792,0.05835,0.0739,135,59,70
38.29481883,26.93916269,45.39078718,29.31132296,17.62078931,16.46666207,0.0734,0.0596,0.0319,135,62,9
38.42200316,27.54822812,37.16021085,29.50059551,18.43628912,15.81013195,0.0751,0.06035,0.03345,135,62,23
47.4944679,61.44816181,-71.56807547,44.11798296,79.96338996,-96.34830524,0.29645,0.1392,1.0888,135,63,234
43.34311491,27.8705286,-5.005698565,33.77374895,24.30570616,-21.52897701,0.1036,0.079,0.16835,135,76,103
43.40114636,22.83274173,9.02273921,32.81014301,16.32585083,-6.380535144,0.0886,0.0745,0.101,135,79,80
43.27280502,18.33594436,27.65559094,32.98423327,9.979591341,15.38366854,0.0822,0.0753,0.04485,135,81,49
48.22782931,27.8195896,-23.23265701,40.40197535,29.00406141,-41.96244833,0.1532,0.11495,0.36715,135,90,147
48.09945842,23.52288119,-14.30738607,40.22971694,20.20949638,-29.47485248,0.13765,0.1139,0.275,135,92,131
48.15198703,13.91598127,9.117158657,37.52649946,8.014727727,-5.828514167,0.10345,0.09825,0.12855,135,97,91
48.03436995,8.861312401,27.73052654,37.94096117,0.515689546,16.64067609,0.0962,0.10055,0.0606,135,99,59
52.6881934,32.6755438,-42.64503972,46.93510502,43.15492219,-69.73665513,0.23635,0.1597,0.77075,135,100,195
52.95466484,23.29778672,-28.15423617,46.43192044,27.2048358,-50.77258711,0.1978,0.1559,0.54105,135,106,169
52.9803443,9.09596879,0.401837621,44.21858699,5.097884982,-15.3733897,0.14095,0.1399,0.2305,135,113,118
57.4888471,32.50642553,-51.84756038,53.66438487,49.08169046,-79.88899161,0.3242,0.2166,1.0888,135,114,227
57.57375112,13.94613297,-23.19848248,51.76930636,17.33933332,-45.78544551,0.2253,0.1994,0.5854,135,124,173
57.4881044,4.595061503,-4.751774844,50.52888717,0.21684355,-21.59183983,0.1797,0.18865,0.3446,135,128,139
57.53535257,-4.7286282,18.68075044,50.45828071,-13.81025819,10.03005051,0.1541,0.18805,0.15555,135,132,97
62.21656784,23.06228399,-46.9225802,58.66295687,39.6643,-71.27076402,0.35915,0.26665,1.0888,135,133,232
57.52023555,-10.02647715,37.66990939,50.00758162,-20.41918905,28.37863389,0.14005,0.18425,0.08485,135,134,62
62.3075891,13.58147783,-32.84826119,57.72726779,23.29270523,-60.89858173,0.3017,0.25675,0.90455,135,138,205
62.11930812,-19.38794423,47.36754075,55.39532844,-31.76959888,40.85612295,0.1598,0.23315,0.0757,135,151,53
66.77461132,-13.99370388,9.263547154,61.62832884,-22.34354399,-3.877042969,0.2315,0.2997,0.3555,135,163,138
66.89732084,-23.97901705,37.77637117,61.645593,-38.59621234,33.46921963,0.19735,0.2999,0.13775,135,167,84
71.52137823,-23.55044883,18.54766013,68.04271962,-36.05532869,8.875233963,0.2639,0.3803,0.34255,135,181,133
76.43958503,-5.1265531,-28.30778185,75.03259456,4.370934975,-43.04725075,0.47485,0.4833,1.0888,135,189,239
76.13677162,-43.03947212,67.93448699,73.39604251,-59.60451151,65.20732328,0.26275,0.4577,0.0957,135,202,36
81.04685311,-38.07337166,28.46542404,80.11205249,-52.30287269,20.49732498,0.3606,0.5688,0.41675,135,216,139
80.88846579,-42.57786756,42.40905703,80.00209405,-60.32491361,39.0446004,0.3358,0.56685,0.27535,135,217,110
80.98071122,-47.8454849,62.07652299,79.26824791,-69.70715177,63.34546609,0.3013,0.55395,0.13985,135,219,66
85.79172232,-43.01184341,28.46145516,85.70302763,-57.64869342,20.43362348,0.4196,0.67395,0.506,135,233,152
90.49099335,-47.65777562,28.53046203,92.09385413,-62.7830086,20.56997673,0.49815,0.80915,0.6203,135,250,165
90.23495498,-62.74915405,83.62998697,91.85061982,-81.78734239,92.75802549,0.42745,0.8037,0.11015,135,254,21
32.25494493,60.38452374,-26.23169033,27.88581246,39.62217229,-31.94561788,0.09105,0.05415,0.1696,136,0,110
36.6714896,70.89027481,-59.60010275,32.54665533,68.1192683,-78.70075314,0.16225,0.0733,0.58295,136,0,179
37.82247793,58.24873696,-43.59381097,30.80724849,55.40301171,-60.92110342,0.1293,0.0657,0.3866,136,33,154
33.23839261,42.6578425,26.15673205,23.81965545,28.49980734,14.34628907,0.06095,0.04045,0.0218,136,34,32
42.72740536,62.31534987,-62.36812848,37.4537608,71.80262666,-88.73827928,0.20985,0.09785,0.8057,136,46,202
38.55997248,32.57850054,12.9021563,28.19431088,24.30464468,-0.373332117,0.07535,0.0553,0.0611,136,59,63
38.41146873,27.18993075,48.40483765,29.05647323,18.38029838,20.9142482,0.07305,0.0586,0.0249,136,62,0
43.23119907,42.35735667,-33.28646423,35.48862101,44.34447745,-51.15044965,0.14355,0.08745,0.37285,136,66,151
47.74298799,46.95750969,-52.12260781,41.31132183,59.48187292,-80.20803996,0.21895,0.1206,0.78085,136,76,198
43.28679281,18.13193542,32.37509474,32.56872199,8.63276358,16.78495222,0.07875,0.0734,0.04085,136,81,41
52.45409673,46.86079114,-61.45545893,47.59160656,65.65680827,-90.35929904,0.2982,0.16475,1.0888,136,90,230
52.88613012,18.82134265,-18.87363851,45.46251312,19.31368182,-38.79470908,0.1746,0.14875,0.4129,136,108,152
52.80870456,14.2818657,-9.474587,44.46863738,9.957108594,-25.25470758,0.15065,0.14165,0.29565,136,110,135
53.01068467,4.519562042,14.17724373,43.69756373,-5.783304341,3.037168788,0.121,0.1363,0.13565,136,115,94
52.96040284,-0.610591482,32.72667835,43.4483323,-12.98145908,26.7074441,0.10945,0.1346,0.05925,136,117,61
57.49856623,23.32042859,-37.72342338,51.5533705,32.88358432,-65.51845954,0.25875,0.1975,0.82035,136,119,200
57.57583549,9.468855024,-13.95564204,50.62865718,7.836626793,-33.20593673,0.19525,0.1895,0.44195,136,126,156
62.34363698,-9.651827458,14.3244782,55.85677412,-20.11084611,3.46404037,0.1847,0.2377,0.2377,136,148,117
62.12959552,-13.98045027,28.08977878,55.14950656,-27.27036044,24.49241797,0.16585,0.23075,0.1288,136,149,91
67.00410416,-0.017315671,-18.85758731,62.3045082,1.363360356,-41.36804297,0.2959,0.3076,0.74675,136,158,192
67.00720452,-9.759461704,0.051399967,61.64127768,-14.95707806,-15.20609363,0.24845,0.29985,0.45085,136,162,156
66.8530768,-18.92609935,23.18845397,61.51159433,-31.96695425,16.25363002,0.2097,0.29835,0.22015,136,165,112
66.70687156,-28.79696195,63.82383919,61.42055714,-41.50250666,61.69650231,0.1897,0.2973,0.05035,136,168,21
71.64063158,-28.35182957,33.1351489,67.83965466,-44.92412607,30.11709816,0.24095,0.37755,0.20395,136,183,105
71.43076719,-33.21573395,52.19103775,67.19442178,-52.66762844,52.88776664,0.2177,0.3689,0.10105,136,184,65
76.32915546,-38.24329396,47.28000325,73.44159299,-57.99272298,47.98066972,0.26715,0.4584,0.16315,136,201,88
76.08016047,-43.77352148,75.37509384,73.37976323,-60.09315178,75.43905944,0.2614,0.45745,0.06625,136,202,0
85.66871834,-47.35120535,42.25646663,85.4534208,-66.84340855,39.95424205,0.38655,0.669,0.3346,136,234,123
85.73304757,-52.90022382,61.96073052,85.47363669,-77.11084303,65.85228128,0.35555,0.6694,0.17675,136,236,79
90.34437226,-52.25360171,42.56555161,92.17617155,-71.94769159,40.49475295,0.4662,0.811,0.4237,136,251,135
41.85788636,80.97106072,-83.38689083,42.74063547,85.34647067,-98.72304228,0.295,0.12985,1.0888,137,6,239
40.25731464,77.11664055,-75.49782981,38.56844344,81.31054212,-101.3910198,0.2411,0.1041,1.01655,137,8,219
32.36036418,55.16327396,-12.16566666,26.60617454,35.75425545,-18.67704154,0.0803,0.04955,0.10645,137,12,88
33.0660306,48.80446155,2.597464809,24.59210731,33.97165957,-6.458502421,0.06935,0.04285,0.0608,137,26,67
32.94738072,42.28580673,45.36565892,25.04490278,28.39218482,14.15014903,0.0658,0.0443,0.0247,137,33,0
33.06398152,42.69952297,36.55843189,24.796328,25.54089591,18.69118549,0.0621,0.0435,0.01875,137,33,15
33.17053883,43.07564338,30.6437894,24.24174603,27.22623064,16.65590395,0.06145,0.04175,0.01995,137,33,25
38.05615742,52.8953679,-33.92979842,31.00824192,47.72850619,-47.05252064,0.1193,0.06655,0.2861,137,40,138
38.23224204,47.54205508,-24.17519893,29.72566395,43.31948128,-38.94825397,0.10565,0.06125,0.2224,137,46,122
38.48351446,42.76231121,-14.71992786,28.72079649,37.8923458,-30.01732631,0.0933,0.0573,0.1673,137,51,107
38.4474684,37.4980667,-0.529058396,28.11424854,29.20838912,-14.61116506,0.08025,0.055,0.10145,137,55,84
42.98780982,52.22411906,-47.72226999,36.21431706,56.8237936,-70.84448315,0.1703,0.0912,0.5666,137,57,176
47.38975162,66.49174399,-76.39153285,44.28308392,86.83975821,-96.06364841,0.3168,0.14035,1.0888,137,57,243
38.53878434,32.18666764,17.98673594,26.70625653,24.35560258,-3.765455054,0.06885,0.0499,0.0631,137,59,55
43.24662287,37.97296471,-24.04529891,34.15928425,35.7450423,-41.91006769,0.1216,0.08085,0.28805,137,69,135
43.47124475,32.9016228,-14.32452021,33.17861719,31.13629199,-32.02479081,0.10925,0.0762,0.21695,137,73,119
43.25079894,23.3337984,13.13060872,32.2355927,14.41042621,-0.863979919,0.08355,0.0719,0.08075,137,78,73
43.30930646,17.97322336,37.45053587,32.46926358,8.691769129,22.30039644,0.07835,0.07295,0.0313,137,81,32
47.95960797,37.63795607,-37.60451749,40.44283452,42.81016126,-61.00582629,0.17805,0.1152,0.5401,137,83,172
48.03730347,18.86565984,-0.437766677,37.77954087,14.01883739,-15.48689306,0.11295,0.09965,0.17245,137,94,107
48.18586509,13.61536425,13.92070626,37.60809486,6.153488321,1.416220504,0.1015,0.0987,0.1026,137,97,83
48.13608394,8.983423221,32.44980689,38.20786785,-1.97469438,21.43777917,0.09455,0.10205,0.05085,137,99,51
57.4300482,36.91501238,-56.56475292,53.32502618,55.52002335,-80.47409279,0.33825,0.21345,1.0888,137,111,236
52.66874304,-0.459349454,37.24777334,43.42624075,-11.59658129,22.33798466,0.1112,0.13445,0.07,137,116,52
57.55109235,-5.047836327,23.16738218,49.6956262,-18.82336218,16.75618015,0.14045,0.18165,0.12235,137,132,89
57.58199765,-9.996021322,42.36334667,49.3075673,-23.61255479,38.465759,0.1304,0.17845,0.05545,137,134,53
66.88759547,18.50154358,-47.1416668,63.67620943,35.13485297,-62.62722512,0.4125,0.32405,1.0888,137,149,247
62.16457998,-19.42612113,52.76489351,54.7255875,-32.7652529,40.69100323,0.15315,0.22665,0.073,137,151,41
66.99395961,8.769896655,-32.79258008,63.13156708,17.749928,-62.23796584,0.3513,0.31745,1.06725,137,154,219
67.03748121,-4.725029561,-9.391094216,61.98927611,-7.103877805,-29.04439907,0.2709,0.3039,0.59495,137,160,174
66.71087882,-28.9588204,68.2742628,61.27706462,-42.71825683,58.39653734,0.18615,0.29565,0.05705,137,168,0
71.64125629,-4.836950041,-19.02709567,68.38386835,-2.857929309,-42.27537577,0.3573,0.38495,0.90095,137,174,206
71.47721478,-18.78940097,9.134445127,67.6802069,-28.66441662,-4.634164315,0.2783,0.3754,0.4494,137,179,151
76.16645743,-28.22476462,18.81488022,73.6136152,-41.19743697,8.392768075,0.3124,0.46105,0.42455,137,197,145
80.98055695,-48.15687351,67.34480473,79.13621377,-70.02672358,69.28339298,0.29895,0.55165,0.11575,137,219,52
85.74005082,-19.19408211,-19.04434822,85.98394201,-14.10455879,-24.16561723,0.58565,0.67955,1.0888,137,224,249
90.40243735,-42.92308245,18.79419968,91.94670558,-54.22623075,5.544978651,0.5281,0.80585,0.8013,137,248,185
90.4378092,-57.63019761,61.8325862,92.24948423,-82.6421987,63.40501067,0.43035,0.81265,0.2547,137,253,92
37.59099989,72.50089126,-62.52658748,35.74250415,65.77616357,-80.60559508,0.18315,0.08875,0.6665,138,0,187
29.77675494,52.07934384,43.25371836,24.17738487,31.34845082,6.229048103,0.06505,0.04155,0.0341,138,4,0
37.30516632,63.87346132,-48.98165148,31.61261676,59.27739658,-66.44872962,0.1407,0.06915,0.44605,138,21,162
32.92719973,48.80619734,7.084447269,25.2140669,30.1294496,-5.133863089,0.0682,0.04485,0.0602,138,25,60
42.35146925,67.71679904,-67.26681945,37.95883722,76.40870688,-95.03749419,0.2243,0.10065,0.90535,138,37,210
47.15762433,71.48458314,-81.3927571,45.51068126,91.63016474,-93.94710128,0.34525,0.1491,1.0888,138,50,252
38.34596242,32.51992777,22.20413469,27.75031974,23.57284267,-1.821980156,0.0726,0.05365,0.06275,138,58,48
43.4803864,27.75263187,0.065141713,33.20012074,21.99529255,-15.70814765,0.0975,0.0763,0.1383,138,76,95
43.2188429,17.17731364,51.54716256,33.36080157,5.862591936,24.53043538,0.07945,0.07705,0.03025,138,81,0
43.33932554,17.8543977,43.06640222,33.55224809,8.646453674,25.16238636,0.08345,0.07795,0.0298,138,81,21
48.00726516,32.87210934,-28.6185151,39.74838819,35.29942502,-49.88648871,0.15915,0.111,0.4236,138,86,156
52.43317289,51.81986227,-66.64699447,48.73531217,72.82422005,-88.38739282,0.3312,0.1738,1.0888,138,86,240
48.15309276,23.09775063,-9.579846662,38.16356588,20.33632684,-28.02973973,0.1243,0.1018,0.2436,138,92,123
52.73894001,37.26352927,-47.34313534,46.19071294,50.58582987,-77.39571669,0.246,0.1541,0.85645,138,97,204
48.13435266,8.70873825,37.40937473,36.64022753,-0.95340419,23.31664898,0.0877,0.09345,0.04175,138,99,42
52.85500669,27.68612597,-32.65298058,45.19970182,33.58583599,-57.05213576,0.19995,0.14685,0.58475,138,103,177
52.79361536,9.440612201,4.733737431,41.81380289,2.093594541,-10.96514947,0.12065,0.1238,0.18435,138,112,110
52.7716471,4.775885138,18.45917873,42.17732398,-4.647276164,7.610572298,0.11335,0.12615,0.1084,138,114,86
57.61396161,0.12178474,9.353180947,48.96419191,-11.0163217,-2.44550304,0.148,0.17565,0.20405,138,130,114
62.18574606,28.00434694,-52.04754831,57.77031603,47.62514241,-72.80979995,0.37155,0.2572,1.0888,138,130,242
57.5596543,-10.39802015,47.6156131,48.3920644,-24.09279185,38.22599473,0.1238,0.17105,0.0525,138,134,42
62.36257462,9.125269614,-23.3039139,56.34717676,12.24149854,-47.80505047,0.2588,0.2426,0.6991,138,140,187
62.36696203,-4.796509171,4.592840401,55.17005663,-12.44521153,-9.918964059,0.19385,0.23095,0.3175,138,146,135
62.13891986,-14.31620785,32.91010016,54.49077306,-30.51514241,29.45759082,0.15525,0.2244,0.10625,138,149,82
62.14468574,-19.80794459,58.39171927,54.21219205,-33.84923027,57.92089622,0.14765,0.22175,0.03425,138,151,26
65.95363828,-27.09539532,66.96941991,58.93728456,-40.76185416,59.14343383,0.17095,0.2696,0.0468,138,165,6
66.98083599,-23.8255748,42.41820321,60.77721601,-42.18464919,42.74397643,0.18305,0.28995,0.098,138,167,75
71.65312217,-9.797008124,-9.264342293,67.12294564,-13.12838993,-28.56546468,0.31265,0.36795,0.6911,138,176,187
71.44833309,-33.41400068,57.36442111,66.61913488,-53.59849075,56.18834524,0.2105,0.3613,0.08735,138,184,53
76.24627182,-9.388191776,-19.12105508,73.68806128,-6.617681705,-43.75749103,0.4171,0.4622,1.06275,138,190,220
76.27576785,-33.12744857,33.1283463,73.27543513,-50.00145638,26.35399433,0.28535,0.45585,0.28255,138,199,117
81.01930647,-14.42719585,-18.85173949,79.62804509,-10.64896616,-35.1240602,0.49225,0.56025,1.0888,138,207,234
80.99618449,-33.20130476,18.95966574,79.12471521,-45.67033952,6.531885644,0.36775,0.55145,0.5315,138,214,158
80.90956241,-42.82638045,47.19177386,78.91148853,-64.77105596,45.4064317,0.3104,0.54775,0.22495,138,217,100
