BinNo,Dsno,Distance
6377,26496,1.714262366
6378,30570,2.123051197
6379,30392,3.055799187
6380,28252,2.774505516
6381,31851,3.023548177
6382,33603,1.81699758
6383,33564,2.507105241
6384,14245,2.880639295
6385,16344,3.568426876
6386,16301,2.216335954
6387,16301,2.874051066
6388,16172,2.852134342
6389,14246,1.807240839
6390,14246,2.905052315
6391,18143,2.441807754
6392,16049,2.405385298
6393,18058,1.870268014
6394,16083,3.438562231
6395,16042,1.918084586
6396,15961,1.699763539
6397,15959,1.158987998
6398,19855,2.163297475
6399,19812,2.506853745
6400,17838,2.184124456
6401,17796,1.144289237
6402,21787,1.706049709
6403,17712,1.204961549
6404,21438,2.203850532
6405,19427,2.044736098
6406,19551,1.616105146
6407,19466,2.243536291
6408,21272,3.887707073
6409,21272,2.570770372
6410,23411,3.3442424
6411,23323,1.839703107
6412,23235,2.746591078
6413,23066,2.616254084
6414,22983,2.902041892
6415,27056,2.43260298
6416,24992,1.491632014
6417,24778,2.482186242
6418,24739,1.460149976
6419,28813,2.676192194
6420,26703,2.635304757
6421,26535,1.706999055
6422,26496,1.087639838
6423,30480,2.886730343
6424,30218,3.008086058
6425,30178,3.833573671
6426,28248,2.855180316
6427,32017,1.958267529
6428,31890,1.666950275
6429,34039,1.895199458
6430,33949,2.061350456
6431,14290,2.921839557
6432,14290,2.819968378
6433,14285,3.307215383
6434,14246,2.506186787
6435,18100,2.579843646
6436,20075,3.61627938
6437,16043,0.757390343
6438,15960,2.639699803
6439,17761,2.134584453
6440,17714,1.528543224
6441,23194,2.262156928
6442,23108,2.116145999
6443,23068,2.730875537
6444,22984,3.172401435
6445,25122,2.083105384
6446,25034,3.216135312
6447,24740,2.209978821
6448,28723,2.880525772
6449,26791,3.102803927
6450,26662,2.482234742
6451,26576,1.969182855
6452,26537,2.672339701
6453,26497,2.004561486
6454,31976,2.434567541
6455,31852,3.514867324
6456,33775,2.385055445
6457,33689,1.907900859
6458,33610,2.125694013
6459,35661,2.565357776
6460,14247,2.206735104
6461,20209,2.252357389
6462,14287,2.510921077
6463,16215,3.490366737
6464,18274,2.116111864
6465,16172,3.193003004
6466,14287,2.259632528
6467,14250,3.305105115
6468,14248,1.423687524
6469,16126,2.951343526
6470,16085,2.880963986
6471,19771,3.378676525
6472,17798,1.829314502
6473,17759,2.00759229
6474,21699,2.232639508
6475,21526,2.987148532
6476,19508,2.804449468
6477,19468,1.811172361
6478,23029,2.508934109
6479,24906,2.114472387
6480,24865,1.99223218
6481,24780,2.361900923
6482,24741,2.914995989
6483,30306,2.607787855
6484,28334,3.24277068
6485,28249,2.875635622
6486,30098,2.790874414
6487,32105,2.431526633
6488,33604,1.247152209
6489,35751,2.465926976
6490,14247,2.90849216
6491,14293,1.489543623
6492,16300,2.886080836
6493,16343,2.93226437
6494,16216,2.445841593
6495,16302,2.149918185
6496,18187,2.182820459
6497,14247,3.189759904
6498,14249,3.135713984
6499,18014,2.871666112
6500,16085,1.532542966
6501,20031,2.145065538
6502,16044,1.241229081
6503,19814,2.802228987
6504,17839,2.644791085
6505,17798,1.454419738
6506,17715,1.962620725
6507,21611,1.92723501
6508,21568,2.040735106
6509,19472,2.464848815
6510,21439,2.841488863
6511,19469,1.903935579
6512,23544,2.411441929
6513,23237,2.46414502
6514,23069,2.38348074
6515,26538,2.362603439
6516,30220,2.364592566
6517,32282,1.752671654
6518,32191,2.586456599
6519,31891,2.399999433
6520,31853,2.781568097
6521,31854,1.472384139
6522,33817,2.822232297
6523,33610,2.971936427
6524,33611,3.324113567
6525,16095,2.469505818
6526,14295,1.087523154
6527,16257,2.809135845
6528,14289,2.834171354
6529,16216,2.33072012
6530,16174,2.975278785
6531,14288,2.393779515
6532,18144,2.47769502
6533,18102,1.420346409
6534,22011,3.655220358
6535,16172,3.103296965
6536,16046,0.606947796
6537,19944,0.516442138
6538,19901,2.415184081
6539,23677,3.77960791
6540,17716,3.225877993
6541,17717,2.688166692
6542,19554,2.699224482
6543,19470,2.405417169
6544,23454,2.594388549
6545,23325,3.036862409
6546,23195,3.006287858
6547,23110,2.977450876
6548,23071,2.432407475
6549,27146,2.981091165
6550,24993,1.651931279
6551,24866,1.798064703
6552,24781,2.209476022
6553,28858,2.423179662
6554,26749,3.32475582
6555,26577,2.63682069
6556,30615,1.201983104
6557,30348,3.039866188
6558,28250,3.899538677
6559,32018,2.904869478
6560,31977,2.983912389
6561,31854,3.329941863
6562,33690,0.599322967
6563,33605,1.436204875
6564,16173,1.112173352
6565,18319,2.940298806
6566,14288,2.441531655
6567,16086,2.11618002
6568,16002,2.093291918
6569,16002,3.070236903
6570,17882,3.170645833
6571,17840,2.343144812
6572,17800,2.589107173
6573,21482,1.739851773
6574,19595,2.938817969
6575,19471,2.747669784
6576,23367,1.330590064
6577,25211,3.015734167
6578,25036,2.712520408
6579,24907,0.665572887
6580,24782,1.777030191
6581,28768,2.010046264
6582,26792,2.703445835
6583,26619,3.641698142
6584,26539,2.467790567
6585,30525,1.618635812
6586,30435,1.812615588
6587,30180,3.587456925
6588,30096,3.451893856
6589,31893,2.586111655
6590,34084,1.42815294
6591,33904,1.525111838
6592,33776,2.155050413
6593,16091,2.251789572
6594,16259,1.824303206
6595,16217,2.02734501
6596,16175,2.569131902
6597,16091,3.403252237
6598,14290,2.969471122
6599,22011,1.49029814
6600,18015,2.905810815
6601,17973,2.85223578
6602,20075,3.601606278
6603,16048,2.793847448
6604,17801,2.497487461
6605,21787,3.230747114
6606,21569,2.428379151
6607,25434,2.582822603
6608,19510,2.694516366
6609,19474,3.596630127
6610,23238,2.77049582
6611,23111,2.442502256
6612,23028,3.092943315
6613,25123,2.409069525
6614,24822,2.28416361
6615,24784,0.776916661
6616,28679,3.528829873
6617,26579,2.801646161
6618,26496,2.724034061
6619,30263,3.163874564
6620,30222,3.390752893
6621,32061,2.949868325
6622,31854,3.3412255
6623,33994,1.550599381
6624,33607,1.176908411
6625,35617,2.261687183
6626,18102,2.61736406
6627,16259,1.757434385
6628,14295,2.821663194
6629,18231,1.491524643
6630,16176,3.188353021
6631,14247,3.067678265
6632,18058,1.839055028
6633,16043,1.698779616
6634,19988,1.333434231
6635,16006,3.357372075
6636,15963,2.832393672
6637,19770,2.534061018
6638,17883,3.025014057
6639,23723,3.710860903
6640,17841,2.064590006
6641,17758,1.857096219
6642,21655,2.161552482
6643,21612,1.926378883
6644,19597,3.200022216
6645,19512,1.665806148
6646,21273,3.223215457
6647,21274,3.081520661
6648,23152,2.317883082
6649,23113,3.814718247
6650,23073,2.766848483
6651,24994,3.029611687
6652,26706,2.062845234
6653,26620,1.39053373
6654,28292,2.884652461
6655,28253,3.471211308
6656,31934,2.121953708
6657,31894,3.648964851
6658,33692,2.76198333
6659,35706,2.214456634
6660,16215,3.014443945
6661,20164,2.171203734
6662,16174,1.092871021
6663,16173,2.467438742
6664,16177,3.217231744
6665,16095,2.36982379
6666,16093,3.616985002
6667,18189,2.563430033
6668,18146,2.374867192
6669,18016,2.337070711
6670,16129,3.293900028
6671,16044,2.439520175
6672,19900,2.508607846
6673,19858,1.250289079
6674,17842,1.912829879
6675,17803,2.295924934
6676,21483,2.493610092
6677,23499,2.694410117
6678,23280,3.236054
6679,27191,1.831910418
6680,23027,2.668489535
6681,23029,2.528424515
6682,24908,1.134369664
6683,24824,3.430097227
6684,24785,1.14710251
6685,24784,0.934776409
6686,26580,2.455171282
6687,26541,1.940398926
6688,30349,3.156416155
6689,28297,3.124397096
6690,32327,1.509016887
6691,32237,2.46824792
6692,32193,2.954526867
6693,32020,2.114003299
6694,33818,0.917609859
6695,33732,2.436164973
6696,33608,1.154727269
6697,35796,2.196721127
6698,35576,3.205637266
6699,16094,2.911665178
6700,16094,2.027732859
6701,16094,1.805206075
6702,20121,3.778337452
6703,16089,2.682785107
6704,19816,2.63301525
6705,21832,3.004143653
6706,17803,1.937953232
6707,21571,2.95552268
6708,19597,3.338130327
6709,19513,3.218818427
6710,23411,2.587551894
6711,23368,1.9949732
6712,23239,2.042249046
6713,23153,2.603901009
6714,23113,2.08235466
6715,27101,2.237293037
6716,25037,1.437405249
6717,24785,0.977583938
6718,24785,2.663433944
6719,26748,2.894934337
6720,26542,2.825335258
6721,26542,2.342625578
6722,30570,1.590134539
6723,30437,3.363144511
6724,30223,3.167524291
6725,30138,2.854731508
6726,31895,3.122468855
6727,16258,2.341141709
6728,16176,2.06184057
6729,20120,2.93070846
6730,16174,0.764853776
6731,16134,2.565853165
6732,18059,1.527859823
6733,16131,3.812316005
6734,16091,3.036413261
6735,17807,1.281890449
6736,17884,2.463055071
6737,17844,1.589004971
6738,17762,2.794293429
6739,17761,2.172658096
6740,21744,1.953617797
6741,21613,2.360434165
6742,19639,1.94323643
6743,19518,2.665435054
6744,19515,2.391327214
6745,21270,3.306559639
6746,25167,2.650292781
6747,25079,3.197132734
6748,24951,3.104310935
6749,24910,2.392293475
6750,24870,2.596478699
6751,28858,2.697867931
6752,28768,2.718776275
6753,26836,3.109738851
6754,26707,1.255691764
6755,26621,2.263105638
6756,26582,2.295524649
6757,26542,1.913837728
6758,30479,3.390179323
6759,28418,3.682725412
6760,32062,1.994911467
6761,31935,2.380163704
6762,33905,3.08240736
6763,33693,2.249201981
6764,33609,3.085233332
6765,16217,2.141218704
6766,16260,0.97301625
6767,18232,1.89182511
6768,16179,3.111386132
6769,18190,2.811461256
6770,18147,2.320516787
6771,16172,2.828493976
6772,20032,2.437272801
6773,16091,1.911708725
6774,19989,1.652621041
6775,19859,2.678206005
6776,17845,1.023091868
6777,17763,2.508558003
6778,21701,2.13940044
6779,19599,1.505236467
6780,19516,2.463266778
6781,23282,2.162528862
6782,21309,3.054264376
6783,23074,2.704578099
6784,28295,2.86122451
6785,32021,2.682685307
6786,31897,2.290962577
6787,34084,2.914515195
6788,33993,2.490496358
6789,33820,2.58866752
6790,33734,1.609400268
6791,33656,1.728611972
6792,35618,1.613694652
6793,16259,2.02324084
6794,16220,3.038297165
6795,14291,3.27100032
6796,16136,2.507227785
6797,22011,2.960518111
6798,16131,2.750299018
6799,16050,1.042570683
6800,16094,1.373150567
6801,19946,2.953519366
6802,19772,3.246782042
6803,17885,3.295963063
6804,21877,2.680021853
6805,21572,3.039623277
6806,19640,1.907611551
6807,23589,2.416743435
6808,19516,2.393088694
6809,23240,3.228001036
6810,21271,2.587100525
6811,25038,1.131137183
6812,24911,1.866854964
6813,24871,2.826948732
6814,26623,1.417936012
6815,26583,1.128895116
6816,28506,2.842374821
6817,30224,3.681930579
6818,32149,2.348884642
6819,31937,2.771273964
6820,31898,1.815191795
6821,33649,2.982285749
6822,35532,2.891726499
6823,16173,2.339982435
6824,20164,1.935617942
6825,16177,1.637093413
6826,16176,3.479458137
6827,16137,2.951337461
6828,18060,2.915095541
6829,16173,2.777840833
6830,16132,1.336309229
6831,16050,2.352163539
6832,16050,2.209904441
6833,17846,0.99038469
6834,19562,1.484960985
6835,19600,1.990413483
6836,21363,3.063680482
6837,21362,2.88298709
6838,23500,2.682396325
6839,23412,2.038512112
6840,23369,1.849852863
6841,21310,3.186440564
6842,21271,2.594879731
6843,27191,2.903463311
6844,24952,3.068701493
6845,24872,1.545135285
6846,26794,3.024077969
6847,26708,2.020072141
6848,26584,1.891775344
6849,28420,2.65460759
6850,28340,2.582852124
6851,30142,3.209014367
6852,32237,2.611515385
6853,33655,3.069290574
6854,35706,2.350928439
6855,16217,1.807694749
6856,18276,1.295633664
6857,16138,3.142275866
6858,16182,3.694144427
6859,18103,2.050242826
6860,20120,2.737964052
6861,16133,1.81098773
6862,16050,2.352950387
6863,19860,2.792671984
6864,17973,2.48320917
6865,17886,1.932327626
6866,17847,0.847168382
6867,21787,2.646386599
6868,21614,2.664958337
6869,19601,1.46519362
6870,21363,3.013415775
6871,23283,1.868104005
6872,21272,3.076345086
6873,25256,3.140052402
6874,25168,1.394356664
6875,25125,3.238908418
6876,24912,1.492952191
6877,24873,2.829763675
6878,28903,2.518698288
6879,26837,2.293540446
6880,30660,0.647510908
6881,28593,3.167722518
6882,28380,2.348081232
6883,28342,2.983664275
6884,32327,1.988994158
6885,32063,1.965830254
6886,32023,2.840095443
6887,31899,2.447549607
6888,31899,0.830248188
6889,33862,2.102797013
6890,33735,0.610672584
6891,33650,2.970926982
6892,35796,2.120066996
6893,16218,3.104957093
6894,16260,1.642213255
6895,16179,1.643352542
6896,16178,3.006629688
6897,18233,2.443835608
6898,16183,3.030581807
6899,16184,3.219739506
6900,18146,2.049029458
6901,22056,1.334902395
6902,18061,1.925249299
6903,16175,3.075623077
6904,16135,2.048931903
6905,20033,2.182024503
6906,19945,2.669529187
6907,19902,2.78696667
6908,17887,2.070394451
6909,17848,1.8292479
6910,21745,2.063392134
6911,21657,2.517224635
6912,21528,3.205857951
6913,19641,1.853359166
6914,23634,2.72727359
6915,23241,2.314197336
6916,21312,2.508751733
6917,23119,2.289702014
6918,24829,2.319333869
6919,28813,2.928321531
6920,28724,3.349043105
6921,26624,2.584056753
6922,26585,0.952622827
6923,30570,1.783836212
6924,30480,2.052712093
6925,28342,2.484830889
6926,31938,1.851374749
6927,31944,2.999715215
6928,33821,2.051422542
6929,35620,2.945495147
6930,35534,1.865133939
6931,16175,1.285345275
6932,16218,2.221520383
6933,16182,2.671967736
6934,16179,1.558643159
6935,16175,3.607682552
6936,16136,1.170518097
6937,23812,3.391291713
6938,17849,3.386712413
6939,17849,2.720910727
6940,19603,1.529185583
6941,23371,2.601629721
6942,21313,2.970733733
6943,23119,3.013165275
6944,25039,1.609387043
6945,24953,2.34081719
6946,24913,2.760110303
6947,24875,2.464532674
6948,26751,2.852100766
6949,26710,2.427387768
6950,26585,2.06983196
6951,28507,3.351920389
6952,28421,2.350746727
6953,28382,2.958349397
6954,28343,2.134159678
6955,32151,2.571318538
6956,33949,0.873283659
6957,33652,3.03027516
6958,33656,1.996124916
6959,20120,2.676336137
6960,16179,2.52727897
6961,18104,1.604981827
6962,18062,2.267999827
6963,20166,3.678538073
6964,16136,0.729122232
6965,19861,2.338664186
6966,17974,2.515869796
6967,17889,1.816477321
6968,17807,2.990704227
6969,19653,3.336323987
6970,21616,2.137623748
6971,19729,3.268110596
6972,19643,2.828114117
6973,19604,1.650378751
6974,23544,2.431032724
6975,23501,2.429414831
6976,23413,1.427524295
6977,23284,2.396814719
6978,21398,2.809931072
6979,27236,2.480545806
6980,25127,3.290521344
6981,24874,2.852252119
6982,26625,1.519435189
6983,26587,2.779175479
6984,32024,3.109903337
6985,31939,3.631874186
6986,34129,1.456928162
6987,34039,1.950936773
6988,33736,1.932251181
6989,35662,2.670443176
6990,18021,3.033512603
6991,18233,2.839909751
6992,16183,2.105380627
6993,16182,1.717249636
6994,16181,2.293613271
6995,16140,1.621277093
6996,18147,0.762870131
6997,16177,3.686256677
6998,16093,2.830167101
6999,19904,2.197539258
7000,17890,1.856487989
7001,23722,3.562867727
7002,21658,2.019196597
7003,19644,2.230793667
7004,19604,2.631999215
7005,21314,2.747698905
7006,27146,2.696912405
7007,24954,1.578695975
7008,24914,2.435922086
7009,24875,1.677952978
7010,26838,1.39622342
7011,26626,1.200427063
7012,26586,2.634873332
7013,28549,3.471334909
7014,28422,2.85516894
7015,28383,2.941882766
7016,28342,2.713742141
7017,32193,2.410923628
7018,32065,1.871596175
7019,31940,3.007799629
7020,33863,1.754846138
7021,33698,2.459397919
7022,35535,2.527833233
7023,16177,2.332114817
7024,16220,2.615050911
7025,16182,2.103277947
7026,18190,2.042223365
7027,18105,1.104664906
7028,18063,2.343856425
7029,16177,3.796897361
7030,20077,2.306855734
7031,16094,3.401500145
7032,16094,2.627789592
7033,20034,1.988193124
7034,19946,2.179826482
7035,17896,2.180887547
7036,18017,3.437155576
7037,17930,2.602566925
7038,17891,2.278183382
7039,21789,1.639777233
7040,21701,2.365509385
7041,19562,1.909912992
7042,19561,3.107658777
7043,23327,2.239206795
7044,21354,3.034954188
7045,21315,2.103065935
7046,25212,2.023203266
7047,25169,1.843122075
7048,25040,2.460718705
7049,24915,3.068571558
7050,26881,3.070699077
7051,26752,1.719236652
7052,26711,2.78982957
7053,26586,1.242521243
7054,30482,3.55686694
7055,28463,3.439653808
7056,32372,1.511226638
7057,32282,2.585564117
7058,31980,2.532781723
7059,33777,2.080879136
7060,35751,1.959143908
7061,35576,2.066848074
7062,16139,1.501985107
7063,16183,1.86477636
7064,22011,2.707395433
7065,17940,3.19646887
7066,17941,3.630280849
7067,17931,1.532819321
7068,17892,2.453326248
7069,21617,3.198902409
7070,19685,2.544040381
7071,19645,1.454713227
7072,25434,3.460073589
7073,21407,2.30854319
7074,19563,2.966600692
7075,23285,2.956943756
7076,23161,2.796317584
7077,24956,2.486361196
7078,28903,2.118217744
7079,28813,2.604705896
7080,26627,1.03698847
7081,30615,2.251777991
7082,30525,2.674048791
7083,28384,2.895624662
7084,32107,2.926083025
7085,31942,1.942038521
7086,33951,3.03766948
7087,33738,1.22077623
7088,33699,1.245698018
7089,35841,2.015685057
7090,16178,2.178538702
7091,16177,1.883894692
7092,16185,2.750951088
7093,16185,2.680061245
7094,18148,0.762352847
7095,18020,3.187341786
7096,17979,2.989274463
7097,19905,2.387068326
7098,19818,2.477500459
7099,23767,3.21514339
7100,17893,2.493859851
7101,21660,2.112053221
7102,19646,1.744793204
7103,21408,1.946515657
7104,23545,2.708911191
7105,23457,1.969644172
7106,23414,2.222713681
7107,23163,3.268164138
7108,21401,3.829232531
7109,21317,3.157774919
7110,25083,0.910715945
7111,24997,3.685260248
7112,24917,1.901768456
7113,26668,3.156944999
7114,26629,1.890497829
7115,28551,2.908594001
7116,28424,2.356729198
7117,28385,2.548135265
7118,32066,2.55985356
7119,33700,2.073084872
7120,35537,2.479225734
7121,16179,2.551044615
7122,18234,2.998561222
7123,20122,2.347776964
7124,18191,1.387532952
7125,18106,2.378448064
7126,20121,2.52442061
7127,16179,3.327203345
7128,19948,2.435197834
7129,17932,2.803227644
7130,21833,2.833671264
7131,17894,1.959693115
7132,21702,2.995721451
7133,19608,2.228177465
7134,21618,3.36723259
7135,19687,3.38764727
7136,23328,2.944910315
7137,21441,3.219248306
7138,21402,2.957962607
7139,23164,2.645332679
7140,27236,3.013128248
7141,25170,2.084145755
7142,24957,3.350010055
7143,24919,2.985909082
7144,26839,1.353058149
7145,26753,1.305183257
7146,28510,3.164999029
7147,32194,1.810636177
7148,32027,3.012915669
7149,31988,3.105478107
7150,34039,2.936828267
7151,33865,1.882732619
7152,33779,2.051009608
7153,33739,2.992097597
7154,33745,2.638939801
7155,35663,1.7628346
7156,16180,3.034124324
7157,16179,2.952802111
7158,16185,2.032748844
7159,16221,3.048861308
7160,16137,2.485452983
7161,16181,3.35603244
7162,20078,2.20195164
7163,19990,2.72962681
7164,18019,3.006339582
7165,17933,1.867403004
7166,19697,2.270503495
7167,17895,3.829236972
7168,21790,0.989752932
7169,19647,2.114429867
7170,23164,2.132837179
7171,25301,3.116601768
7172,25213,1.504192271
7173,24919,1.997156454
7174,26882,1.716903751
7175,26668,2.269614114
7176,26630,2.491954934
7177,28593,3.367402169
7178,28425,1.785707193
7179,28387,3.413094694
7180,31989,3.753640932
7181,34129,2.664163992
7182,35577,2.644371998
7183,16182,1.862373012
7184,16181,1.508593604
7185,18149,1.345510827
7186,18107,2.879384915
7187,18067,3.877319996
7188,16137,3.018524512
7189,19906,2.764173795
7190,23857,4.072145382
7191,17850,2.966047757
7192,21661,2.121754328
7193,19687,1.921594718
7194,25524,2.370516835
7195,19648,1.610757626
7196,23416,2.092225102
7197,21442,3.295459936
7198,21358,2.553553354
7199,25084,1.457469627
7200,24998,1.926845025
7201,24958,2.54963996
7202,24876,2.429933437
7203,28948,2.16266948
7204,28858,3.550933496
7205,26924,3.023510022
7206,26630,2.57855576
7207,30705,1.761365161
7208,30525,1.91682371
7209,28387,2.189091549
7210,30188,2.238256239
7211,32372,2.89995943
7212,32281,2.749427574
7213,32108,2.901043841
7214,32068,2.758305465
7215,31983,2.590640226
7216,31944,3.308234905
7217,33780,2.518645855
7218,33696,3.05476158
7219,35751,2.742291357
7220,35493,2.252334957
7221,16138,2.710676637
7222,16181,2.629528287
7223,18147,2.790954675
7224,22011,3.23873055
7225,17985,3.040563818
7226,16139,2.805374671
7227,19949,2.540699049
7228,17975,2.792902557
7229,17935,1.884187128
7230,21574,3.076953799
7231,19689,1.823537068
7232,19605,3.054087329
7233,23589,2.125394698
7234,23458,1.282189387
7235,23329,1.617262666
7236,21359,2.297287814
7237,24876,2.447148127
7238,26795,2.877807021
7239,26754,2.852782847
7240,26670,2.065611575
7241,26631,1.491606781
7242,30615,2.244838833
7243,28552,2.228951798
7244,28466,2.352004053
7245,28426,2.429671192
7246,28388,2.354282504
7247,33952,2.660832993
7248,33866,1.373534633
7249,35841,2.664057745
7250,16139,3.124728576
7251,16185,1.152598429
7252,16184,0.830084179
7253,18235,1.862525614
7254,20078,2.47424633
7255,18150,1.500877757
7256,18109,2.987899696
7257,18068,3.249153837
7258,20122,2.647853621
7259,17985,2.933686898
7260,17985,2.031943408
7261,19991,2.428024787
7262,19907,2.6155665
7263,21922,3.042652028
7264,17935,2.293741316
7265,21834,1.322442729
7266,21791,1.058924239
7267,21703,1.94867944
7268,19651,1.927369102
7269,19650,2.520509544
7270,23546,1.203079399
7271,21443,2.581803983
7272,21405,3.017792772
7273,27281,2.317789205
7274,25171,2.095622707
7275,24999,2.958379515
7276,24960,2.9783075
7277,26632,2.071645575
7278,28388,1.678041213
7279,32196,2.899163644
7280,32069,2.44626484
7281,31984,3.142283615
7282,31944,2.253386048
7283,33742,2.401205066
7284,35664,2.94584727
7285,35579,1.833827065
7286,16185,2.615547333
7287,16182,2.896597369
7288,16179,2.715698367
7289,20034,2.366603998
7290,17941,0.792178109
7291,17977,2.649048168
7292,17937,1.668370886
7293,21662,2.763242898
7294,19652,2.899676223
7295,19730,2.885868472
7296,19690,1.255442509
7297,21453,2.469680657
7298,23372,2.029814399
7299,23330,2.322199972
7300,21361,2.660196011
7301,27191,2.474534869
7302,25214,1.242485629
7303,25085,1.692157117
7304,24960,2.940778577
7305,26883,0.790607888
7306,26756,2.931414996
7307,26671,1.676149739
7308,28594,2.719838258
7309,28467,2.244851782
7310,28428,2.042373616
7311,32110,1.850439725
7312,33994,1.629610613
7313,33782,2.420061913
7314,33700,1.764833381
7315,35494,1.794269381
7316,16140,3.706191657
7317,18149,3.058521633
7318,20211,3.195228266
7319,18107,3.133032744
7320,18065,2.5844092
7321,18025,2.859315576
7322,19950,2.635388671
7323,19863,2.849412324
7324,17938,1.727108355
7325,19691,0.929846573
7326,21453,2.779121199
7327,21445,2.173820771
7328,21407,2.851705338
7329,25257,2.454819253
7330,25000,3.334915665
7331,24962,2.158243083
7332,24921,2.165275149
7333,26926,3.12761313
7334,26797,2.223921917
7335,26672,2.195134409
7336,28553,3.352231691
7337,28429,1.861693089
7338,32283,3.108929223
7339,31985,3.514371221
7340,34174,1.543753463
7341,34084,2.077732433
7342,33743,1.234018173
7343,35707,2.275777449
7344,20036,3.367687064
7345,18066,1.27389159
7346,18026,2.42200615
7347,19993,2.326011285
7348,23812,3.057398748
7349,17977,2.284747675
7350,17941,2.187720723
7351,17939,2.347228454
7352,21704,2.924221625
7353,19731,2.860151089
7354,19692,1.6905058
7355,23679,2.807649986
7356,23502,2.443430333
7357,23459,2.106346853
7358,21363,3.719126097
7359,25128,2.806814748
7360,25086,2.266444247
7361,24962,3.136010051
7362,28948,2.440335061
7363,28858,2.472929974
7364,26757,1.744296432
7365,26674,3.137923992
7366,26676,3.445157083
7367,30569,3.49549389
7368,28681,3.181196098
7369,28468,2.477316166
7370,32417,2.029314113
7371,32327,2.745289847
7372,32070,2.475701301
7373,31987,3.833426338
7374,33908,1.797627199
7375,33867,2.999925027
7376,33783,0.99376782
7377,33744,1.087236094
7378,35580,1.407408769
7379,35496,2.507131207
7380,18150,2.937727416
7381,18107,3.188762135
7382,20166,3.335437612
7383,16182,3.495726088
7384,18027,3.521454941
7385,20123,2.333803899
7386,20035,1.455635475
7387,18064,3.273307431
7388,17978,1.598292566
7389,21878,2.610772658
7390,17896,3.217020461
7391,17897,3.093517128
7392,21835,1.918761519
7393,21792,2.560150183
7394,21663,2.793747556
7395,23590,2.334115985
7396,23418,3.082475562
7397,21486,2.467462449
7398,21363,3.399084312
7399,21446,1.603431144
7400,23209,3.101504461
7401,25001,3.56318187
7402,24963,2.913248042
7403,26884,0.860359265
7404,26798,1.555303134
7405,30660,2.045641934
7406,28429,2.87015422
7407,32197,2.689983443
7408,32111,2.593505611
7409,35796,2.000588438
7410,35666,2.725880637
7411,18031,2.6611266
7412,18068,2.746790289
7413,17987,3.352511446
7414,18030,2.007151143
7415,19906,2.187085884
7416,17980,2.855163639
7417,19653,2.735256438
7418,19733,1.934513853
7419,19695,2.482503911
7420,19694,2.74700289
7421,21403,3.313858645
7422,23209,2.474082579
7423,27236,2.283094219
7424,25215,2.940204683
7425,24965,1.578732023
7426,26759,2.48498854
7427,26720,2.407011196
7428,28596,2.805728138
7429,28555,2.902653944
7430,28470,2.023526823
7431,28432,1.947270911
7432,32072,3.143970247
7433,32033,3.505792045
7434,33996,2.156974216
7435,33745,2.512614899
7436,35886,1.82359425
7437,35497,1.342712813
7438,19993,2.42728115
7439,18109,2.226241102
7440,18069,2.659962767
7441,17987,2.258011365
7442,18032,2.079738485
7443,19949,2.243498674
7444,23858,2.828233176
7445,19865,3.076865296
7446,17981,3.408647793
7447,21706,1.154543589
7448,21619,2.943486739
7449,19734,1.747819904
7450,19696,1.894453369
7451,23461,1.789888619
7452,23374,2.2905052
7453,21488,3.099874446
7454,21449,2.997613445
7455,25346,3.11189366
7456,25258,1.924892776
7457,25129,1.464268607
7458,25088,2.571566254
7459,25003,2.287372628
7460,24966,2.482003064
7461,26927,2.355937284
7462,26720,1.418793411
7463,28432,2.002929338
7464,32239,2.280873432
7465,30188,3.226030418
7466,34038,2.952238446
7467,33910,1.749521346
7468,33869,1.91944997
7469,33785,1.674919011
7470,33791,3.040965248
7471,35582,1.833332766
7472,18106,3.171461024
7473,22011,3.358179562
7474,18069,1.964808811
7475,20037,2.238079274
7476,19907,2.43590385
7477,17982,2.794038591
7478,21749,1.748369917
7479,25569,2.401455715
7480,19696,3.112659798
7481,23504,2.45757076
7482,25004,2.695809643
7483,28993,1.75784801
7484,27014,1.871283539
7485,26885,1.638171132
7486,26799,1.902841566
7487,26760,2.487496337
7488,26677,1.748439533
7489,28683,2.458224037
7490,28511,2.28779198
7491,28471,1.965576616
7492,28434,1.556067364
7493,32199,3.870394322
7494,32113,2.874652256
7495,32073,3.245900414
7496,30190,3.362843978
7497,34129,3.035762112
7498,35708,1.406938634
7499,35623,3.003659335
7500,35499,2.4800423
7501,22056,2.406181275
7502,18110,1.348099744
7503,20122,2.590947094
7504,18070,2.662750924
7505,20079,2.732637897
7506,18022,3.527430621
7507,23767,3.500343136
7508,17983,1.209325367
7509,21879,1.477629987
7510,21836,1.343045497
7511,21707,1.901791878
7512,19776,3.953434478
7513,19735,2.134450169
7514,21499,2.929427896
7515,21500,2.861969366
7516,23634,2.483685293
7517,23591,2.233193245
7518,21489,2.142770246
7519,21451,2.991444835
7520,25217,2.100777652
7521,25089,2.724590113
7522,28903,3.551617152
7523,26677,2.210909163
7524,30750,2.122292372
7525,30660,2.28843815
7526,30570,3.056212904
7527,28597,1.530406382
7528,28433,1.723642588
7529,30279,3.347616357
7530,32417,2.933504414
7531,32326,2.367402696
7532,33825,2.608319575
7533,33786,1.973157228
7534,18107,2.691014745
7535,18149,2.838337765
7536,18026,2.14001624
7537,19950,2.314711742
7538,19908,1.931534467
7539,18022,2.714079183
7540,17984,2.443844964
7541,19736,1.176890797
