BinNo,Dsno,Distance,l,a,b,lx,ax,bx
4283,16040,2.71920848370516,38.55420013,37.70912271,-9.764121311,40,40,-10,
4284,15998,2.94541191526445,38.68566575,32.50659369,4.145072048,40,35,5,
4285,15912,3.46726675588258,38.55994911,27.16577144,27.29295143,40,25,25,
4286,17881,3.13982799737551,43.30763583,37.74857024,-28.61238067,45,40,-30,
4287,17838,3.02338240677759,43.23589761,32.83034052,-18.85049503,45,35,-20,
4288,17795,2.25309529095875,43.3596979,28.46916091,-9.794138174,45,30,-10,
4289,17753,2.65280351868845,43.35800979,23.14336447,4.054410677,45,25,5,
4290,19508,2.0787082168652,48.13922198,14.33422721,4.355578086,50,15,5,
4291,19427,2.67053287025912,48.17667114,3.39517172,48.89016043,50,5,50,
4292,19383,2.30048795473631,48.93162841,1.325590374,53.45286163,50,0,55,
4293,21264,2.21555455696058,52.91139038,4.545596707,9.416982421,55,5,10,
4294,21182,2.88752288204743,52.89670781,-5.392811294,48.0610184,55,-5,50,
4295,21094,2.810552096162,57.48001389,-15.35463419,61.27395792,55,-15,60,
4296,23103,2.55080655308239,62.20080262,4.484678957,-18.81782991,60,5,-20,
4297,22932,2.84740155454269,62.33931568,-14.39462969,23.49373822,60,-15,25,
4298,25034,3.4767964139151,66.98466058,13.58293249,-42.47813546,65,15,-40,
4299,24946,2.60369241487036,66.91114487,4.428476228,-28.32665005,65,5,-30,
4300,24731,2.47867903929249,66.8087522,-18.74550256,18.86048193,65,-20,20,
4301,24689,2.98830959357204,66.89512315,-23.62287386,33.14473019,65,-25,35,
4302,26616,1.85959759023474,71.64050469,-14.18798072,-4.672170397,70,-15,-5,
4303,26406,2.84408988668515,71.47938642,-38.349028,71.78172797,70,-40,70,
4304,28416,1.62098074512474,76.22798577,-18.94383344,-5.064356214,75,-20,-5,
4305,28373,1.7807193359304,76.28584378,-23.81146589,4.676034267,75,-25,5,
4306,28245,3.34549505715332,76.29222006,-38.11063398,42.43983617,75,-40,40,
4307,30216,1.53843755115024,81.04134723,-23.86763218,-4.988634896,80,-25,-5,
4308,31973,1.98494324980241,85.59394747,-33.1431243,4.626852921,85,-35,5,
4309,31803,3.03742498233512,85.71178759,-52.69748316,56.84870905,85,-55,55,
4310,31764,3.22261634965839,85.52311606,-57.90042577,82.61182208,85,-60,85,
4311,16430,3.6532942721827,41.86121057,82.5971156,-87.02696838,40,85,-85,
4312,14245,3.25072910274753,33.1234578,42.89931104,16.62263211,35,45,15,
4313,14244,3.4590225063086,33.44050977,43.01300656,12.3631936,35,45,10,
4314,16126,3.14929385965693,38.33018496,47.60631221,-28.81677208,40,50,-30,
4315,16038,3.04913207125405,38.50712934,42.45254712,-18.97357114,40,40,-20,
4316,18011,3.5611879510674,42.96046046,57.00057259,-57.12604031,45,55,-55,
4317,17923,3.73761170033589,43.01565734,47.16127379,-42.68461212,45,45,-45,
4318,15913,3.31278656062175,38.59809614,27.04713188,32.19510169,40,25,30,
4319,19854,3.37897548756125,47.64998881,56.80767776,-66.62087133,50,55,-65,
4320,19723,3.76585064660957,47.85221547,42.27287505,-47.09825921,50,40,-45,
4321,17712,3.04551547342116,43.52741391,18.06521779,23.16607729,45,20,25,
4322,19680,3.56331526933633,48.15203698,32.7998357,-32.89250731,50,35,-35,
4323,21566,3.50519273816767,52.60033972,42.03681621,-56.54252598,55,40,-55,
4324,19551,2.33378280034476,48.1982399,18.51923028,-4.913260519,50,20,-5,
4325,19467,2.80712658495528,48.05976638,9.279511429,23.10359567,50,10,25,
4326,19428,2.40134262761383,47.93597521,3.884697539,54.48780033,50,5,55,
4327,21223,2.85496917477569,52.89180135,-0.617223288,28.17643677,55,0,30,
4328,21184,3.15786232610485,52.84185003,-6.048272383,57.94680537,55,-5,60,
4329,21183,2.24655857480468,52.88446329,-5.729034343,54.79990306,55,-5,55,
4330,21218,2.49959300490924,57.47524796,-0.008581143,4.652093273,55,0,5,
4331,22979,3.22850148038555,57.55840394,-9.508247565,32.9457337,60,-10,35,
4332,23060,2.28159486457374,62.25474521,0.010194056,-9.651151544,60,0,-10,
4333,23017,2.30078695758506,62.27768814,-4.687219918,0.089027981,60,-5,0,
4334,22891,3.41043854809401,62.15013372,-18.92018102,42.58297558,60,-20,45,
4335,26833,2.94942352278874,71.61779171,9.049155929,-42.72453419,70,10,-45,
4336,24649,3.02207491130994,66.95387941,-29.14495403,57.85892821,65,-30,60,
4337,26746,2.30934349636789,71.54759111,-0.344026865,-28.32081131,70,0,-30,
4338,26446,3.39209837663601,71.69999242,-33.35589015,47.43171955,70,-35,45,
4339,28288,3.10490477422632,76.22392806,-32.96489211,27.9998076,75,-35,30,
4340,30346,1.58290385138936,80.94115992,-9.626769384,-28.78324139,80,-10,-30,
4341,30173,1.94657562016622,81.15061914,-28.46973783,4.64853175,80,-30,5,
4342,33648,3.219630469025,90.42304467,-57.39174769,57.11343241,90,-55,55,
4343,14329,2.8544861289927,32.52798632,54.80732329,-16.41425426,35,55,-15,
4344,14287,3.18967046337776,33.04598048,48.5858095,-2.087072258,35,50,0,
4345,14246,3.22695359564534,33.17022402,42.7415282,21.40158999,35,45,20,
4346,16041,2.71987653408329,38.40341881,37.88934704,-5.627535614,40,40,-5,
4347,15999,2.92452177884673,38.57956832,32.95935571,8.460203793,40,35,10,
4348,15916,2.61164878589426,38.29481883,26.93916269,45.39078718,40,25,45,
4349,15959,3.62874224698675,38.42200316,27.54822812,37.16021085,40,30,35,
4350,18053,3.28304788446477,47.4944679,61.44816181,-71.56807547,45,60,-70,
4351,17796,2.69813808366535,43.34311491,27.8705286,-5.005698565,45,30,-5,
4352,17754,2.865027054444,43.40114636,22.83274173,9.02273921,45,25,10,
4353,17713,3.35388394440879,43.27280502,18.33594436,27.65559094,45,20,30,
4354,19637,3.31937941658157,48.22782931,27.8195896,-23.23265701,50,30,-25,
4355,19594,2.50472599942484,48.09945842,23.52288119,-14.30738607,50,25,-15,
4356,19509,2.3172521186071,48.15198703,13.91598127,9.117158657,50,15,10,
4357,19468,3.21104667160472,48.03436995,8.861312401,27.73052654,50,10,30,
4358,21523,4.03650644764748,52.6881934,32.6755438,-42.64503972,55,35,-45,
4359,21436,3.23848268228762,52.95466484,23.29778672,-28.15423617,55,25,-30,
4360,21307,2.24894531922132,52.9803443,9.09596879,0.401837621,55,10,0,
4361,21522,3.97815948427912,57.4888471,32.50642553,-51.84756038,55,35,-50,
4362,23192,3.20043508284253,57.57375112,13.94613297,-23.19848248,60,15,-25,
4363,21261,2.53303265271555,57.4881044,4.595061503,-4.751774844,55,5,-5,
4364,23021,2.80865608603137,57.53535257,-4.7286282,18.68075044,60,-5,20,
4365,23278,3.51628084062758,62.21656784,23.06228399,-46.9225802,60,25,-45,
4366,22980,3.40283044211228,57.52023555,-10.02647715,37.66990939,60,-10,40,
4367,23190,3.45935723909522,62.3075891,13.58147783,-32.84826119,60,15,-35,
4368,22891,3.23594319727631,62.11930812,-19.38794423,47.36754075,60,-20,45,
4369,24774,2.16892600440419,66.77461132,-13.99370388,9.263547154,65,-15,10,
4370,24690,3.09624897701981,66.89732084,-23.97901705,37.77637117,65,-25,40,
4371,26531,2.55442389026526,71.52137823,-23.55044883,18.54766013,70,-25,20,
4372,28546,2.22531413802841,76.43958503,-5.1265531,-28.30778185,75,-5,-30,
4373,28206,3.06631102120675,76.13677162,-43.03947212,67.93448699,75,-45,70,
4374,30088,2.67632613323148,81.04685311,-38.07337166,28.46542404,80,-40,30,
4375,30045,3.52982333703729,80.88846579,-42.57786756,42.40905703,80,-45,40,
4376,30004,3.14891688381266,80.98071122,-47.8454849,62.07652299,80,-50,60,
4377,31888,2.6356614128217,85.79172232,-43.01184341,28.46145516,85,-45,30,
4378,33688,2.80831468345026,90.49099335,-47.65777562,28.53046203,90,-50,30,
4379,33564,2.64545781210511,90.23495498,-62.74915405,83.62998697,90,-65,85,
4380,12527,2.59801774685467,32.25494493,60.38452374,-26.23169033,30,60,-25,
4381,14455,1.93555793785313,36.6714896,70.89027481,-59.60010275,35,70,-60,
4382,16213,3.12824106946691,37.82247793,58.24873696,-43.59381097,40,60,-45,
4383,14247,3.15071283788384,33.23839261,42.6578425,26.15673205,35,45,25,
4384,18055,4.01666079175885,42.72740536,62.31534987,-62.36812848,45,60,-60,
4385,16000,3.51258979711086,38.55997248,32.57850054,12.9021563,40,35,15,
4386,15917,3.14066413492766,38.41146873,27.18993075,48.40483765,40,25,50,
4387,17880,3.40910428626521,43.23119907,42.35735667,-33.28646423,45,40,-35,
4388,19767,3.66488899078828,47.74298799,46.95750969,-52.12260781,50,45,-50,
4389,17713,3.4735888033695,43.28679281,18.13193542,32.37509474,45,20,30,
4390,19765,3.40639033638483,52.45409673,46.86079114,-61.45545893,50,45,-60,
4391,21393,2.66952602992278,52.88613012,18.82134265,-18.87363851,55,20,-20,
4392,21350,2.36506900507581,52.80870456,14.2818657,-9.474587,55,15,-10,
4393,21265,2.20570260767052,53.01068467,4.519562042,14.17724373,55,5,15,
4394,21224,3.11460589117303,52.96040284,-0.610591482,32.72667835,55,0,35,
4395,21434,3.77446611240801,57.49856623,23.32042859,-37.72342338,55,25,-40,
4396,23149,2.6924658039962,57.57583549,9.468855024,-13.95564204,60,10,-15,
4397,22975,2.46377517547797,62.34363698,-9.651827458,14.3244782,60,-10,15,
4398,22933,3.03703866292239,62.12959552,-13.98045027,28.08977878,60,-15,30,
4399,24903,2.30691137039647,67.00410416,-0.017315671,-18.85758731,65,0,-20,
4400,24817,2.02221922984592,67.00720452,-9.759461704,0.051399967,65,-10,0,
4401,24732,2.8051479910296,66.8530768,-18.92609935,23.18845397,65,-20,25,
4402,24650,2.39667797650508,66.70687156,-28.79696195,63.82383919,65,-30,65,
4403,26489,2.98090713924317,71.64063158,-28.35182957,33.1351489,70,-30,35,
4404,26447,3.16723010074863,71.43076719,-33.21573395,52.19103775,70,-35,50,
4405,28246,3.17034464496068,76.32915546,-38.24329396,47.28000325,75,-40,45,
4406,28207,1.67680994444151,76.08016047,-43.77352148,75.37509384,75,-45,75,
4407,31890,3.32670895457125,85.66871834,-47.35120535,42.25646663,85,-45,40,
4408,31804,2.96494231276727,85.73304757,-52.90022382,61.96073052,85,-55,60,
4409,33691,3.3352439017778,90.34437226,-52.25360171,42.56555161,90,-50,45,
4410,16385,2.64515062764657,41.85788636,80.97106072,-83.38689083,40,80,-85,
4411,16342,2.18956903558378,40.25731464,77.11664055,-75.49782981,40,75,-75,
4412,12485,3.20750518791111,32.36036418,55.16327396,-12.16566666,30,55,-10,
4413,14288,3.30782786274591,33.0660306,48.80446155,2.597464809,35,50,5,
4414,14206,3.09384304083394,32.94738072,42.28580673,45.36565892,35,40,45,
4415,14249,3.3866018479042,33.06398152,42.69952297,36.55843189,35,45,35,
4416,14248,2.7321312861991,33.17053883,43.07564338,30.6437894,35,45,30,
4417,16170,3.0583217087164,38.05615742,52.8953679,-33.92979842,40,55,-35,
4418,16127,3.13795446747883,38.23224204,47.54205508,-24.17519893,40,50,-25,
4419,16084,2.7176129079626,38.48351446,42.76231121,-14.71992786,40,45,-15,
4420,15997,2.98841001086289,38.4474684,37.4980667,-0.529058396,40,35,0,
4421,17967,3.76612120251039,42.98780982,52.22411906,-47.72226999,45,50,-50,
4422,18097,3.14206565966131,47.38975162,66.49174399,-76.39153285,45,65,-75,
4423,15956,3.31208374715074,38.53878434,32.18666764,17.98673594,40,30,20,
4424,17882,2.84511117500874,43.24662287,37.97296471,-24.04529891,45,40,-25,
4425,17839,2.6826390801934,43.47124475,32.9016228,-14.32452021,45,35,-15,
4426,17755,3.0545958616301,43.25079894,23.3337984,13.13060872,45,25,15,
4427,17714,3.60158218631813,43.30930646,17.97322336,37.45053587,45,20,35,
4428,19724,3.93456320562439,47.95960797,37.63795607,-37.60451749,50,40,-40,
4429,19552,2.30879729100554,48.03730347,18.86565984,-0.437766677,50,20,0,
4430,19510,2.5245151235558,48.18586509,13.61536425,13.92070626,50,15,15,
4431,19468,3.24178426558884,48.13608394,8.983423221,32.44980689,50,10,30,
4432,21521,3.46711095445834,57.4300482,36.91501238,-56.56475292,55,35,-55,
4433,21224,3.27081731719356,52.66874304,-0.459349454,37.24777334,55,0,35,
4434,23022,3.05907258275951,57.55109235,-5.047836327,23.16738218,60,-5,25,
4435,22980,3.38114753849699,57.58199765,-9.996021322,42.36334667,60,-10,40,
4436,25078,3.22414717145883,66.88759547,18.50154358,-47.1416668,65,20,-45,
4437,22893,3.16392864472153,62.16457998,-19.42612113,52.76489351,60,-20,55,
4438,24990,3.21896440938765,66.99395961,8.769896655,-32.79258008,65,10,-35,
4439,24860,2.14422589230136,67.03748121,-4.725029561,-9.391094216,65,-5,-10,
4440,24651,2.64373413558259,66.71087882,-28.9588204,68.2742628,65,-30,70,
4441,26703,1.91490217346141,71.64125629,-4.836950041,-19.02709567,70,-5,-20,
4442,26574,2.09687833597027,71.47721478,-18.78940097,9.134445127,70,-20,10,
4443,28331,2.43240467096928,76.16645743,-28.22476462,18.81488022,75,-30,20,
4444,30005,3.13954079638463,80.98055695,-48.15687351,67.34480473,80,-50,65,
4445,32103,1.45273851267938,85.74005082,-19.19408211,-19.04434822,85,-20,-20,
4446,33731,2.43505579851574,90.40243735,-42.92308245,18.79419968,90,-45,20,
4447,33604,3.0275423108001,90.4378092,-57.63019761,61.8325862,90,-60,60,
4448,16344,4.26222893782316,37.59099989,72.50089126,-62.52658748,40,75,-65,
4449,12451,2.72451990779319,29.77675494,52.07934384,43.25371836,30,50,45,
4450,14412,2.76041932839644,37.30516632,63.87346132,-48.98165148,35,65,-50,
4451,14288,3.17278838997761,32.92719973,48.80619734,7.084447269,35,50,5,
4452,16299,3.98508276907002,42.35146925,67.71679904,-67.26681945,40,70,-65,
4453,18141,2.96632806489447,47.15762433,71.48458314,-81.3927571,45,70,-80,
4454,16001,3.7073991306212,38.34596242,32.51992777,22.20413469,40,35,20,
4455,17797,2.71369350660999,43.4803864,27.75263187,0.065141713,45,30,0,
4456,17672,3.21044035747064,43.2188429,17.17731364,51.54716256,45,15,50,
4457,17716,3.33170365829293,43.33932554,17.8543977,43.06640222,45,20,45,
4458,19681,3.22605197298386,48.00726516,32.87210934,-28.6185151,50,35,-30,
4459,19809,3.45612785912372,52.43317289,51.81986227,-66.64699447,50,50,-65,
4460,19595,2.68442691207311,48.15309276,23.09775063,-9.579846662,50,25,-10,
4461,21523,3.96563239043692,52.73894001,37.26352927,-47.34313534,55,35,-45,
4462,19469,3.30954430304608,48.13435266,8.70873825,37.40937473,50,10,35,
4463,21480,3.93236690614067,52.85500669,27.68612597,-32.65298058,55,30,-35,
4464,21308,2.29171194632931,52.79361536,9.440612201,4.733737431,55,10,5,
4465,21266,2.71843968194847,52.7716471,4.775885138,18.45917873,55,5,20,
4466,23064,2.4751536535687,57.61396161,0.12178474,9.353180947,60,0,10,
4467,23322,3.59896805438403,62.18574606,28.00434694,-52.04754831,60,30,-50,
4468,22982,3.43496842259229,57.5596543,-10.39802015,47.6156131,60,-10,50,
4469,23147,3.03704134675066,62.36257462,9.125269614,-23.3039139,60,10,-25,
4470,23018,2.41033124445722,62.36696203,-4.796509171,4.592840401,60,-5,5,
4471,22934,3.06761001646821,62.13891986,-14.31620785,32.91010016,60,-15,35,
4472,22894,2.68758797258042,62.14468574,-19.80794459,58.39171927,60,-20,60,
4473,24695,3.02964062193252,65.95363828,-27.09539532,66.96941991,65,-25,65,
4474,24690,3.33926526866744,66.98083599,-23.8255748,42.41820321,65,-25,40,
4475,26660,1.82077205397491,71.65312217,-9.797008124,-9.264342293,70,-10,-10,
4476,26448,3.19429957393527,71.44833309,-33.41400068,57.36442111,70,-35,55,
4477,28503,1.64318195117703,76.24627182,-9.388191776,-19.12105508,75,-10,-20,
4478,28289,2.93889775899271,76.27576785,-33.12744857,33.1283463,75,-35,35,
4479,30303,1.63877773748198,81.01930647,-14.42719585,-18.85173949,80,-15,-20,
4480,30131,2.30434013918193,80.99618449,-33.20130476,18.95966574,80,-35,20,
4481,30046,3.21804263166393,80.90956241,-42.82638045,47.19177386,80,-45,45,
4482,31931,2.54140831613314,85.75096099,-37.98899922,18.63959944,85,-40,20,
4483,33860,1.46524859626197,90.47209431,-28.68947699,-9.545456436,90,-30,-10,
4484,12528,2.88644307658888,32.4870016,60.07643644,-21.46305644,30,60,-20,
4485,12485,2.98989369605696,31.97341698,56.31647643,-8.180115513,30,55,-10,
4486,14289,2.96867371027546,32.81473213,48.86866533,11.66063536,35,50,10,
4487,16342,3.35347939836915,41.89358517,73.31257629,-72.80619953,40,75,-75,
4488,16085,2.85265555364403,38.30065701,42.70945489,-10.05727311,40,45,-10,
4489,16043,2.96828566938495,38.34947391,37.85530985,3.780660998,40,40,5,
4490,15957,3.33452539106829,38.38427986,32.3859896,26.67796354,40,30,25,
4491,17924,3.58863815754844,43.04566654,47.3309515,-38.09590713,45,45,-40,
4492,17840,2.82479417348078,43.21998839,32.8077822,-9.927875745,45,35,-10,
4493,19811,3.32271395286183,47.81870883,51.74056993,-56.8035557,50,50,-55,
4494,17756,3.02117180030763,43.3398214,23.24371446,18.18706118,45,25,20,
4495,19638,2.91605698769411,48.11987312,28.11081067,-18.81700594,50,30,-20,
4496,19511,2.66763390136824,48.24052179,13.43170281,18.75061976,50,15,20,
4497,19471,3.39519628449494,48.1441082,8.504500373,42.58204543,50,10,45,
4498,21351,2.4380229715784,52.84938325,13.86009098,-4.860676525,55,15,-5,
4499,21226,3.36279954752085,52.75229813,-0.362214245,42.52511456,55,0,45,
4500,21478,4.00251038143259,57.43353137,27.98266166,-42.54472803,55,30,-45,
4501,23236,3.32168755447662,57.50049716,18.87474979,-28.12385882,60,20,-30,
4502,23107,2.45245924814495,57.59923482,4.513552812,-0.11938194,60,5,0,
4503,23234,3.56774252373743,62.22198407,18.51763437,-37.63480114,60,20,-40,
4504,23104,2.72593409592607,62.34795348,4.386694667,-13.75835282,60,5,-15,
4505,23061,2.39987839880719,62.36151266,-0.173864084,-4.609557218,60,0,-5,
4506,22976,2.75288168131263,62.13372082,-9.278071714,18.41746641,60,-10,20,
4507,22895,2.13581443066988,62.12669264,-20.17652138,64.91212566,60,-20,65,
4508,24775,2.17551706166182,66.84261373,-14.1786626,14.18571872,65,-15,15,
4509,26790,2.59585730703744,71.68940561,4.436088315,-33.11151186,70,5,-35,
4510,26617,1.93336622727203,71.75772738,-14.21981944,0.199042006,70,-15,0,
4511,26532,2.66090741061185,71.58931307,-23.65002906,23.34709629,70,-25,25,
4512,26490,3.20160335550431,71.68894091,-28.44693576,37.76712425,70,-30,40,
4513,28460,1.48959027092342,76.26432555,-14.36800536,-9.529954413,75,-15,-10,
4514,28374,1.94194244194067,76.39828227,-23.76267897,9.466161251,75,-25,10,
4515,28247,3.2524971668828,76.37320269,-38.31925646,52.42242716,75,-40,50,
4516,30089,2.8951598992904,81.09517973,-38.20969604,33.00567206,80,-40,35,
4517,30007,2.54429253206718,80.9820465,-48.45700357,73.23133633,80,-50,75,
4518,32060,1.36372351726069,85.78703502,-24.17382438,-9.25317234,85,-25,-10,
4519,31805,3.05353637983548,85.49668541,-52.62257915,66.85074529,85,-55,65,
4520,33817,1.49193644764346,90.53159061,-33.61504235,0.158676069,90,-35,0,
4521,33774,2.3560020431096,90.36539502,-37.85844051,9.088432637,90,-40,10,
4522,14290,2.6174710551844,32.87027103,48.72006653,15.8229092,35,50,15,
4523,16214,2.91119738741579,37.73138459,58.42241476,-39.08365991,40,60,-40,
4524,14206,0.632983499531408,34.85630566,39.8255928,44.40872834,35,40,45,
4525,16128,2.88608319238577,38.21757849,47.73066505,-19.94931826,40,50,-20,
4526,18012,3.91226124628954,42.85152206,57.28560938,-52.3379094,45,55,-50,
4527,15999,3.45708849904939,38.31656883,37.42514488,8.201057895,40,35,10,
4528,15958,3.22357135798734,38.42730548,32.27108604,31.66138871,40,30,30,
4529,17881,3.32710144630406,43.17207554,42.48738588,-28.75854614,45,40,-30,
4530,17838,3.08481595464248,43.30454512,37.46705034,-19.25489273,45,35,-20,
4531,17798,2.70216762740826,43.31249989,28.0884214,4.10561724,45,30,5,
4532,17756,3.61302115000056,43.33796596,22.95363737,22.4706203,45,25,20,
4533,19768,3.98218531817518,47.88849916,42.58417752,-42.64136356,50,45,-45,
4534,19853,3.08070417439703,52.41830755,56.41964643,-71.27559038,50,55,-70,
4535,19553,2.28576863173788,48.1515034,18.76301975,4.473047992,50,20,5,
4536,19473,2.96558058056583,48.06854832,7.752250537,54.89144154,50,10,55,
4537,19472,2.79123956313765,48.15313633,8.293371251,48.78858298,50,10,50,
4538,21437,3.11193998334606,52.83517165,23.49036933,-23.35115073,55,25,-25,
4539,21565,3.3682657934121,57.28142954,42.05162372,-61.38965241,55,40,-60,
4540,21394,2.92668779322727,52.95481122,18.34993158,-13.71159847,55,20,-15,
4541,21267,2.91517113479971,52.81515572,4.58764431,23.11462444,55,5,25,
4542,21227,3.26195928695522,52.7538449,-0.600373165,47.71204945,55,0,50,
4543,21348,2.72835616340573,57.45612673,14.34347573,-19.00987641,55,15,-20,
4544,23150,2.54641285412432,57.65851782,9.1892825,-9.413129691,60,10,-10,
4545,23321,3.64890643244701,62.07432372,32.42770946,-56.765765,60,30,-55,
4546,23023,2.90078697070412,57.65186858,-4.968357914,28.29710756,60,-5,30,
4547,21138,3.1199281617385,57.35870581,-9.771340326,52.97067169,55,-10,55,
4548,22940,2.69710856691698,60.82101011,-17.28903865,63.83353565,60,-15,65,
4549,22935,3.22096528610418,62.16538,-14.52061771,37.66420475,60,-15,40,
4550,24947,2.16616901654912,66.80071162,4.796416847,-23.81329036,65,5,-25,
4551,24733,2.98867710698432,66.96359406,-18.75819919,28.11999469,65,-20,30,
4552,24691,3.2049514963132,67.00399027,-24.01371841,47.29847465,65,-25,45,
4553,26450,3.09523261224809,71.47559731,-33.52732163,62.71214163,70,-35,65,
4554,28590,2.35311711032097,76.25670804,-0.169117066,-33.01776781,75,0,-35,
4555,28417,1.67333176460386,76.34431439,-19.02960296,0.226246768,75,-20,0,
4556,28207,2.84389676573512,76.57732399,-42.64762701,75.25717535,75,-45,75,
4557,30260,1.53203557853604,81.09386072,-19.15175072,-9.343437057,80,-20,-10,
4558,30217,1.45045854057266,81.12713601,-24.10073113,0.157193805,80,-25,0,
4559,30174,2.04169959114414,80.95310724,-28.29569002,9.403802632,80,-30,10,
4560,32017,1.70172229528418,85.6128125,-28.42714002,-0.215478754,85,-30,0,
4561,31974,2.16971148207489,85.70118135,-33.09123183,9.243298802,85,-35,10,
4562,31889,3.45150767622321,85.60156527,-42.57462982,32.61911698,85,-45,35,
4563,31846,3.57202012881685,85.70676208,-47.53697374,47.48863754,85,-50,45,
4564,31809,3.12829878160645,86.90959719,-57.08422459,83.6599628,85,-55,85,
4565,33689,3.09805898929939,90.54630485,-47.74920733,32.94246437,90,-50,35,
4566,33691,3.35631816630329,90.37741181,-52.44126013,47.27215337,90,-50,45,
4567,14374,3.12033003626297,32.55640998,59.64797059,-16.90824596,35,60,-15,
4568,14456,1.956246598351,36.91596279,70.23443002,-54.68214798,35,70,-55,
4569,16386,1.93921806138721,41.28609403,79.99208009,-78.54863302,40,80,-80,
4570,12486,2.93608003143477,31.82507218,56.93742752,-3.760624313,30,55,-5,
4571,14292,2.75347201572848,32.68208456,48.51564493,25.07460684,35,50,25,
4572,14291,2.50893990687314,32.80372678,48.90024494,20.51156838,35,50,20,
4573,16171,2.92625887635361,38.12495156,52.95796463,-29.06336992,40,55,-30,
4574,16086,2.91843163061862,38.18415464,42.88141935,-5.855315638,40,45,-5,
4575,15962,2.5489739487128,38.31082997,31.43956723,48.74635771,40,30,50,
4576,15961,2.89628358853702,38.37925244,31.74699462,43.35389983,40,30,45,
4577,15959,3.32855413866989,38.48226712,32.20757495,36.97544233,40,30,35,
4578,19855,3.36933433724554,47.67721087,56.64819191,-61.80014665,50,55,-60,
4579,17757,3.68691441662846,43.33605745,22.66044353,27.31324634,45,25,25,
4580,21567,3.68842609023267,52.57314897,42.09625133,-51.8222545,55,40,-50,
4581,19512,2.81719996851444,48.06160432,13.93513419,23.25492159,50,15,25,
4582,21524,3.86265695676715,52.6176431,32.8199717,-37.88057296,55,35,-40,
4583,21309,2.26685010134062,52.88900367,9.347599554,9.493366469,55,10,10,
4584,21229,3.20956233137958,52.69657694,-1.258942609,58.15322008,55,0,60,
4585,21228,2.49643859974703,52.74725147,-0.898599656,54.40852016,55,0,55,
4586,23065,2.5327768006464,57.69039715,0.009831349,13.96048264,60,0,15,
4587,21139,2.75945880675346,57.32142927,-10.29603148,61.46217113,55,-10,60,
4588,25034,3.34634922933939,66.8610121,13.65219835,-37.5672818,65,15,-40,
4589,24818,2.00658063637729,66.85074741,-9.313512537,4.639673984,65,-10,5,
4590,26491,3.043012009531,71.68028266,-28.88340693,42.72188846,70,-30,45,
4591,26451,1.84165833751239,71.43519083,-34.09263821,69.28681889,70,-35,70,
4592,28332,2.49222078552182,76.2156661,-28.42787876,23.49608671,75,-30,25,
4593,28290,3.15024362180622,76.30710308,-33.33165004,37.66930808,75,-35,40,
4594,28248,2.90835787117075,76.1091953,-38.15827681,56.95864417,75,-40,55,
4595,30047,3.17327093165844,80.93598612,-43.03368311,52.30806765,80,-45,50,
4596,30008,1.83045340090381,80.99451538,-48.65043786,79.26503004,80,-50,80,
4597,33605,3.10707042241146,90.50087023,-57.50652373,66.7848226,90,-60,65,
4598,12487,2.65426067698199,31.64697548,56.97285801,0.663628497,30,55,0,
4599,16386,3.29272002120473,42.173539,81.69540778,-81.8009236,40,80,-80,
4600,14294,3.02268988998198,32.54833831,48.46081152,35.87000457,35,50,35,
4601,14293,2.67666541053663,32.64801111,48.77563339,30.36553028,35,50,30,
4602,18055,4.14859028902557,42.64082266,62.41706278,-57.59108091,45,60,-60,
4603,16000,3.54792535907456,38.46141153,37.42508004,12.91685174,40,35,15,
4604,17968,3.7117265703268,42.96716018,52.08614526,-42.69946216,45,50,-45,
4605,17841,2.90821871940752,43.34903544,32.60802211,-4.897560187,45,35,-5,
4606,17799,2.86196566245532,43.36999859,27.82233836,9.110206407,45,30,10,
4607,19767,3.85470870119918,47.77784696,47.15926879,-47.70688567,50,45,-50,
4608,17717,2.73373967294933,42.78015895,21.26445645,50.97303042,45,20,50,
4609,17713,3.62163101086576,43.35385223,22.4683116,32.07698015,45,20,30,
4610,19725,3.45191801111452,47.93056149,37.92443849,-33.17648509,50,40,-35,
4611,19596,2.27971061476967,48.10654267,23.73131337,-4.951687875,50,25,-5,
4612,19554,2.53695222549845,48.17649772,18.39764155,9.262834193,50,20,10,
4613,19513,3.20814125996145,48.04235556,13.55643365,27.90813127,50,15,30,
4614,21609,3.14002232779424,57.37225131,46.58681878,-66.30926319,55,45,-65,
4615,21523,4.08360533207364,57.41385615,32.60568928,-47.26194765,55,35,-45,
4616,21268,3.12849387041953,52.87656804,4.512359209,27.75484587,55,5,30,
4617,21435,3.41599948945191,57.38920657,23.4861669,-33.08452256,55,25,-35,
4618,21179,3.21214669464911,57.41890092,-4.622843375,32.92044293,55,-5,35,
4619,23279,3.71315091971104,62.10360538,23.16743972,-42.45031773,60,25,-40,
4620,23191,3.03256453781588,62.23766646,14.01108137,-28.20797979,60,15,-30,
4621,23019,2.38075810613937,62.19022088,-4.412095656,9.275217178,60,-5,10,
4622,22977,2.76352060422254,62.19297282,-9.437174979,23.41534094,60,-10,25,
4623,22935,3.22037063181644,62.20865928,-14.595479,42.30845705,60,-15,40,
4624,24904,2.00226223236001,66.86329859,0.311819015,-14.33671928,65,0,-15,
4625,24861,1.931652902745,66.85775694,-4.484423714,-4.880822897,65,-5,-5,
4626,24734,3.03427306047752,66.95819895,-19.18795513,32.82908936,65,-20,35,
