BinNo,Dsno,Distance,l,a,b,lx,ax,bx
2226,10412,2.40340883186458,24.73102196,28.0979325,-23.55564407,25,30,-25,
2227,12342,3.10831298616523,28.88964144,42.04140243,-52.06431335,30,40,-50,
2228,10326,1.55719265299022,24.97939734,18.44817825,-5.12756859,25,20,-5,
2229,10284,2.15260455237365,25.17290152,13.10081339,9.00155038,25,15,10,
2230,12211,2.71724366512041,29.56533779,23.19803832,-28.01318949,30,25,-30,
2231,12039,0.830354167304402,29.8292719,4.564687023,9.313820307,30,5,10,
2232,12000,2.11257579625037,29.73632297,-1.586900819,38.63062178,30,0,40,
2233,13967,2.26685876713899,34.14281598,13.78600491,-23.28824647,35,15,-25,
2234,19761,2.35615607195172,47.77941749,45.51992922,-80.5917418,50,45,-80,
2235,15594,1.59860427299381,38.96891935,-9.035283616,9.2505131,40,-10,10,
2236,19717,2.59499614564519,47.80310335,41.01206197,-75.93988333,50,40,-75,
2237,17523,1.87905974808311,43.56588219,-0.303004464,-18.82426196,45,0,-20,
2238,15466,3.28708940043674,42.27782686,-22.96644765,43.78298465,40,-25,45,
2239,17312,2.60539463205456,43.18550179,-24.94292229,48.13119836,45,-25,50,
2240,19323,2.27358546615379,48.12878043,-5.124127561,-18.71457379,50,-5,-20,
2241,19151,3.0253161327556,48.11331674,-23.44554764,18.21768638,50,-25,20,
2242,20909,3.65209868058446,52.81468044,-33.31288092,32.60921929,55,-35,35,
2243,21035,2.60639651473182,57.48530936,-19.34649791,-9.564712514,55,-20,-10,
2244,20906,3.52572454335499,57.39083555,-32.95750923,18.40536199,55,-35,20,
2245,20863,3.89555669256457,57.25603845,-37.79098188,32.28164226,55,-40,30,
2246,20823,3.21085294160553,57.41649968,-43.38551484,53.63488331,55,-45,55,
2247,22623,3.63868757578158,62.07871878,-48.04688495,52.74072642,60,-50,55,
2248,26393,2.14920475375876,71.59193894,-38.57375566,4.774969852,70,-40,5,
2249,26223,3.35520981507857,71.38868602,-57.88095101,57.1996853,70,-60,55,
2250,28280,1.66743358181759,76.29138067,-33.97021285,-9.771506804,75,-35,-10,
2251,28065,3.40102890827476,76.18650788,-57.76277772,42.27024958,75,-60,40,
2252,8702,3.20123992518433,17.92005238,43.66201339,-27.03262067,20,45,-25,
2253,10673,2.20371426302477,26.19500208,61.68808225,-69.23927344,25,60,-70,
2254,8614,0.933648399105287,19.59368194,34.26549995,-15.40879658,20,35,-15,
2255,10543,2.9392177269913,24.01989353,42.97725134,-43.10609398,25,45,-45,
2256,8572,2.35511613514815,19.89255012,28.08346503,-1.364521983,20,30,0,
2257,8488,1.94752334035595,19.83515738,21.7647841,29.19302345,20,20,30,
2258,8531,2.534198372226,20.06856448,22.7817782,18.77649996,20,25,20,
2259,12386,3.09697231422068,28.72278971,46.98267489,-57.00722985,30,45,-55,
2260,10369,1.8477323247634,24.88896678,23.41802281,-14.05177295,25,25,-15,
2261,10285,2.68765124074448,24.8852177,13.4351107,12.81793316,25,15,15,
2262,12082,1.189083230503,29.74688384,8.841455808,-0.087329799,30,10,0,
2263,12040,1.52491628190294,29.77859132,3.955682819,13.91107875,30,5,15,
2264,14054,3.21242793235807,34.07146005,27.40361182,-41.91837353,35,25,-40,
2265,13838,0.785788787915693,34.34605483,-0.189937829,4.607898795,35,0,5,
2266,13796,1.35710830368303,34.453091,-5.157169835,18.76795652,35,-5,20,
2267,15855,3.21803151979637,38.84761952,17.94988892,-37.19654061,40,20,-35,
2268,15680,1.34461509343717,39.02925932,-0.161445235,-9.083709807,40,0,-10,
2269,15637,1.3555886310355,38.84033305,-4.322644526,-0.184343873,40,-5,0,
2270,15553,2.72922736277658,38.76940178,-14.04434145,27.75923523,40,-15,30,
2271,17311,1.97917556804762,43.30450299,-24.01657797,44.72557892,45,-25,45,
2272,21254,3.56979750503445,52.70143296,3.793769776,-37.54947915,55,5,-40,
2273,20951,3.67199147370814,52.68213089,-27.85129695,18.13075433,55,-30,20,
2274,24507,3.26888312987432,66.8913646,-42.99277292,23.24518482,65,-45,25,
2275,26523,1.84495008617404,71.48914072,-24.5421282,-19.01174186,70,-25,-20,
2276,28024,3.30112159784065,76.05836901,-62.95110995,62.36205597,75,-65,60,
2277,30124,1.32024278806888,80.76721048,-34.03125643,-14.53527966,80,-35,-15,
2278,31838,2.06098898830875,85.55577165,-48.1311798,4.331939716,85,-50,5,
2279,31795,2.38488052003565,85.69141608,-53.03716636,13.83514679,85,-55,15,
2280,10717,3.14038191049177,27.49703349,64.10425509,-73.31938602,25,65,-75,
2281,10673,2.46256737435517,27.25863529,60.54913081,-69.18682102,25,60,-70,
2282,12475,3.63978046316582,28.2675886,52.85371465,-62.374913,30,55,-60,
2283,10456,2.80609795035662,24.5264762,32.74692094,-28.39575698,25,35,-30,
2284,10327,1.99435630107994,25.01282854,18.01881506,-0.228470387,25,20,0,
2285,10286,2.98249987580076,24.88520511,13.11719194,17.68977026,25,15,20,
2286,12255,3.49678399942519,29.43588745,27.58549554,-32.53434723,30,30,-35,
2287,12168,2.67881763149129,29.83101133,18.07674018,-18.14296516,30,20,-20,
2288,12125,1.71343447504357,29.78532928,13.4975924,-9.204672655,30,15,-10,
2289,14098,2.78124344148139,33.94228409,31.85884055,-46.77799436,35,30,-45,
2290,13924,1.54711724569849,34.24251533,9.259246298,-13.8725814,35,10,-15,
2291,13881,0.777974426278545,34.30466633,4.651202769,-4.990212919,35,5,-5,
2292,15595,1.81872719243982,38.96545406,-9.500429332,13.59006651,40,-10,15,
2293,17655,3.2811100119645,43.43951624,13.2697083,-37.31012207,45,15,-35,
2294,17480,1.68812100702371,43.40614791,-4.545356645,-9.679551144,45,-5,-10,
2295,17394,1.82913725135525,43.71455509,-13.94084787,9.243976698,45,-15,10,
2296,17352,2.62741404175487,43.53333909,-18.71270126,23.24071825,45,-20,25,
2297,17312,2.26025104238218,43.31575099,-24.12248917,48.77443287,45,-25,50,
2298,19454,3.09847386233486,47.99708745,8.935990877,-37.88889456,50,10,-40,
2299,19110,3.38306255296781,48.00444255,-28.27856714,37.87879006,50,-30,40,
2300,21080,2.35497230640407,52.7898984,-14.46183882,-9.390304973,55,-15,-10,
2301,21254,3.66392878045564,57.3572121,3.575161112,-42.41614556,55,5,-40,
2302,22967,2.84694639613326,57.58858731,-10.16067926,-23.49521603,60,-10,-25,
2303,20992,2.77978831582215,57.37662222,-23.60882878,-0.378856887,55,-25,0,
2304,22794,2.99838801130212,57.5427011,-28.45378859,9.25083843,60,-30,10,
2305,20824,2.77260217139806,57.41680788,-43.68660011,59.65165649,55,-45,60,
2306,22624,3.23770432775794,60.7781581,-47.83565947,62.27877804,60,-50,60,
2307,22624,2.65297919671454,62.05263424,-48.61081819,59.0538683,60,-50,60,
2308,24464,3.82535877639191,66.78616966,-47.71012794,37.48987021,65,-50,35,
2309,24424,3.50718748753732,66.64138557,-52.94950375,57.67584798,65,-55,60,
2310,28367,1.54971924165436,76.09362203,-24.39857901,-24.08135242,75,-25,-25,
2311,30211,1.67875461320089,80.87299974,-24.77055038,-28.58457025,80,-25,-30,
2312,29909,3.33450637814101,80.92756256,-57.63511511,32.8399352,80,-60,35,
2313,29911,3.27738554255633,80.80526899,-62.47279645,46.99451136,80,-60,45,
2314,29825,3.24817869444405,80.65734569,-67.7948051,67.29252632,80,-70,65,
2315,31968,1.2668034835519,85.50768567,-33.91263077,-19.59419896,85,-35,-20,
2316,31629,3.13897190593168,86.70314003,-76.07436671,82.59205589,85,-75,85,
2317,8703,3.75509237186556,17.87051348,42.9004564,-22.27110602,20,45,-20,
2318,8701,1.21736612796054,18.83698985,45.24227432,-30.26587748,20,45,-30,
2319,6815,3.34872357029801,17.05233676,38.56175954,-7.778890423,15,40,-10,
2320,10587,2.64624331708864,22.82130205,51.50170068,-49.97217908,25,50,-50,
2321,8615,1.16959020306084,19.45577599,34.19132587,-10.6463804,20,35,-10,
2322,8573,2.41660785768518,19.85375419,28.5992463,3.036203989,20,30,5,
2323,10370,2.35182797911826,24.86854692,22.74633904,-9.340585708,25,25,-10,
2324,10287,2.8496066638463,24.89998969,12.87590535,23.10303453,25,15,25,
2325,12041,2.14910823509889,29.88806766,4.110367058,18.04687671,30,5,20,
2326,14011,2.82775047234191,34.27139365,18.22682586,-27.92126024,35,20,-30,
2327,13797,2.33314977940327,34.2107115,-4.535966485,22.85400735,35,-5,25,
2328,15899,3.33947256543883,38.65690851,22.7570724,-42.07784938,40,25,-40,
2329,15767,2.43459691961552,38.93912479,9.067236503,-23.01713384,40,10,-25,
2330,15554,2.60968286873904,38.81933034,-14.08532189,32.85994678,40,-15,35,
2331,17437,1.62523433691915,43.57015348,-9.230970223,0.0742885,45,-10,0,
2332,19280,1.8513762420477,48.3298643,-9.6877012,-9.264670011,50,-10,-10,
2333,19194,2.19919713738571,48.32833817,-18.77673833,9.261321679,50,-20,10,
2334,21037,2.738121550691,52.66204383,-18.69293802,-0.568207316,55,-20,0,
2335,20994,2.71414438613375,52.82616115,-23.53471957,9.297178782,55,-25,10,
2336,20910,3.37686151870503,52.84317539,-33.5195032,37.86471769,55,-35,40,
2337,23097,3.40023327874074,61.98425294,3.817428755,-47.5048343,60,5,-50,
2338,22665,3.77248807774789,61.9201127,-42.8802856,37.53999098,60,-45,40,
2339,24636,2.10794155627587,66.71674055,-28.77820801,-4.941315915,65,-30,-5,
2340,28237,1.89801284773419,76.15566381,-38.5386841,-0.362560021,75,-40,0,
2341,28151,2.89624124219978,76.1804186,-47.85266686,18.45604869,75,-50,20,
2342,31667,3.16139079707192,85.60771353,-67.52140076,51.86591046,85,-70,50,
2343,31626,3.24927842007695,85.46904658,-72.73853895,72.28551952,85,-75,70,
2344,33682,1.90627680626679,90.16967758,-48.19875023,-0.600499831,90,-50,0,
2345,10631,2.29416068846969,23.11349176,54.64221019,-53.74451349,25,55,-55,
2346,8744,1.87603541772919,20.8573895,48.33213781,-40.05126255,20,50,-40,
2347,8574,2.38652202171972,19.50614503,28.25152938,11.54739947,20,30,10,
2348,8574,2.99704849813651,19.86546638,28.29352955,7.539886383,20,30,10,
2349,10413,2.57067384742093,24.93775732,27.84733972,-18.59623948,25,30,-20,
2350,10328,2.26623879974991,25.11369648,17.91392853,4.121810254,25,20,5,
2351,10244,2.2562669678583,24.84040035,12.21481868,34.60019155,25,10,35,
2352,12255,3.24585036159158,29.44844197,32.12216491,-37.39327065,30,30,-35,
2353,14142,2.64481168550629,34.05372331,36.72251092,-51.76989983,35,35,-50,
2354,12083,1.16096206572723,29.88445129,8.862148074,4.800564777,30,10,5,
2355,12042,2.30691925487825,29.56733795,4.342203363,22.83159423,30,5,25,
2356,13839,0.92657290461719,34.45099277,-0.187049461,9.277406817,35,0,10,
2357,13798,2.47344577510933,34.19197888,-4.938901284,27.66305695,35,-5,30,
2358,15555,1.81461713135726,38.79192585,-14.55734443,38.72037184,40,-15,40,
2359,17699,3.51844335000963,43.50639074,17.72678598,-42.23183176,45,20,-40,
2360,17567,2.23513194376507,43.58705583,4.33519536,-23.40080071,45,5,-25,
2361,17353,2.74819359297232,43.54630381,-19.00926796,27.88865317,45,-20,30,
2362,19367,2.6467710461955,48.09739223,-0.604644171,-23.26221806,50,0,-25,
2363,19237,2.14700012835295,48.19982713,-13.84991325,-0.215145664,50,-15,0,
2364,19152,2.78142129836598,48.18473404,-23.50436447,23.5153491,50,-25,25,
2365,19111,3.14825859604101,48.02433528,-28.4641344,43.08966025,50,-30,45,
2366,21299,3.63791056206987,52.72724012,8.361544109,-42.32043489,55,10,-40,
2367,21167,2.51008995666523,52.93559007,-5.185190617,-23.58420776,55,-5,-25,
2368,20865,3.97947669532132,57.30574252,-37.87248819,37.55184157,55,-40,40,
2369,22966,2.83312592942296,62.13001324,-10.3101127,-28.15786096,60,-10,-30,
2370,22879,2.31789611687769,62.07620991,-19.09121817,-14.51408807,60,-20,-15,
2371,22707,3.56376098885926,62.0896327,-37.77888967,23.15595649,60,-40,25,
2372,24593,2.25139960245224,66.8614591,-33.75553411,4.765319712,65,-35,5,
2373,24550,3.07493614990881,66.76690283,-37.89729432,13.61727966,65,-40,15,
2374,26308,3.5595876209421,71.38939018,-47.63615133,27.73009286,70,-50,30,
2375,26265,3.56315522963425,71.55326684,-52.84151373,42.37157634,70,-55,40,
2376,26225,3.17478581100671,71.41601719,-58.01828081,62.96359402,70,-60,65,
2377,28194,2.34366926460714,76.01958157,-43.09483225,9.092489731,75,-45,10,
2378,31754,3.2985560304881,85.4660528,-62.28677673,37.33107676,85,-60,35,
2379,10631,1.42950401084409,23.8227982,55.56400661,-55.58272994,25,55,-55,
2380,8616,1.59810560055755,19.41762215,34.38497956,-6.355185378,20,35,-5,
2381,8576,2.70695842246208,19.51882296,27.93768334,18.31389723,20,30,20,
2382,10500,2.92115624454596,24.41689056,37.92948711,-33.02361098,25,40,-35,
2383,10329,2.43736900152094,24.7992701,18.01485848,8.600111325,25,20,10,
2384,14186,2.53140591135478,33.85473647,41.54543907,-56.64560184,35,40,-55,
2385,12212,3.20383954282011,29.72764043,22.77590513,-22.7100633,30,25,-25,
2386,12126,1.19611329944987,29.59551917,13.8812366,-4.875699002,30,15,-5,
2387,12043,2.42450631851335,29.5788366,4.12266529,27.77938385,30,5,30,
2388,13968,2.0097106985952,34.30631383,13.62927097,-18.70429999,35,15,-20,
2389,15898,3.09591704710875,38.84400185,27.17261024,-46.87833314,40,25,-45,
2390,13799,1.99708555335886,34.17884791,-5.304735496,33.20523087,35,-5,35,
2391,15724,1.569706052315,39.05953853,4.49429102,-13.84944894,40,5,-15,
2392,15681,1.20794977770273,38.81788679,0.229722005,-5.09475666,40,0,-5,
2393,15638,1.43203257668635,38.9667481,-4.243532587,4.359012586,40,-5,5,
2394,15596,1.71989148735286,39.04722632,-9.525541533,18.64902324,40,-10,20,
2395,15556,1.31038972612957,38.77516807,-14.94357382,45.462303,40,-15,45,
2396,17395,2.39299584471019,43.43299555,-13.77176141,13.67246238,45,-15,15,
2397,19499,3.42591559124745,48.02684319,13.27746092,-42.20825926,50,15,-40,
2398,19112,3.19350994257386,47.93929567,-29.49647015,52.38714497,50,-30,50,
2399,20952,3.43391396597316,52.72411935,-28.09944519,23.26794232,55,-30,25,
2400,20907,3.47411835502666,57.45119019,-33.0845399,23.45333339,55,-35,25,
2401,22625,3.13292561163161,62.11371574,-48.35253771,63.37725644,60,-50,65,
2402,24810,2.6911985475109,66.90784972,-10.46810581,-33.16056095,65,-10,-35,
2403,24425,2.36286398806498,66.64078876,-53.33912795,64.63607349,65,-55,65,
2404,26654,2.6317161260149,71.57915887,-10.6571036,-37.99989953,70,-10,-40,
2405,28026,2.8056774971483,76.07748792,-63.14517214,68.19155879,75,-65,70,
2406,33639,2.03714761684797,90.29966639,-53.1392521,9.22683267,90,-55,10,
2407,33641,3.03233750233209,90.1866395,-57.45144674,18.22499428,90,-55,20,
2408,8703,3.86558512307807,18.15621684,42.61716366,-17.57816124,20,45,-20,
2409,8702,1.14253204448657,18.96583286,44.61971399,-25.30209328,20,45,-25,
2410,12605,1.86098666329782,31.32216539,70.91235839,-84.06045106,30,70,-85,
2411,12650,3.91811810527703,32.30058204,72.79408891,-87.27879969,30,75,-85,
2412,8617,2.46456486431315,19.21939701,34.35312108,-2.246394134,20,35,0,
2413,8533,2.65793762800313,19.48150523,27.42671992,29.04772586,20,25,30,
2414,10457,2.4049875371804,24.50467173,32.94527038,-23.85252401,25,35,-25,
2415,10371,1.59231786818478,24.82719961,23.4391098,-5.26313115,25,25,-5,
2416,14274,2.75561859461966,33.28523161,51.49274806,-66.55714689,35,50,-65,
2417,12299,3.26232874610316,29.33045282,37.10108901,-42.4041465,30,35,-40,
2418,14230,2.79192830515188,33.55604746,46.73586596,-61.64214314,35,45,-60,
2419,12169,1.90470542224844,29.72141542,18.55598148,-13.78958524,30,20,-15,
2420,12084,1.15863993603124,29.64619233,9.274255064,9.169000047,30,10,10,
2421,12045,2.03414276120786,29.52227942,3.448858612,38.77383516,30,5,40,
2422,14055,2.90516121893383,34.19573373,23.25085426,-32.82431467,35,25,-35,
2423,13925,1.33332524790739,34.36412474,9.080240571,-9.273734578,35,10,-10,
2424,15942,2.65201273443844,38.68687188,31.63441769,-51.624052,40,30,-50,
2425,13882,0.783573968103537,34.43810398,4.566792096,0.332553662,35,5,0,
2426,13840,1.35095116453828,34.48612692,-0.445588154,13.83275765,35,0,15,
2427,13800,2.43360535976929,34.1418792,-5.858211082,42.10939268,35,-5,40,
2428,15811,2.99085933827135,38.9937641,13.47317287,-27.6332453,40,15,-30,
2429,17354,2.63272926381142,43.56910684,-19.22918245,32.92885335,45,-20,35,
2430,21298,3.59054502839941,57.42188984,8.253580733,-46.99411207,55,10,-45,
2431,20910,3.98872466658518,52.5913859,-33.02407374,42.49082677,55,-35,40,
2432,21079,2.58803022251736,57.46785467,-14.42692363,-14.47162775,55,-15,-15,
2433,23142,3.36889724204708,61.99702515,8.223380088,-52.050605,60,10,-50,
2434,22669,0.915073080549513,60.36105014,-45.57250107,60.61582795,60,-45,60,
2435,22750,2.76731354357452,62.20756926,-33.53828522,14.19498316,60,-35,15,
2436,24723,2.11148823975371,66.78998114,-19.66606692,-18.93096361,65,-20,-20,
2437,24465,3.66906032840496,66.80824702,-47.96560554,42.46038322,65,-50,40,
2438,26480,1.84285286864974,71.39059489,-28.79218788,-9.940481682,70,-30,-10,
2439,28066,3.31299778032306,76.24229749,-57.74274785,47.08265791,75,-60,45,
2440,30081,1.50644768964452,80.92846376,-38.81987885,-4.878947287,80,-40,-5,
2441,29952,2.92571884065493,80.79165278,-52.74364352,23.31418505,80,-55,25,
2442,8617,2.28830832421977,19.05800948,34.40160828,1.997732764,20,35,0,
2443,10544,1.89271994712959,23.9494208,43.96556394,-38.81314947,25,45,-40,
2444,14407,3.95552833502438,32.78820632,62.64699691,-77.28419561,35,65,-75,
2445,14318,3.06506760474001,33.18769261,56.79967248,-71.69450887,35,55,-70,
2446,10414,2.14984844038551,24.81820817,28.06264892,-14.08595906,25,30,-15,
2447,10330,2.64952128637707,24.95953196,18.17708822,13.077679,25,20,15,
2448,12256,2.79422778529098,29.39343996,27.92434603,-28.2304084,30,30,-30,
2449,12085,2.18457237506357,29.62670781,8.86864151,13.16886992,30,10,15,
2450,17743,3.37303662888222,43.37345724,22.71114208,-46.86892059,45,25,-45,
2451,15597,1.7351659750748,39.07426328,-9.776085623,23.54959494,40,-10,25,
2452,17611,2.79141226708275,43.58398049,8.687543889,-27.98398161,45,10,-30,
2453,17524,1.72977249701326,43.74942011,-0.252229255,-13.83186335,45,0,-15,
2454,17438,1.61771439647304,43.6604086,-9.297930798,4.425897583,45,-10,5,
2455,19543,3.60861508985103,48.08448656,17.68174895,-46.99464864,50,20,-45,
2456,19195,2.8403445881054,48.08785793,-18.42019778,13.6159859,50,-20,15,
2457,21343,3.62591837940093,52.79144889,12.92715477,-46.99321317,55,15,-45,
2458,19153,2.94986046126202,48.24129368,-23.5448676,28.13151973,50,-25,30,
2459,23011,2.97451072954115,57.59811228,-5.35191871,-28.28104605,60,-5,-30,
2460,20866,3.9208815721003,57.33617682,-38.02465453,42.54773565,55,-40,45,
2461,22836,2.48012043614411,62.23508454,-23.98787365,-4.638068061,60,-25,-5,
2462,22793,2.66489915835722,62.07705632,-28.48862454,4.290585603,60,-30,5,
2463,22665,3.62391779837306,61.97970443,-42.80590165,42.09749446,60,-45,40,
2464,24508,3.7091351911063,66.66449646,-42.6381976,27.67426897,65,-45,30,
2465,24425,3.21739069432026,66.68356874,-53.11674525,66.99262408,65,-55,65,
2466,26226,2.12667487682174,71.39989131,-58.5604916,70.70061824,70,-60,70,
2467,28109,3.33963562694024,76.08408342,-52.62337794,32.91923167,75,-55,35,
2468,29827,2.96640455240005,80.69810124,-67.79908692,73.13769169,80,-70,75,
2469,8659,3.39986835631987,18.27050242,42.22599821,-13.09924359,20,40,-15,
2470,14537,2.0843386232304,36.12470452,79.73138532,-98.26582775,35,80,-100,
2471,6776,3.66393066552692,17.16883684,37.03944387,17.8643026,15,35,20,
2472,8618,1.8000974577578,18.93379446,34.52911081,6.371794436,20,35,5,
2473,12343,3.07699458628059,29.06295983,42.1341862,-47.008756,30,40,-45,
2474,10372,1.94707024240004,24.8842745,23.08103483,-0.308646746,25,25,0,
2475,10287,3.34360185900983,24.85418106,17.31756779,22.59432135,25,15,25,
2476,10330,3.06422432181784,24.9900402,18.0047326,17.32557079,25,20,15,
2477,12127,1.23397602693594,29.72778145,13.79651114,-0.014438142,30,15,0,
2478,14100,3.39325783718288,34.03541474,27.63003004,-37.22868042,35,30,-35,
2479,14012,2.53533819352237,34.10913511,18.36250671,-23.28159515,35,20,-25,
2480,15986,2.82069204135979,38.44387137,36.83971124,-56.4663662,40,35,-55,
2481,13883,1.10491513532182,34.43750674,4.064017144,4.831551545,35,5,5,
2482,13841,2.14079984500049,34.24323758,0.076757951,17.9988896,35,0,20,
2483,15855,3.1845722052567,38.74081601,18.19765174,-32.69619954,40,20,-35,
2484,15768,2.03853495368074,39.05896117,8.818573785,-18.63094822,40,10,-20,
2485,17742,3.70892845383212,43.20882248,27.49556545,-52.07845771,45,25,-50,
2486,15639,1.22975338292091,39.01580161,-4.55297442,9.413642564,40,-5,10,
2487,17481,1.57232602699221,43.57159002,-4.445129,-4.647903085,45,-5,-5,
2488,17396,2.34648251466432,43.4872168,-13.94030974,18.55275305,45,-15,20,
2489,17355,2.41918955638387,43.6086044,-19.31046914,38.14499499,45,-20,40,
2490,19411,2.69096301143134,48.1517813,4.224541792,-28.20444044,50,5,-30,
2491,19324,2.04860502150593,48.3224089,-4.958931974,-13.82493232,50,-5,-15,
2492,21211,2.9981005660971,52.90134531,-0.762490934,-27.99928436,55,0,-30,
2493,21124,2.36849441115559,52.82393683,-9.343865184,-14.33366528,55,-10,-15,
2494,20995,2.74230356234244,52.91552695,-23.52981684,13.99314231,55,-25,15,
2495,20953,3.59086895163768,52.75551294,-28.3085583,27.76490657,55,-30,30,
2496,20912,3.48591616489684,52.59833578,-33.30994429,48.12188068,55,-35,50,
2497,20950,3.18937298290048,57.32792357,-28.08069734,13.9660033,55,-30,15,
2498,26567,1.81873305285664,71.49403048,-19.56223221,-24.05977545,70,-20,-25,
2499,26351,2.85269802090807,71.55873695,-42.97246175,18.73615121,70,-45,20,
2500,29867,3.30884135048352,80.84731645,-62.56409011,52.07287938,80,-65,50,
2501,31628,2.58917043150581,85.49460742,-72.88404146,78.5922051,85,-75,80,
2502,10588,3.32782277694107,22.61585877,52.29760995,-45.33356191,25,50,-45,
2503,8619,2.23275506549105,18.25958582,36.3965487,10.07619313,20,35,10,
2504,14494,3.77699486265764,36.98270579,72.62672576,-92.16844122,35,75,-90,
2505,10501,2.08749426710712,24.23178007,38.47528266,-28.79887241,25,40,-30,
2506,12387,3.52198894575046,28.72471392,47.35729811,-52.28499391,30,45,-50,
2507,10415,1.80631485304705,24.63501008,28.25474142,-10.2891854,25,30,-10,
2508,10373,2.66164658514395,24.8492763,22.60542957,3.84775117,25,25,5,
2509,10289,1.67468217626734,24.78966329,16.65164608,34.82004421,25,15,35,
2510,12213,2.48129364181733,29.62444584,23.14468062,-18.39576585,30,25,-20,
2511,12170,2.0246452165444,29.80670657,18.20151552,-9.090450948,30,20,-10,
2512,12086,2.28665871853807,29.7335355,8.930583548,17.99646482,30,10,20,
2513,16030,2.46349843087007,38.49147853,41.40087163,-61.35305069,40,40,-60,
2514,13842,2.21336308622822,34.20618965,-0.451388369,22.98379321,35,0,25,
2515,15725,1.41908074953225,38.81580556,4.583667805,-9.338077644,40,5,-10,
2516,15682,1.08917690259544,38.9108389,0.005802828,-0.000866361,40,0,0,
2517,15598,2.45434683273069,38.81788635,-9.261539633,27.97982625,40,-10,30,
2518,17356,1.51907415406302,43.57246651,-19.85679535,44.50077375,45,-20,45,
2519,19281,2.01068672978796,48.15373147,-9.212808648,-4.879652936,50,-10,-5,
2520,19238,2.04378986781786,48.29530955,-13.94200318,4.610448691,50,-15,5,
2521,19154,2.8167587557908,48.24342106,-23.9125951,33.08529091,50,-25,35,
2522,21081,2.17924050376094,52.92107775,-14.44016063,-4.662729587,55,-15,-5,
2523,21038,2.52847764676049,52.74875816,-18.89011755,4.694598076,55,-20,5,
2524,23187,3.73367528922494,57.52505523,13.04260666,-51.9958935,60,15,-50,
2525,20913,2.80146441024577,52.5338119,-34.14631083,56.0184959,55,-35,55,
2526,21036,2.66644794578243,57.34716255,-18.75233728,-4.789975362,55,-20,-5,
2527,23186,3.52092237342915,62.0900485,12.93678814,-56.94209898,60,15,-55,
2528,20993,2.79483878000129,57.47411825,-23.71984196,4.774039641,55,-25,5,
2529,22753,3.76189166626511,57.5096572,-33.11957557,27.89904174,60,-35,30,
2530,20867,3.73379713536962,57.33317468,-38.37731153,47.57834373,55,-40,50,
2531,23010,2.78294296042057,62.17302775,-5.316009086,-33.29036256,60,-5,-35,
2532,22708,3.5993508730398,62.14859133,-37.8665555,28.05390222,60,-40,30,
2533,26437,2.21947395995638,71.56824455,-33.47948407,-0.393325561,70,-35,0,
2534,26394,2.41032342918914,71.39884052,-38.20822976,9.198461704,70,-40,10,
2535,26311,3.34884314817662,71.31836498,-52.45526109,46.85697528,70,-50,45,
2536,28411,1.78606905434109,76.06251954,-19.80383195,-28.57781401,75,-20,-30,
2537,28324,1.66954204630862,76.26521639,-29.15938256,-14.30720822,75,-30,-15,
2538,28027,2.17265747311136,76.10887169,-63.21739927,74.44037628,75,-65,75,
2539,30038,2.12350964621463,80.82350873,-43.12677129,4.432425521,80,-45,5,
2540,29995,2.37360172456757,80.96106167,-48.02208893,14.1065721,80,-50,15,
2541,29954,3.52546294847233,80.69105669,-57.46202845,37.4268798,80,-55,35,
2542,31925,1.42913789238154,85.6572166,-38.77804841,-9.657456911,85,-40,-10,
2543,31753,3.21286444931955,85.62614792,-57.62006197,27.93448996,85,-60,30,
2544,8660,3.26477373918759,18.38105193,41.81309716,-7.820451101,20,40,-10,
2545,10632,2.16261495766047,23.48343881,53.9824912,-48.84171616,25,55,-50,
2546,8620,2.60894698804084,18.21008648,36.43745467,16.23957172,20,35,15,
2547,12475,3.29807527289123,28.18568675,53.28935685,-57.84146625,30,55,-60,
2548,10458,1.95258601222805,24.55401868,33.31239224,-19.12497266,25,35,-20,
2549,14405,3.4524715015083,37.47800631,66.75972671,-86.63780527,35,65,-85,
2550,16206,3.23287233177267,37.65762673,61.55751011,-81.59339676,40,60,-80,
2551,12256,3.41645666572138,29.47399289,32.35951637,-32.41416138,30,30,-30,
2552,16162,2.93249151181434,37.8616067,56.36870181,-76.467459,40,55,-75,
2553,16118,2.21836608958759,38.22450322,50.83089461,-71.03844761,40,50,-70,
2554,12128,1.5770761140468,29.76904922,13.46227931,4.736853869,30,15,5,
2555,14099,3.11492345215367,34.00359397,32.19070659,-41.97755601,35,30,-40,
2556,12088,2.92202343895412,29.6149449,7.905007568,27.99975995,30,10,30,
2557,12087,2.7743767356782,29.73962436,8.669346204,22.57951838,30,10,25,
2558,16074,2.56721055457932,38.39807223,46.41619221,-66.42084379,40,45,-65,
2559,13969,1.64505471892505,34.20436648,14.12252632,-13.85841677,35,15,-15,
2560,13926,1.09187364688964,34.52729608,9.113583371,-4.572209602,35,10,-5,
2561,17786,2.53869472447607,43.35927965,31.52916084,-56.18940101,45,30,-55,
2562,15640,1.55447000726299,39.02959209,-4.915025129,13.7886104,40,-5,15,
2563,15599,2.35282895806838,38.79496749,-9.690788623,33.00297995,40,-10,35,
2564,17655,2.99562988096999,43.35066477,13.65450742,-32.89212396,45,15,-35,
2565,19587,3.5260190955016,47.98945033,22.88580436,-51.98007007,50,25,-50,
2566,17397,2.3671768355136,43.49242632,-14.32491425,23.30441544,45,-15,25,
